rho_fm3,lower,upper
3.200000000000000067e-01,7.000000000000000000e+00,1.400000000000000000e+01
4.799999999999999822e-01,2.650000000000000000e+01,7.650000000000000000e+01
6.400000000000000133e-01,5.500000000000000000e+01,1.570000000000000000e+02
7.359999999999999876e-01,5.700000000000000000e+01,2.070000000000000000e+02
