R_km,M_sun
1.331800494241491606e+01,1.316851865658909215e+00
1.331924051210503279e+01,1.316898287380476651e+00
1.339646091682135243e+01,1.319972733773059792e+00
1.342216165969850294e+01,1.320848127058151578e+00
1.347491689122779057e+01,1.322765848260906818e+00
1.353954898733875289e+01,1.324797966735826282e+00
1.355337286563422694e+01,1.325270896532108500e+00
1.363182884004066509e+01,1.327807179608107013e+00
1.365905049280958750e+01,1.328747806413501209e+00
1.371028481444710323e+01,1.330773824622785151e+00
1.375126079780703847e+01,1.332697646091176136e+00
1.378874078885354137e+01,1.334804990181455597e+00
1.381570693146346684e+01,1.336647485768851062e+00
1.386329339764758117e+01,1.340597325446525989e+00
1.386719676325997774e+01,1.340973815250139145e+00
1.389930595726312745e+01,1.344547165124200916e+00
1.393276484039374630e+01,1.348497004801875843e+00
1.394565273766641766e+01,1.349904014641302386e+00
1.396703379011577439e+01,1.352446844479550769e+00
1.400706497608159573e+01,1.356396684157225474e+00
1.402410871207285403e+01,1.357716886501535658e+00
1.405601955685521887e+01,1.360346523834900401e+00
1.410256468647929395e+01,1.363450923340657983e+00
1.411480147458627776e+01,1.364296363512575549e+00
1.418102066088572855e+01,1.368164573240477466e+00
1.418240042572127280e+01,1.368246203190250254e+00
1.425848793930565250e+01,1.372196042867925181e+00
1.425947663529216669e+01,1.372242140182915682e+00
1.433793260969860661e+01,1.375893515312561544e+00
1.434355064746283404e+01,1.376145882545599886e+00
1.441638858410504120e+01,1.379179898811849325e+00
1.443949383513794871e+01,1.380095722223274812e+00
1.449484455851147757e+01,1.382193648494081994e+00
1.454608334801646308e+01,1.384045561900949739e+00
1.457330053291791572e+01,1.385028023807619579e+00
1.465175650732435564e+01,1.387752629984331687e+00
1.465925385659593161e+01,1.387995401578624666e+00
1.473021248173079201e+01,1.390466784029403824e+00
1.477216473065393032e+01,1.391945241256299592e+00
1.480866845613723015e+01,1.393428770765292812e+00
1.486933577082083779e+01,1.395895080933974519e+00
1.488712443054366830e+01,1.396790851279289924e+00
1.495093954841945560e+01,1.399844920611649446e+00
1.496558040495010644e+01,1.400769025654050148e+00
1.502016450474358855e+01,1.403794760289324373e+00
1.504403637935654281e+01,1.405603116027305699e+00
1.507924458198220563e+01,1.407744599966999077e+00
1.512249235376298095e+01,1.411260998985916171e+00
1.512964348217358435e+01,1.411694439644674004e+00
1.518359490997460703e+01,1.415644279322348931e+00
1.520094832816941732e+01,1.416969078394075598e+00
1.524821423493581918e+01,1.419594119000023857e+00
1.527940430257585547e+01,1.421130380857492215e+00
1.533588210528156637e+01,1.423543958677698562e+00
1.535786027698229361e+01,1.424353971906408001e+00
1.543389292736940099e+01,1.427493798355373489e+00
1.543631625138873176e+01,1.427585690419094000e+00
1.551477222579516990e+01,1.431424390541248481e+00
1.551507509542215857e+01,1.431443638033048416e+00
1.557576310427911892e+01,1.435393477710723342e+00
1.559322820020160805e+01,1.436724700482719275e+00
1.562101446009728534e+01,1.439343317388398269e+00
1.565164798299628224e+01,1.443293157066073196e+00
1.566861204179869560e+01,1.447242996743748122e+00
1.567131171582830440e+01,1.451192836421423049e+00
1.566018745711017246e+01,1.455142676099097976e+00
1.563657475062251478e+01,1.459092515776772681e+00
1.560269143481637144e+01,1.463042355454447829e+00
1.559322820020160805e+01,1.464011797463283138e+00
1.555762031305512316e+01,1.466992195132122534e+00
1.551477222579516990e+01,1.470712279034230852e+00
1.551193644655604942e+01,1.470942034809797461e+00
1.547759105117409995e+01,1.474891874487472387e+00
1.546344909486509600e+01,1.478841714165147092e+00
1.546798181103082293e+01,1.482791553842822019e+00
1.548529410797966932e+01,1.486741393520496946e+00
1.550884346786604517e+01,1.490691233198171872e+00
1.551477222579516990e+01,1.491679786096965721e+00
1.553123348519879876e+01,1.494641072875846799e+00
1.554542122747310984e+01,1.498590912553521726e+00
1.554403114328509616e+01,1.502540752231196652e+00
1.551477222579516990e+01,1.506490591908871579e+00
1.543631625138873176e+01,1.509266135646084139e+00
1.535786027698229361e+01,1.510426547013175025e+00
1.535553900314841869e+01,1.510440431586546284e+00
1.527940430257585369e+01,1.510762558804799482e+00
1.520094832816941910e+01,1.510912187444315213e+00
1.512249235376298273e+01,1.511091761700679825e+00
1.504403637935654281e+01,1.511476164925675603e+00
1.496558040495010644e+01,1.512270281280421624e+00
1.488712443054366830e+01,1.513817588680629322e+00
1.487018513886602022e+01,1.514390271264220988e+00
1.480866845613723015e+01,1.517087449630747820e+00
1.479147175461204000e+01,1.518340110941896137e+00
1.475321642935317712e+01,1.522289950619570842e+00
1.473021248173079201e+01,1.526155216880556997e+00
1.472983200191960940e+01,1.526239790297245991e+00
1.471759886031198050e+01,1.530189629974920695e+00
1.470912922781551302e+01,1.534139469652595622e+00
1.470118415217566721e+01,1.538089309330270549e+00
1.469019559279445275e+01,1.542039149007945475e+00
1.467220604829536157e+01,1.545988988685620402e+00
1.465175650732435741e+01,1.548838946970868102e+00
1.464311928344520908e+01,1.549938828363295329e+00
1.459908571366579011e+01,1.553888668040970256e+00
1.457330053291791927e+01,1.555662883303248423e+00
