R_km,M_sun
1.284245434676225628e+01,1.474598032495450628e+00
1.284416391982836636e+01,1.475041039023218703e+00
1.285789214885621057e+01,1.478853904345839076e+00
1.287053401772424266e+01,1.482666769668459672e+00
1.288086889093829335e+01,1.486479634991080268e+00
1.288672426636487067e+01,1.490292500313700641e+00
1.288520336870828942e+01,1.494105365636321237e+00
1.287308749373476502e+01,1.497918230958941610e+00
1.284680024504426044e+01,1.501731096281562206e+00
1.284245434676225628e+01,1.502152159435704126e+00
1.280447577567149864e+01,1.505543961604182801e+00
1.279653558203541053e+01,1.506089154473412961e+00
1.275336994915320687e+01,1.509356826926803175e+00
1.275061681730856833e+01,1.509542843043199412e+00
1.270905038863013559e+01,1.513169692249423992e+00
1.270469805258172435e+01,1.513563732097796821e+00
1.267680567221675503e+01,1.516982557572044144e+00
1.265877928785488393e+01,1.519661200968484227e+00
1.265285402068548670e+01,1.520795422894664739e+00
1.263719794623357373e+01,1.524608288217285335e+00
1.262460624874668902e+01,1.528421153539905486e+00
1.261286052312803996e+01,1.532215385791766860e+00
1.261280594013670964e+01,1.532234018862526082e+00
1.260022035682035479e+01,1.536046884185146677e+00
1.258355601172078941e+01,1.539859749507767273e+00
1.256694175840119598e+01,1.542773161953775896e+00
1.256138267352468318e+01,1.543672614830387646e+00
1.253436950180750920e+01,1.547485480153008242e+00
1.252102299367435378e+01,1.549196531693758594e+00
1.250528633669763323e+01,1.551298345475628615e+00
1.247639287869423086e+01,1.555111210798249433e+00
1.247510422894751159e+01,1.555279675285056840e+00
1.244967315652215945e+01,1.558924076120869806e+00
1.242918546422066939e+01,1.561574188040203648e+00
1.242018308735593735e+01,1.562736941443490180e+00
1.238438249173045058e+01,1.566549806766110775e+00
1.238326669949382541e+01,1.566650532910669469e+00
1.233734793476698144e+01,1.570021542178684948e+00
1.233112906648460694e+01,1.570362672088731149e+00
1.229142917004013924e+01,1.572205229433500717e+00
1.224551040531329704e+01,1.573694684514598929e+00
1.222750042001444015e+01,1.574175537411351744e+00
1.219959164058645484e+01,1.574894965300456029e+00
1.215367287585961265e+01,1.576040192850524324e+00
1.210775411113276689e+01,1.577232846214683848e+00
1.208148659224120181e+01,1.577988402733972340e+00
1.206183534640592470e+01,1.578616726268369241e+00
1.201591658167908250e+01,1.580243945721969023e+00
1.197323072567616187e+01,1.581801268056592713e+00
1.196999781695223675e+01,1.581938824536512911e+00
1.192407905222539455e+01,1.583904190056198535e+00
1.187983511488234889e+01,1.585614133379213087e+00
1.187816028749855235e+01,1.585688350792265444e+00
1.183224152277171015e+01,1.587497150770406762e+00
1.178632275804486795e+01,1.588906699894489627e+00
1.176438148347125079e+01,1.589426998701833682e+00
1.174040399331802398e+01,1.590038051083148218e+00
1.169448522859118000e+01,1.590890142077152181e+00
1.164856646386433781e+01,1.591472124654951914e+00
1.160264769913749561e+01,1.591885208569512322e+00
1.155672893441065341e+01,1.592222568193749410e+00
1.151081016968380943e+01,1.592563918607919238e+00
1.146489140495696546e+01,1.592969972034296466e+00
1.144101315772465455e+01,1.593239864024454278e+00
1.141897264023012326e+01,1.593528686191012067e+00
1.137305387550328106e+01,1.594280079142143425e+00
1.132713511077643709e+01,1.595140279557864194e+00
1.128121634604959311e+01,1.596061918759311471e+00
1.123529758132275091e+01,1.596994162569146836e+00
1.123238889896266457e+01,1.597052729347074651e+00
1.118937881659590694e+01,1.598074807647751783e+00
1.114346005186906652e+01,1.599086107182895899e+00
1.109754128714222254e+01,1.600001824758217950e+00
1.105162252241537857e+01,1.600811382589621079e+00
1.104800268402333252e+01,1.600865594669695247e+00
1.100570375768853637e+01,1.601617695556836196e+00
1.095978499296169417e+01,1.602241831925296456e+00
1.091386622823484842e+01,1.602661283755719923e+00
1.086794746350800800e+01,1.602889044670466223e+00
1.082202869878116402e+01,1.602962928687005295e+00
1.077610993405432183e+01,1.602933190701533839e+00
1.073019116932747963e+01,1.602844274259964896e+00
1.068427240460063565e+01,1.602718571614155429e+00
1.063835363987379345e+01,1.602546741254803120e+00
1.059243487514694948e+01,1.602286231467568101e+00
1.054651611042010728e+01,1.601867668988811610e+00
1.050059734569326508e+01,1.601206295317645578e+00
1.048431365625768663e+01,1.600865594669695247e+00
1.045467858096642111e+01,1.600302336865372377e+00
1.040875981623957713e+01,1.599093817280645702e+00
1.036284105151273494e+01,1.597470201402030776e+00
1.035301463978616354e+01,1.597052729347074873e+00
1.031692228678589274e+01,1.595584658508438558e+00
1.027100352205904876e+01,1.593307265000944772e+00
1.026974867784436363e+01,1.593239864024454056e+00
1.022508475733220656e+01,1.590916327849118739e+00
1.019914965373460980e+01,1.589426998701833682e+00
1.017916599260536259e+01,1.588342233160904726e+00
1.013324722787852039e+01,1.585718555968812282e+00
1.013139373746753513e+01,1.585614133379213087e+00
1.008732846315167819e+01,1.583388419625271215e+00
1.005637455502191102e+01,1.581801268056592935e+00
1.004140969842483422e+01,1.581137827432492537e+00
9.995490933697992020e+00,1.579162566010777979e+00
9.968247880255905358e+00,1.577988402733972340e+00
9.949572168971148045e+00,1.577309650105656935e+00
9.903653404244305847e+00,1.575638424116916347e+00
9.865635056800396541e+00,1.574175537411351744e+00
9.857734639517461872e+00,1.573917301625934240e+00
9.811815874790619674e+00,1.572358148386582055e+00
9.765897110063775699e+00,1.570609630259588885e+00
9.759840787638667692e+00,1.570362672088731149e+00
9.719978345336933501e+00,1.568937092969147962e+00
9.674059580610091302e+00,1.567043537739165382e+00
9.663204828784472511e+00,1.566549806766110553e+00
9.628140815883247328e+00,1.565100081853399994e+00
9.582222051156405129e+00,1.562865637036874755e+00
9.579804544471208771e+00,1.562736941443489957e+00
9.536303286429561155e+00,1.560560976436567104e+00
9.508087150060600123e+00,1.558924076120869806e+00
9.490384521702718956e+00,1.557936337600779098e+00
9.445498671759324338e+00,1.555111210798249211e+00
9.444465756975876758e+00,1.555047440252510071e+00
9.398546992249032783e+00,1.552043206653756613e+00
9.387866638228263838e+00,1.551298345475628615e+00
9.352628227522190585e+00,1.548861280391485185e+00
9.333356859173147058e+00,1.547485480153008019e+00
9.306709462795346610e+00,1.545569151523959128e+00
9.280420591939474662e+00,1.543672614830387646e+00
9.260790698068504412e+00,1.542215770250250584e+00
9.228570346761459930e+00,1.539859749507767273e+00
9.214871933341660437e+00,1.538799517221976165e+00
9.178560835896471204e+00,1.536046884185146677e+00
9.168953168614818239e+00,1.535248277598159961e+00
9.132045305954758163e+00,1.532234018862526082e+00
9.123034403887974264e+00,1.531396081664881725e+00
9.090644682505548246e+00,1.528421153539905708e+00
9.077115639161132066e+00,1.526961660550291811e+00
9.055030966123116087e+00,1.524608288217285335e+00
9.031196874434289867e+00,1.521594447259560168e+00
9.024746330610600609e+00,1.520795422894664739e+00
8.996791849882626479e+00,1.516982557572044144e+00
8.985278109707445893e+00,1.515308111003470959e+00
8.969959489113858098e+00,1.513169692249423770e+00
8.943048156457956921e+00,1.509356826926803175e+00
8.939359344980603694e+00,1.508862899041268024e+00
8.913262355901053979e+00,1.505543961604182801e+00
8.893440580253759720e+00,1.503021792643238097e+00
8.882725859858378925e+00,1.501731096281562206e+00
8.851206276910311033e+00,1.497918230958941610e+00
8.847521815526917521e+00,1.497465899612680840e+00
8.818521071295243985e+00,1.494105365636321237e+00
8.801603050800075323e+00,1.491988205324080941e+00
8.787194303393746964e+00,1.490292500313700641e+00
8.757128244245903304e+00,1.486479634991080268e+00
8.755684286073231348e+00,1.486289266098447026e+00
8.725803862123457932e+00,1.482666769668459672e+00
8.709765521346389150e+00,1.480612369745262225e+00
8.694780196561536556e+00,1.478853904345839076e+00
8.663846756619545175e+00,1.475137662601484045e+00
8.662974404572933551e+00,1.475041039023218703e+00
8.628177622280196246e+00,1.471228173700598330e+00
8.617927991892702977e+00,1.470090273935021674e+00
8.592388785283379349e+00,1.467415308377977734e+00
8.572009227165859002e+00,1.465220697254620674e+00
8.556632701536889485e+00,1.463602443055357138e+00
8.526090462439016804e+00,1.460208488117715753e+00
8.522348309913038378e+00,1.459789577732736765e+00
8.490185585947150670e+00,1.455976712410116169e+00
8.480171697712172829e+00,1.454673362598442488e+00
8.461320538118352275e+00,1.452163847087495796e+00
8.436274834652758514e+00,1.448350981764875200e+00
8.434252932985330631e+00,1.448009175525303727e+00
8.413741476330576674e+00,1.444538116442254605e+00
8.394960327005085432e+00,1.440725251119634232e+00
8.388334168258488432e+00,1.439128028681423643e+00
8.378742986537327297e+00,1.436912385797013636e+00
8.365171143132482001e+00,1.433099520474393263e+00
8.354446503627947607e+00,1.429286655151772667e+00
8.346014968014316082e+00,1.425473789829152071e+00
8.342415403531644458e+00,1.423469122199064962e+00
8.338820482508058518e+00,1.421660924506531698e+00
8.332130979720405506e+00,1.417848059183911325e+00
8.325398706904174162e+00,1.414035193861290729e+00
8.317695152147926763e+00,1.410222328538670133e+00
8.308511439230059636e+00,1.406409463216049982e+00
8.297963613049894605e+00,1.402596597893429164e+00
8.296496638804802259e+00,1.402130578235917024e+00
8.284780833719885607e+00,1.398783732570808791e+00
8.271382348816947783e+00,1.394970867248188195e+00
8.258973645014405562e+00,1.391158001925567600e+00
8.250577874077958285e+00,1.388214056544665231e+00
8.247717251284093720e+00,1.387345136602947226e+00
8.237361697849896913e+00,1.383532271280326409e+00
8.229901546012989400e+00,1.379719405957706257e+00
8.225495390343947832e+00,1.375906540635085662e+00
8.224202364196754544e+00,1.372093675312465288e+00
8.225918283571232337e+00,1.368280809989844693e+00
8.230265005883808271e+00,1.364467944667224319e+00
8.236497273683987430e+00,1.360655079344603724e+00
8.243492475432294242e+00,1.356842214021983128e+00
8.249859171243652867e+00,1.353029348699362755e+00
8.250577874077958285e+00,1.352346557058971888e+00
8.253613915578656091e+00,1.349216483376742159e+00
8.254455291174595644e+00,1.345403618054121786e+00
8.252073116142661036e+00,1.341590752731501190e+00
8.250577874077958285e+00,1.340429341968713217e+00
8.246246344540738349e+00,1.337777887408880595e+00
8.238727268907352297e+00,1.333965022086260221e+00
8.232921335200083846e+00,1.330152156763639404e+00
8.232636580299260487e+00,1.326339291441019252e+00
8.241958846695535357e+00,1.322526426118398657e+00
8.250577874077958285e+00,1.321034298434823118e+00
8.262526018625237612e+00,1.318713560795778283e+00
8.295649940300958036e+00,1.314900695473157688e+00
8.296496638804802259e+00,1.314826820840026667e+00
8.335602304287894171e+00,1.311087830150537537e+00
8.342415403531644458e+00,1.310520493342416826e+00
8.378624069923557016e+00,1.307274964827916719e+00
8.388334168258488432e+00,1.306438563189172841e+00
8.421992679232506163e+00,1.303462099505296123e+00
8.434252932985330631e+00,1.302413693303276165e+00
8.468994054440454278e+00,1.299649234182675750e+00
8.480171697712172829e+00,1.298837967003330762e+00
8.526090462439016804e+00,1.296123254101802846e+00
8.532471250407240859e+00,1.295836368860055154e+00
8.572009227165859002e+00,1.294249881587339335e+00
8.617927991892702977e+00,1.293035427621140654e+00
8.663846756619545175e+00,1.292262131569198447e+00
8.684322054868136576e+00,1.292023503537434781e+00
8.709765521346389150e+00,1.291715592788691858e+00
8.755684286073231348e+00,1.291252841364456838e+00
8.801603050800075323e+00,1.290765158137763047e+00
8.847521815526917521e+00,1.290133512212129130e+00
8.893440580253759720e+00,1.289249393277666522e+00
8.932507524639108354e+00,1.288210638214814185e+00
8.939359344980603694e+00,1.287980092850833369e+00
8.985278109707445893e+00,1.285993683557331124e+00
9.015670302278307346e+00,1.284397772892193590e+00
9.031196874434289867e+00,1.283374951672060060e+00
9.071146965336273738e+00,1.280584907569572994e+00
9.077115639161132066e+00,1.280094174157432541e+00
9.121503381076369266e+00,1.276772042246952621e+00
9.123034403887974264e+00,1.276648485950207634e+00
9.168953168614818239e+00,1.273786915549490306e+00
9.190570772782749032e+00,1.272959176924332247e+00
9.214871933341660437e+00,1.272040319959282906e+00
