M_sun,Lambda
1.192822802190802278e+00,1.932763867228379695e+03
1.191390248882681524e+00,1.928410118920207424e+03
1.189093294134078160e+00,1.919495436738584658e+03
1.186796339385474797e+00,1.908442689232655994e+03
1.186040584287584299e+00,1.904067953913966448e+03
1.184499384636871433e+00,1.895324300868664068e+03
1.182202429888268069e+00,1.879116098251631001e+03
1.181751113832534283e+00,1.875372040599552747e+03
1.179905475139664706e+00,1.857945068247888685e+03
1.178899094853399276e+00,1.846676127285139501e+03
1.177608520391061342e+00,1.827883562339983655e+03
1.177002244977947587e+00,1.817980213970726481e+03
1.175809755651060051e+00,1.789284300656312553e+03
1.175311565642457978e+00,1.768048771671676604e+03
1.175138745154011177e+00,1.760588387341899306e+03
1.174818606378239316e+00,1.731892474027485832e+03
1.174688849580760808e+00,1.703196560713072131e+03
1.174533848375093781e+00,1.674500647398659112e+03
1.174112504285552250e+00,1.645804734084245410e+03
1.173209641343314402e+00,1.617108820769832164e+03
1.173014610893854837e+00,1.613401186459987457e+03
1.171634281125548682e+00,1.588412907455418917e+03
1.170717656145251251e+00,1.576127144440923530e+03
1.169476125583766457e+00,1.559716994141005216e+03
1.168420701396648109e+00,1.547755497376510448e+03
1.166965533992228465e+00,1.531021080826591970e+03
1.166123746648044746e+00,1.521778274241698000e+03
1.164394929054510364e+00,1.502325167512178723e+03
1.163826791899441382e+00,1.495690689516496604e+03
1.161972790446818227e+00,1.473629254197765022e+03
1.161529837150838018e+00,1.467748372379501689e+03
1.159824350214009758e+00,1.444933340883351775e+03
1.159232882402234655e+00,1.435408329068795638e+03
1.158040732213672097e+00,1.416237427568938529e+03
1.156935927653631291e+00,1.392703546114311166e+03
1.156691870471133754e+00,1.387541514254525282e+03
1.155748865933174940e+00,1.358845600940111581e+03
1.155201664033455256e+00,1.330149687625698334e+03
1.154945146449489313e+00,1.301453774311284633e+03
1.154842480645106972e+00,1.272757860996871386e+03
1.154718197380258271e+00,1.244061947682458140e+03
1.154638972905027927e+00,1.237560725969977966e+03
1.154339191830669797e+00,1.215366034368044438e+03
1.153449842517651813e+00,1.186670121053631192e+03
1.152342018156424341e+00,1.166746860602095239e+03
1.151788037380489627e+00,1.157974207739217945e+03
1.150045063407821200e+00,1.139153930737948940e+03
1.149013825380572174e+00,1.129278294424804244e+03
1.147748108659217836e+00,1.119735408250529417e+03
1.145451153910614472e+00,1.103780463145679278e+03
1.144953621431425539e+00,1.100582381110390997e+03
1.143154199162011109e+00,1.090163810069760757e+03
1.140857244413407745e+00,1.076696414256718981e+03
1.140057466323195268e+00,1.071886467795977751e+03
1.138560289664804381e+00,1.062772805168621289e+03
1.136263334916201018e+00,1.046739767252687443e+03
1.135812236446707812e+00,1.043190554481564050e+03
1.133966380167597654e+00,1.026922480343279631e+03
1.132795961178731936e+00,1.014494641167150576e+03
1.131669425418994290e+00,1.000637758477826537e+03
1.130626878982994299e+00,9.857987278527374428e+02
1.129372470670391149e+00,9.656524353326208256e+02
1.128885614603034382e+00,9.571028145383240826e+02
1.127264971550829387e+00,9.284069012239104950e+02
1.127075515921787563e+00,9.253602515499387664e+02
1.125502766211206040e+00,8.997109879094973621e+02
1.124778561173184421e+00,8.895326309260784683e+02
1.123449060364076768e+00,8.710150745950837745e+02
1.122481606424581058e+00,8.595808848934758544e+02
1.121018604254390150e+00,8.423191612806703006e+02
1.120184651675977694e+00,8.336591156097299518e+02
1.118314130896803649e+00,8.136232479662568267e+02
1.117887696927374330e+00,8.093490567033665002e+02
1.115611905852987640e+00,7.849273346518435801e+02
1.115590742178770967e+00,7.846998316093452104e+02
1.113293787430167603e+00,7.579520258775785351e+02
1.113159300586688660e+00,7.562314213374301062e+02
1.111065545389231302e+00,7.275355080230166323e+02
1.110996832681564239e+00,7.264753711449152433e+02
1.109296970850262909e+00,6.988395947086033857e+02
1.108699877932960876e+00,6.873348628580586137e+02
1.107818876343892978e+00,6.701436813941899118e+02
1.106597254808358022e+00,6.414477680797764378e+02
1.106402923184357512e+00,6.359524705929688935e+02
1.105541816923441001e+00,6.127518547653631913e+02
1.104657265191561377e+00,5.840559414509497174e+02
1.104105968435754148e+00,5.632027475355633896e+02
1.103882265742762714e+00,5.553600281365362434e+02
1.103145366164056007e+00,5.266641148221227695e+02
1.102448912141618109e+00,4.979682015077095230e+02
1.101809013687150784e+00,4.717615929725242836e+02
1.101745992606474545e+00,4.692722881932959922e+02
1.100968228615204492e+00,4.405763748788825751e+02
1.100152518465487894e+00,4.118804615644692149e+02
1.099512058938547421e+00,3.905054215883137658e+02
1.099292957320863406e+00,3.831845482500558546e+02
1.098397108116752063e+00,3.544886349356423807e+02
1.097567078290715870e+00,3.257927216212290205e+02
1.097215104189944057e+00,3.116872241349584556e+02
1.096841398036543458e+00,2.970968083068156602e+02
1.096300277964899816e+00,2.684008949924021863e+02
1.096035648209209956e+00,2.397049816779888260e+02
1.096102347833100232e+00,2.110090683635753521e+02
1.096556198956411432e+00,1.823131550491619635e+02
1.097215104189944057e+00,1.612901668378598004e+02
1.097444577469058213e+00,1.536172417347486316e+02
1.098777239566746555e+00,1.249213284203351577e+02
1.099512058938547421e+00,1.135431652221380290e+02
1.100647541877032731e+00,9.622541510592179748e+01
1.101809013687150784e+00,8.241890753186854113e+01
1.103133757711188379e+00,6.752950179150832355e+01
1.104105968435754148e+00,5.837866699893231015e+01
1.106402923184357512e+00,3.883358847709496331e+01
1.108699877932960876e+00,2.248874284696539050e+01
1.110748827882824141e+00,1.013767516268160129e+01
1.110996832681564239e+00,8.719765710444406182e+00
1.113293787430167603e+00,0.000000000000000000e+00
1.115590742178770967e+00,0.000000000000000000e+00
1.116975447997702986e+00,0.000000000000000000e+00
1.117887696927374330e+00,0.000000000000000000e+00
1.120184651675977694e+00,0.000000000000000000e+00
1.122481606424581058e+00,0.000000000000000000e+00
1.124778561173184421e+00,0.000000000000000000e+00
1.127060259471003967e+00,0.000000000000000000e+00
1.127075515921787563e+00,0.000000000000000000e+00
1.129372470670391149e+00,0.000000000000000000e+00
1.131669425418994290e+00,0.000000000000000000e+00
1.133966380167597654e+00,0.000000000000000000e+00
1.136263334916201018e+00,0.000000000000000000e+00
1.138560289664804381e+00,0.000000000000000000e+00
1.140467091693629698e+00,0.000000000000000000e+00
1.140857244413407745e+00,0.000000000000000000e+00
1.143154199162011109e+00,0.000000000000000000e+00
1.145451153910614472e+00,0.000000000000000000e+00
1.147748108659217836e+00,0.000000000000000000e+00
1.150045063407821200e+00,0.000000000000000000e+00
1.151795105617299253e+00,0.000000000000000000e+00
1.152342018156424563e+00,0.000000000000000000e+00
1.154638972905027927e+00,0.000000000000000000e+00
1.156935927653631291e+00,0.000000000000000000e+00
1.159232882402234655e+00,0.000000000000000000e+00
1.161529837150838018e+00,0.000000000000000000e+00
1.163826791899441382e+00,0.000000000000000000e+00
1.165717999245739378e+00,0.000000000000000000e+00
1.166123746648044746e+00,0.000000000000000000e+00
1.168420701396648109e+00,0.000000000000000000e+00
1.170717656145251251e+00,0.000000000000000000e+00
1.173014610893854837e+00,0.000000000000000000e+00
1.175311565642457978e+00,0.000000000000000000e+00
1.177608520391061564e+00,0.000000000000000000e+00
1.179905475139664706e+00,0.000000000000000000e+00
1.182202429888268069e+00,0.000000000000000000e+00
1.184499384636871433e+00,0.000000000000000000e+00
1.186796339385474797e+00,0.000000000000000000e+00
1.189093294134078160e+00,0.000000000000000000e+00
1.191390248882681524e+00,0.000000000000000000e+00
1.193687203631284888e+00,0.000000000000000000e+00
1.195984158379888251e+00,0.000000000000000000e+00
1.197074308351670169e+00,0.000000000000000000e+00
1.198281113128491837e+00,0.000000000000000000e+00
1.200578067877094979e+00,0.000000000000000000e+00
1.202875022625698342e+00,0.000000000000000000e+00
1.205171977374301706e+00,0.000000000000000000e+00
1.207468932122905070e+00,0.000000000000000000e+00
1.209765886871508656e+00,0.000000000000000000e+00
1.212062841620111797e+00,0.000000000000000000e+00
1.214359796368714939e+00,0.000000000000000000e+00
1.216656751117318525e+00,0.000000000000000000e+00
1.218953705865921666e+00,0.000000000000000000e+00
1.221250660614525030e+00,0.000000000000000000e+00
1.223547615363128394e+00,0.000000000000000000e+00
1.225844570111731757e+00,0.000000000000000000e+00
1.228141524860335121e+00,0.000000000000000000e+00
1.230438479608938485e+00,0.000000000000000000e+00
1.232735434357541848e+00,0.000000000000000000e+00
1.235032389106145434e+00,0.000000000000000000e+00
1.237329343854748576e+00,0.000000000000000000e+00
1.239626298603351939e+00,0.000000000000000000e+00
1.241923253351955303e+00,0.000000000000000000e+00
1.243634397335307895e+00,0.000000000000000000e+00
1.244220208100558667e+00,0.000000000000000000e+00
