# m1_source_msun	m2_source_msun	lambda_1	lambda_2  (run IMRPhenomPv2NRT_lowSpin_posterior, z=0.0099)
1.513708e+00	1.228554e+00	5.754374e+01	1.101854e+03
1.560746e+00	1.193228e+00	7.032505e+02	6.536090e+00
1.676888e+00	1.115774e+00	1.335910e+01	5.664765e+02
1.487022e+00	1.249382e+00	1.363408e+02	1.731520e+02
1.513976e+00	1.228348e+00	2.960837e+02	6.834058e+02
1.496046e+00	1.242094e+00	1.521012e+02	3.041104e+02
1.501865e+00	1.237726e+00	2.521152e+02	3.898003e+02
1.441575e+00	1.287825e+00	2.962934e+02	7.100798e+01
1.495849e+00	1.242483e+00	3.868282e+02	2.248341e+02
1.572104e+00	1.184724e+00	1.304654e+02	1.982163e+02
1.363734e+00	1.360531e+00	3.827355e+02	2.327717e+02
1.517848e+00	1.225252e+00	3.097551e+01	1.224012e+03
1.522139e+00	1.221845e+00	3.683871e+02	1.763323e+02
1.370113e+00	1.354230e+00	3.141674e+01	1.056537e+03
1.591650e+00	1.171126e+00	6.726442e+01	2.966488e+02
1.412965e+00	1.313172e+00	4.035988e+01	2.742735e+02
1.380876e+00	1.343777e+00	1.019146e+03	3.561822e+00
1.450683e+00	1.279949e+00	3.404313e+00	1.215661e+03
1.677167e+00	1.115485e+00	9.041622e+01	2.485675e+02
1.565192e+00	1.189793e+00	1.107239e+01	3.147807e+02
1.366823e+00	1.357439e+00	1.579590e+02	1.507221e+03
1.434615e+00	1.293996e+00	6.028621e+02	5.674161e-01
1.514669e+00	1.227573e+00	9.553998e+01	2.963149e+02
1.471364e+00	1.262814e+00	9.501068e+02	1.476265e+03
1.406596e+00	1.319298e+00	4.451586e+02	7.793427e+02
1.431630e+00	1.296676e+00	1.983049e+02	9.817152e+02
1.435252e+00	1.293684e+00	1.478448e+03	5.672627e+00
1.377544e+00	1.347056e+00	9.910670e+01	1.162470e+03
1.509410e+00	1.231991e+00	3.701012e+02	8.769477e+02
1.509609e+00	1.231526e+00	2.491649e+02	7.270857e+02
1.572141e+00	1.184826e+00	2.247328e+01	1.420484e+03
1.393910e+00	1.331281e+00	3.643173e+02	1.663841e+02
1.391518e+00	1.333431e+00	1.094156e+03	3.249827e+02
1.466759e+00	1.266251e+00	9.043439e+01	1.445089e+03
1.638250e+00	1.139896e+00	8.335553e+01	4.138438e+02
1.506973e+00	1.233652e+00	1.140311e+02	5.210107e+02
1.614647e+00	1.155551e+00	5.182960e+01	6.396641e+02
1.463829e+00	1.268580e+00	2.842350e+02	9.379829e+00
1.411142e+00	1.315331e+00	5.847239e+02	1.338879e+03
1.565773e+00	1.189512e+00	2.060159e+02	1.170624e+02
1.501208e+00	1.238204e+00	1.067707e+02	5.330732e+02
1.389481e+00	1.335334e+00	4.547167e+02	5.622851e+02
1.657204e+00	1.127766e+00	5.067147e+01	2.396608e+02
1.680532e+00	1.113533e+00	5.886356e+02	3.598034e+01
1.436258e+00	1.292332e+00	2.874649e+02	3.817927e+01
1.403379e+00	1.322676e+00	1.890082e+02	1.899790e+03
1.409252e+00	1.316977e+00	7.229849e+02	4.487266e+02
1.391065e+00	1.334047e+00	1.627939e+02	9.943910e+02
1.398564e+00	1.326896e+00	4.236190e+02	1.354134e+03
1.525366e+00	1.219577e+00	2.005527e+02	6.263412e+02
1.463591e+00	1.268891e+00	3.646217e+02	8.246861e+02
1.445421e+00	1.284556e+00	1.293973e+02	3.059239e+02
1.463442e+00	1.269276e+00	9.531152e+02	1.871854e+02
1.459110e+00	1.272947e+00	4.020544e+02	2.564533e+02
1.389708e+00	1.335209e+00	1.073162e+03	1.348736e+02
1.486807e+00	1.249757e+00	1.401109e+02	5.086320e+02
1.454575e+00	1.276682e+00	3.824278e+02	5.681361e+01
1.378288e+00	1.346054e+00	6.964121e+02	5.375764e+02
1.548041e+00	1.202252e+00	1.750214e+02	1.695785e+01
1.531076e+00	1.215046e+00	2.444314e+02	3.198145e+02
1.569734e+00	1.186884e+00	2.991239e+02	2.198026e+03
1.569489e+00	1.186919e+00	5.036710e+02	3.064005e+02
1.461353e+00	1.270864e+00	2.406512e+02	9.584910e+02
1.404394e+00	1.321512e+00	1.323249e+03	8.713308e+01
1.453401e+00	1.277711e+00	7.585887e+02	1.618623e+02
1.455769e+00	1.275800e+00	1.055369e+02	1.415255e+03
1.447661e+00	1.282433e+00	4.502648e+02	2.487109e+01
1.497826e+00	1.240951e+00	3.216115e+02	1.660370e+03
1.541806e+00	1.206884e+00	9.653006e+01	3.092010e+01
1.408513e+00	1.317388e+00	3.027529e+02	6.384998e+01
1.569973e+00	1.186692e+00	4.346440e+02	1.187248e+03
1.613686e+00	1.155956e+00	2.886410e+01	1.533118e+02
1.504339e+00	1.235487e+00	3.820492e+02	1.150875e+02
1.604895e+00	1.162073e+00	3.554867e+02	2.988875e+02
1.485000e+00	1.251409e+00	4.067605e+02	1.390655e+03
1.491715e+00	1.245852e+00	1.530758e+02	1.120780e+03
1.365826e+00	1.358332e+00	1.935040e+02	1.762533e+02
1.493680e+00	1.244231e+00	3.882882e+02	4.620839e+02
1.555818e+00	1.196665e+00	5.145361e+01	6.699554e+02
1.460492e+00	1.271594e+00	5.216860e+02	9.997553e+02
1.429504e+00	1.298657e+00	4.299861e+02	4.060430e+02
1.577001e+00	1.181427e+00	1.609403e+02	3.194262e+02
1.455897e+00	1.275625e+00	6.309781e+02	1.309287e+03
1.688641e+00	1.108631e+00	8.733176e+01	8.503156e+02
1.437456e+00	1.291749e+00	4.783286e+01	2.001228e+03
1.616851e+00	1.154206e+00	2.149901e+02	7.204109e+02
1.556288e+00	1.196137e+00	2.647290e+02	4.985938e+01
1.485433e+00	1.250676e+00	2.893657e+02	1.237265e+02
1.475068e+00	1.259315e+00	3.262835e+02	6.693637e+02
1.552276e+00	1.199204e+00	2.432447e+02	5.266069e+01
1.503261e+00	1.236830e+00	1.736999e+02	2.059261e+03
1.393583e+00	1.331609e+00	1.001206e+02	8.492130e+02
1.512760e+00	1.228936e+00	4.500082e+02	2.631645e+02
1.463763e+00	1.269117e+00	5.223231e+02	1.532336e+03
1.598543e+00	1.166844e+00	8.843601e+02	9.031936e+00
1.463717e+00	1.268869e+00	2.395996e+02	1.774094e+02
1.425369e+00	1.302361e+00	1.589340e+02	4.391186e+02
1.473134e+00	1.260957e+00	1.968664e+02	1.101450e+03
1.365002e+00	1.359194e+00	4.876434e+02	3.930231e+02
1.657471e+00	1.127877e+00	3.655080e+02	1.022257e+03
1.561723e+00	1.192325e+00	4.769071e+02	2.800520e+02
1.497190e+00	1.241543e+00	9.446738e+01	8.043065e+02
1.510890e+00	1.230639e+00	3.118863e+02	5.869129e+02
1.440691e+00	1.288586e+00	3.125656e+02	3.330874e+02
1.364425e+00	1.359989e+00	5.235734e+02	6.414798e+02
1.516637e+00	1.226304e+00	4.059259e+01	7.123198e+02
1.414447e+00	1.312248e+00	3.505871e+02	7.569124e+02
1.548748e+00	1.202136e+00	6.606286e+02	1.146745e+03
1.551014e+00	1.200098e+00	1.583517e+02	3.208871e+02
1.459766e+00	1.272285e+00	4.455976e+02	7.790897e+02
1.385799e+00	1.338761e+00	2.307104e+02	2.437064e+02
1.509783e+00	1.231726e+00	2.180262e+00	2.097274e+03
1.460876e+00	1.271346e+00	8.331562e+01	1.340856e+03
1.583482e+00	1.176935e+00	2.667551e+02	4.592613e+02
1.502298e+00	1.237286e+00	2.432793e+02	5.913161e+02
1.556711e+00	1.196008e+00	2.898617e+02	8.506154e+01
1.488999e+00	1.248128e+00	2.506258e+02	1.536344e+03
1.713219e+00	1.093987e+00	5.670788e+01	1.130392e+03
1.634420e+00	1.142480e+00	5.305409e+01	9.710049e+02
1.474803e+00	1.259505e+00	3.219051e+02	3.157340e+02
1.392535e+00	1.332516e+00	4.945946e+02	1.129096e+02
1.426543e+00	1.301148e+00	7.151271e+02	5.170200e+02
1.446090e+00	1.283790e+00	4.125383e+02	1.860628e+01
1.372260e+00	1.351894e+00	1.609493e+02	3.418715e+02
1.372280e+00	1.351705e+00	1.601626e+02	7.345687e+01
1.464092e+00	1.268463e+00	4.963559e+01	7.421433e+02
1.362519e+00	1.361916e+00	1.311047e+03	2.293207e+02
1.600725e+00	1.164906e+00	1.579391e+02	1.249542e+03
1.511444e+00	1.229973e+00	1.976480e+02	2.316306e+02
1.408945e+00	1.317088e+00	4.268669e+02	3.152280e+01
1.426667e+00	1.301043e+00	9.429796e+01	4.651932e+02
1.445714e+00	1.284248e+00	2.807952e+02	5.176620e+01
1.544459e+00	1.205129e+00	5.786004e+02	7.298636e+02
1.536845e+00	1.210861e+00	3.112393e+02	1.093474e+03
1.569294e+00	1.186815e+00	1.206647e+02	1.154088e+02
1.442420e+00	1.287165e+00	4.492575e+01	1.007013e+03
1.425649e+00	1.302086e+00	7.557961e+02	5.465686e+02
1.433632e+00	1.294849e+00	1.120082e+03	3.027143e+02
1.421070e+00	1.305838e+00	7.734469e+01	1.741380e+02
1.504478e+00	1.235771e+00	2.968528e+02	1.895774e+02
1.714088e+00	1.093427e+00	1.664452e+02	2.079841e+02
1.563698e+00	1.190813e+00	1.454917e+02	4.058773e+02
1.551767e+00	1.199778e+00	3.361616e+02	6.679272e+02
1.414840e+00	1.311853e+00	2.385482e+01	1.148536e+03
1.469520e+00	1.264058e+00	4.205292e+02	1.768673e+03
1.604738e+00	1.162408e+00	2.797635e+02	4.004044e+02
1.443538e+00	1.286169e+00	6.529580e+02	5.588256e+02
1.464462e+00	1.268312e+00	1.278361e+03	1.663119e+00
1.419555e+00	1.307382e+00	2.137167e+02	8.747615e+01
1.433288e+00	1.295173e+00	6.619818e+01	6.552354e+02
1.442223e+00	1.287142e+00	1.096746e+02	1.077851e+02
1.544723e+00	1.204980e+00	2.432569e+02	1.426951e+03
1.412546e+00	1.313895e+00	7.500815e+02	1.256850e+02
1.558095e+00	1.195371e+00	8.980026e+02	5.859663e+02
1.540219e+00	1.208375e+00	1.700877e+01	2.284539e+03
1.593936e+00	1.169581e+00	1.909163e+02	2.523253e+02
1.384349e+00	1.340120e+00	1.708067e+01	1.383869e+03
1.388434e+00	1.336542e+00	2.964968e+02	3.983548e+02
1.471260e+00	1.262596e+00	1.020877e+02	9.120782e+02
1.367693e+00	1.356718e+00	9.977398e+02	5.493125e+02
1.419072e+00	1.307986e+00	8.059590e+02	2.300251e+02
1.381375e+00	1.343035e+00	6.482303e+02	4.186562e+01
1.413358e+00	1.313372e+00	4.101828e+02	1.301046e+03
1.499286e+00	1.239842e+00	3.502584e+02	4.928588e+01
1.594605e+00	1.169343e+00	5.502533e+02	4.089750e+02
1.472479e+00	1.261397e+00	1.560854e+02	3.405400e+02
1.396472e+00	1.328686e+00	4.396917e+01	4.339927e+02
1.587560e+00	1.173844e+00	8.986352e+01	3.215360e+02
1.558902e+00	1.194440e+00	2.307369e+02	2.055454e+02
1.407161e+00	1.318837e+00	1.661325e+02	5.083071e+02
1.435641e+00	1.293204e+00	8.140333e+02	1.269095e+03
1.365048e+00	1.359122e+00	2.968908e+02	1.940495e+02
1.448270e+00	1.282149e+00	1.065038e+03	6.244395e+00
1.409368e+00	1.316649e+00	3.045142e+02	2.021612e+02
1.670698e+00	1.119522e+00	1.928969e+02	1.136251e+03
1.494389e+00	1.243715e+00	3.155657e+02	4.580192e+02
1.476465e+00	1.258181e+00	2.158953e+02	2.545283e+02
1.374980e+00	1.349682e+00	6.142102e+02	4.086991e+02
1.572609e+00	1.184796e+00	3.041533e+02	1.433302e+03
1.439099e+00	1.290256e+00	2.565980e+02	2.260537e+03
1.502510e+00	1.237190e+00	6.991923e+01	4.864389e+02
1.573276e+00	1.184150e+00	3.154201e+02	1.332363e+02
1.597941e+00	1.166939e+00	2.411001e+01	6.738003e+02
1.507389e+00	1.233192e+00	2.266574e+02	1.756032e+02
1.399609e+00	1.326021e+00	1.392204e+02	1.219763e+03
1.370981e+00	1.353203e+00	4.189864e+02	5.713973e+02
1.461825e+00	1.270389e+00	1.503015e+02	4.154443e+02
1.451636e+00	1.278941e+00	1.608564e+02	8.267352e+02
1.446358e+00	1.283634e+00	4.759345e+02	4.479332e+02
1.439967e+00	1.289193e+00	1.526950e+02	1.775411e+03
1.394539e+00	1.330644e+00	8.437103e+02	3.441202e+02
1.443629e+00	1.286305e+00	3.528920e+02	1.835380e+02
1.527090e+00	1.217876e+00	1.314843e+02	1.398788e+02
1.479471e+00	1.256034e+00	1.104809e+03	3.575370e+02
1.474300e+00	1.260041e+00	6.817594e+01	4.596907e+02
1.404256e+00	1.321454e+00	3.831699e+02	1.939868e+02
1.469241e+00	1.264348e+00	1.989184e+01	6.356920e+02
1.452370e+00	1.278627e+00	1.001827e+03	2.120960e+02
1.575465e+00	1.182509e+00	2.082961e+02	1.912039e+02
1.371494e+00	1.352837e+00	3.976559e+02	1.884967e+02
1.522465e+00	1.221760e+00	9.230607e+01	1.800234e+03
1.514946e+00	1.227440e+00	4.006715e+01	1.251873e+03
1.426051e+00	1.301675e+00	1.003778e+02	9.703636e+02
1.579703e+00	1.179590e+00	8.025245e+01	3.453287e+02
1.453402e+00	1.277802e+00	4.188754e+02	1.318140e+03
1.408030e+00	1.317945e+00	2.418962e+02	1.035639e+03
1.453303e+00	1.277753e+00	8.474618e+02	3.850851e+02
1.467088e+00	1.266074e+00	8.879088e+02	7.692107e+01
1.380714e+00	1.343900e+00	6.724015e+01	7.250392e+02
1.546955e+00	1.203347e+00	4.264371e+02	1.157201e+03
1.406629e+00	1.319369e+00	8.457540e+02	6.943292e+02
1.517056e+00	1.225665e+00	5.834113e+00	5.222493e+02
1.573691e+00	1.183640e+00	8.375302e+01	2.240663e+02
1.632059e+00	1.144210e+00	2.840988e+02	8.624473e+02
1.495953e+00	1.242498e+00	6.221179e+01	3.980302e+02
1.434797e+00	1.293962e+00	2.149837e+02	1.336010e+03
1.431640e+00	1.296312e+00	5.266684e+00	4.289284e+02
1.431562e+00	1.296806e+00	2.536763e+02	8.776821e+02
1.402385e+00	1.323421e+00	1.158380e+03	6.485333e+02
1.466507e+00	1.266483e+00	1.652946e+02	2.206599e+02
1.364132e+00	1.360012e+00	3.444415e+02	1.086540e+02
1.617452e+00	1.153540e+00	8.578389e+01	1.771015e+02
1.447487e+00	1.282776e+00	3.147253e+02	6.675391e+02
1.470001e+00	1.263925e+00	6.663890e+02	6.953499e+02
1.475852e+00	1.258792e+00	1.019515e+02	9.375051e+02
1.421705e+00	1.305525e+00	7.664392e+02	4.015610e+02
1.568034e+00	1.187898e+00	1.694749e+02	1.705970e+02
1.530566e+00	1.215367e+00	1.676129e+02	1.920493e+02
1.470129e+00	1.263479e+00	7.496034e+02	2.507023e+02
1.449807e+00	1.280813e+00	1.047655e+03	6.344468e+02
1.431371e+00	1.296932e+00	6.169864e+02	3.464403e+02
1.377218e+00	1.347548e+00	6.317558e+02	2.134202e+03
1.400914e+00	1.324754e+00	7.852332e+02	9.530031e+02
1.404610e+00	1.321183e+00	4.428232e+02	1.156858e+02
1.384009e+00	1.340776e+00	2.835801e+02	1.433375e+03
1.472014e+00	1.261994e+00	9.175431e+01	1.424256e+03
1.517758e+00	1.225195e+00	1.376079e+02	6.969135e+02
1.645006e+00	1.135782e+00	6.534578e+02	3.277304e+02
1.578039e+00	1.180660e+00	1.675192e+02	4.483406e+02
1.379905e+00	1.344834e+00	1.163215e+02	1.149404e+03
1.559488e+00	1.193943e+00	1.000912e+02	2.993229e+02
1.375394e+00	1.349101e+00	1.200737e+03	1.423708e+02
1.386396e+00	1.338751e+00	6.851193e+02	1.634192e+03
1.465556e+00	1.267421e+00	7.882146e+02	1.229370e+03
1.567166e+00	1.188517e+00	6.388343e+02	1.401293e+03
1.445506e+00	1.284281e+00	1.892252e+02	4.386515e+02
1.422102e+00	1.305137e+00	1.974167e+02	3.200270e+02
1.494120e+00	1.243776e+00	3.404503e+02	2.066762e+02
1.627929e+00	1.146731e+00	8.652782e+01	2.833176e+02
1.483044e+00	1.252563e+00	2.083327e+02	9.649986e-01
1.391594e+00	1.333438e+00	2.529672e+02	3.641282e+02
1.574329e+00	1.183490e+00	3.214651e+02	9.764474e+01
1.465526e+00	1.267147e+00	1.222411e+02	4.301661e+02
1.527691e+00	1.217515e+00	7.975502e+00	9.508863e+02
1.607445e+00	1.160553e+00	6.356367e+02	5.235306e+02
1.369558e+00	1.354501e+00	2.462278e+02	8.252948e+01
1.439218e+00	1.290165e+00	7.932009e+02	1.077952e+03
1.368405e+00	1.355833e+00	3.707140e+01	3.377810e+02
1.510632e+00	1.230977e+00	3.688420e+01	3.511176e+03
1.560866e+00	1.193017e+00	3.631321e+02	6.328786e+02
1.399814e+00	1.325988e+00	2.847237e+03	4.508632e+01
1.421094e+00	1.306134e+00	4.902328e+02	1.227653e+02
1.735948e+00	1.080819e+00	1.617759e+02	2.081451e+02
1.504418e+00	1.236018e+00	1.562839e+02	1.997751e+03
1.502408e+00	1.237396e+00	3.957409e+01	1.161076e+03
1.550385e+00	1.200375e+00	1.422295e+02	3.412937e+01
1.475686e+00	1.258836e+00	7.210861e+02	3.867354e+02
1.700937e+00	1.101187e+00	3.811569e+01	8.577473e+02
1.713211e+00	1.093938e+00	7.692696e+01	2.827705e+02
1.569676e+00	1.186657e+00	7.075764e+02	6.341554e+02
1.480871e+00	1.254677e+00	1.640293e+02	8.821867e+02
1.399770e+00	1.325561e+00	5.107301e+01	3.588922e+02
1.449472e+00	1.281059e+00	4.774146e+01	8.623537e+02
1.411098e+00	1.314842e+00	1.286972e+02	3.352499e+01
1.363027e+00	1.361526e+00	1.554560e+03	2.240921e+02
1.389969e+00	1.334995e+00	6.447010e+02	4.281373e+02
1.554569e+00	1.197663e+00	6.053693e+02	8.474951e+01
1.428357e+00	1.299512e+00	6.033067e+01	8.650949e+02
1.574247e+00	1.183433e+00	1.542590e+02	1.838695e+02
1.579415e+00	1.180001e+00	4.422628e+02	3.095628e+03
1.520808e+00	1.222875e+00	9.312428e+01	5.621418e+02
1.429611e+00	1.298625e+00	4.341611e+02	1.184683e+02
1.434178e+00	1.294282e+00	5.630257e+01	1.174677e+03
1.484828e+00	1.251441e+00	5.179959e+01	7.342846e+02
1.415963e+00	1.310784e+00	3.585646e+02	8.680741e+02
1.550467e+00	1.200501e+00	5.827107e+02	1.706176e+02
1.436397e+00	1.292333e+00	3.367573e+02	9.514682e+01
1.456748e+00	1.274853e+00	5.440737e+02	5.538072e+02
1.426157e+00	1.301475e+00	3.692221e+02	2.363212e+02
1.373745e+00	1.350584e+00	2.880810e+02	1.163032e+02
1.544153e+00	1.205424e+00	9.807222e+02	2.655339e+02
1.385817e+00	1.338991e+00	5.982589e+02	4.269849e+02
1.405403e+00	1.320368e+00	5.189577e+02	1.469219e+02
1.603081e+00	1.163257e+00	2.048867e+02	1.057268e+02
1.385212e+00	1.339969e+00	1.686269e+03	1.161312e+03
1.514942e+00	1.227307e+00	3.209654e+01	2.210879e+02
1.571358e+00	1.185497e+00	3.882423e+01	7.623360e+02
1.644622e+00	1.135879e+00	2.002736e+02	1.654306e+01
1.687063e+00	1.109495e+00	5.200292e+01	4.719710e+02
1.477157e+00	1.257916e+00	6.389583e+02	6.403867e+02
1.498233e+00	1.240316e+00	1.893022e+02	2.817920e+02
1.509117e+00	1.232104e+00	7.424899e+01	1.514996e+03
1.420521e+00	1.306623e+00	5.576175e+01	6.924413e+02
1.566484e+00	1.189018e+00	2.318108e+02	3.427200e+02
1.364778e+00	1.359450e+00	2.287156e+02	6.039861e+02
1.384627e+00	1.339841e+00	3.089757e+02	3.255477e+02
1.463468e+00	1.269278e+00	4.343673e+02	7.961672e+01
1.421256e+00	1.306078e+00	9.127352e+02	2.665427e+02
1.422610e+00	1.304672e+00	3.503547e+02	3.195505e+02
1.425567e+00	1.302089e+00	5.041685e+02	7.323677e+02
1.378852e+00	1.345589e+00	4.119626e+02	4.261728e+01
1.429523e+00	1.298601e+00	3.161887e+02	6.599068e+01
1.710733e+00	1.095424e+00	5.852082e+01	8.972127e+02
1.537290e+00	1.210588e+00	5.471573e+02	6.499816e+02
1.403970e+00	1.321784e+00	6.510872e+02	5.898913e+02
1.593779e+00	1.169647e+00	8.685856e+01	3.998341e+02
1.527972e+00	1.217433e+00	3.572482e+02	8.867932e+02
1.434221e+00	1.294182e+00	4.753566e+02	4.585193e+01
1.614218e+00	1.155874e+00	1.077588e+02	5.164269e+02
1.452903e+00	1.278074e+00	1.299891e+02	4.525243e+02
1.407253e+00	1.318813e+00	1.144619e+03	2.093792e+02
1.557142e+00	1.195674e+00	1.717699e+02	1.224311e+03
1.497636e+00	1.240928e+00	5.581593e+01	1.118774e+02
1.529725e+00	1.216137e+00	2.572878e+02	7.848445e+01
1.603871e+00	1.162753e+00	2.137826e+02	1.878068e+02
1.415355e+00	1.311362e+00	4.866172e+02	1.115836e+03
1.696759e+00	1.103691e+00	1.481801e+02	4.123310e+02
1.402455e+00	1.323056e+00	5.945271e+02	9.007159e+02
1.362729e+00	1.361590e+00	1.745699e+02	8.002653e+02
1.431412e+00	1.296792e+00	5.551619e+01	3.367744e+02
1.507097e+00	1.233462e+00	1.831876e+02	4.029120e+02
1.504991e+00	1.235291e+00	8.178848e+02	1.040189e+02
1.391600e+00	1.333378e+00	1.581937e+02	2.958599e+02
1.410369e+00	1.316050e+00	1.046172e+03	1.009779e+02
1.453792e+00	1.277198e+00	4.641252e+02	3.646730e+02
1.575354e+00	1.182539e+00	6.712510e+01	9.144067e+01
1.380957e+00	1.343767e+00	9.281846e+02	5.838138e+02
1.502458e+00	1.237044e+00	9.515247e+01	3.134673e+02
1.510433e+00	1.231032e+00	1.643719e+02	1.294009e+03
1.586931e+00	1.174460e+00	2.773475e+02	3.223665e+01
1.381917e+00	1.342753e+00	1.220237e+03	5.546609e+00
1.421521e+00	1.305628e+00	6.527936e+02	5.959596e+02
1.577508e+00	1.181060e+00	2.561466e+02	5.659446e+01
1.431380e+00	1.296932e+00	1.280507e+03	1.850606e+02
1.439276e+00	1.289924e+00	2.210931e+02	8.312827e+02
1.462346e+00	1.269732e+00	2.308660e+02	1.711445e+02
1.403589e+00	1.321877e+00	4.357055e+02	1.368009e+02
1.469297e+00	1.263992e+00	1.751571e+02	1.738817e+02
1.456566e+00	1.275047e+00	1.113718e+03	3.961581e+02
1.556859e+00	1.195739e+00	1.596700e+00	4.297351e+02
1.444570e+00	1.285161e+00	1.738742e+02	8.674181e+02
1.419363e+00	1.307923e+00	8.039263e+02	1.122915e+03
1.415973e+00	1.311180e+00	1.639927e+03	6.937063e+02
1.420317e+00	1.306991e+00	1.167095e+03	2.387768e+02
1.490887e+00	1.246214e+00	2.324905e+02	9.861480e+01
1.645850e+00	1.135428e+00	4.969068e+02	1.594137e+03
1.399635e+00	1.325943e+00	3.205516e+02	1.656224e+03
1.505606e+00	1.234612e+00	2.231022e+02	9.616311e+01
1.363167e+00	1.361214e+00	5.138297e+02	5.285243e+02
1.491974e+00	1.245459e+00	2.810820e+02	1.593770e+02
1.389680e+00	1.335606e+00	9.622521e+02	2.239940e+01
1.377705e+00	1.346535e+00	2.505994e+01	2.370503e+02
1.382424e+00	1.342228e+00	6.918003e+02	2.880588e+02
1.544513e+00	1.204931e+00	3.308064e+01	7.463077e+02
1.484961e+00	1.251185e+00	1.799633e+01	3.473196e+02
1.363198e+00	1.361026e+00	2.378777e+02	2.184116e+02
1.518481e+00	1.224844e+00	3.818631e+02	1.619584e+03
1.419688e+00	1.307456e+00	7.296295e+02	2.879968e+02
1.469508e+00	1.263878e+00	1.579321e+02	1.018629e+03
1.603765e+00	1.162897e+00	1.173917e+02	3.432745e+02
1.513768e+00	1.228440e+00	1.902933e+02	1.414780e+03
1.468371e+00	1.265110e+00	5.029174e+02	1.999793e+02
1.562002e+00	1.191979e+00	8.920376e+01	1.429949e+02
1.603320e+00	1.163256e+00	1.167787e+02	3.565613e+02
1.380134e+00	1.344593e+00	8.961636e+02	3.480662e+02
1.429051e+00	1.299175e+00	1.382192e+03	7.686631e+01
1.368572e+00	1.355507e+00	1.108796e+03	3.670228e+01
1.363693e+00	1.360707e+00	1.593710e+03	9.500689e+00
1.443372e+00	1.286364e+00	9.793601e+02	2.096459e+02
1.385319e+00	1.339368e+00	7.273277e+02	3.454369e+02
1.464927e+00	1.267987e+00	1.037324e+03	2.166341e+02
1.545866e+00	1.204025e+00	1.251098e+02	5.411272e+02
1.515254e+00	1.227389e+00	5.344927e+02	1.156494e+03
1.437247e+00	1.291910e+00	7.355718e+02	2.748617e+02
1.446571e+00	1.283471e+00	8.732583e+01	3.190041e+02
1.419195e+00	1.307889e+00	3.200910e+02	2.694078e+02
1.468543e+00	1.264941e+00	4.853590e+02	1.402485e+02
1.467437e+00	1.265883e+00	6.328101e+01	1.056570e+03
1.472699e+00	1.261406e+00	7.261178e+02	7.884224e+02
1.576469e+00	1.182066e+00	1.006119e+03	2.046862e+02
1.391083e+00	1.334087e+00	4.183338e+02	7.624402e+02
1.544357e+00	1.205016e+00	2.776233e+02	6.293115e+02
1.687136e+00	1.109282e+00	3.795753e+01	3.187472e+02
1.523989e+00	1.220465e+00	4.731358e+02	4.311279e+02
1.449734e+00	1.280797e+00	5.828531e+02	4.455110e+02
1.482696e+00	1.253042e+00	1.932766e+02	4.521284e+02
1.585924e+00	1.175294e+00	1.035883e+02	6.598774e+02
1.448942e+00	1.281613e+00	1.057415e+03	2.203293e+02
1.517072e+00	1.225746e+00	5.540037e+02	1.135384e+02
1.391171e+00	1.333895e+00	1.140415e+03	3.387944e+02
1.424070e+00	1.303499e+00	2.940521e+02	2.584241e+02
1.448432e+00	1.281870e+00	1.804773e+02	5.306599e+02
1.437730e+00	1.291324e+00	6.137861e+02	7.054891e+02
1.383256e+00	1.341412e+00	3.711977e+02	6.580285e+02
1.457014e+00	1.274520e+00	5.626549e+02	2.364483e+02
1.584077e+00	1.176380e+00	1.149265e+02	7.685466e+01
1.608079e+00	1.160208e+00	2.884197e+02	8.399543e+02
1.403266e+00	1.322504e+00	3.049709e+02	5.228120e+01
1.373121e+00	1.351270e+00	3.694679e+00	7.806796e+02
1.496779e+00	1.241529e+00	2.799655e+01	5.099957e+02
1.530447e+00	1.215398e+00	2.189282e+02	1.585243e+02
1.445993e+00	1.283921e+00	1.549161e+02	1.703439e+02
1.404097e+00	1.321482e+00	1.205873e+02	3.546194e+02
1.384646e+00	1.339948e+00	6.452143e+02	5.631618e+02
1.453708e+00	1.277425e+00	2.228543e+02	1.485598e+02
1.427877e+00	1.299987e+00	2.071396e+02	1.825602e+01
1.381404e+00	1.343232e+00	4.975062e+02	1.075633e+02
1.394821e+00	1.330522e+00	1.944857e+02	9.588517e+02
1.607335e+00	1.160482e+00	1.763411e+02	1.783127e+02
1.478790e+00	1.255977e+00	2.356023e+02	1.367625e+01
1.463254e+00	1.269101e+00	7.776771e+01	2.258540e+02
1.472317e+00	1.261749e+00	2.601988e+02	4.093426e+02
1.413612e+00	1.312653e+00	1.846185e+01	4.748185e+02
1.367909e+00	1.356350e+00	1.721669e+02	1.552586e+02
1.371778e+00	1.352581e+00	3.529586e+02	1.336676e+03
1.490273e+00	1.246773e+00	1.445293e+02	1.394065e+02
1.410060e+00	1.316178e+00	1.107994e+02	4.300778e+02
1.540496e+00	1.208194e+00	2.508262e+02	1.000283e+03
1.403654e+00	1.321708e+00	3.601644e+01	3.614272e+02
1.373454e+00	1.351162e+00	1.121245e+03	2.168731e+02
1.470446e+00	1.263230e+00	1.210650e+02	3.311701e+02
1.591979e+00	1.170923e+00	3.464940e+01	4.975244e+02
1.552788e+00	1.199109e+00	1.240555e+02	9.310026e+02
1.552678e+00	1.199021e+00	8.963139e+02	2.486046e+02
1.472542e+00	1.261338e+00	3.611608e+00	3.677604e+02
