# m1_source_msun	m2_source_msun	lambda_1	lambda_2  (run IMRPhenomPv2NRT_lowSpin_posterior, z=0.0099)
1.622163e+00	1.150448e+00	1.670035e+01	7.828446e+02
1.486286e+00	1.250528e+00	1.610362e+03	1.112164e+03
1.593281e+00	1.170046e+00	2.435714e+02	7.622455e+02
1.386169e+00	1.338795e+00	1.404959e+03	1.710029e+02
1.628974e+00	1.145991e+00	6.059573e+01	6.133343e+02
1.527358e+00	1.218005e+00	1.647467e+02	7.074291e+02
1.387161e+00	1.337721e+00	7.216349e+02	6.910487e+02
1.455974e+00	1.275556e+00	6.704087e+02	5.346962e+02
1.429846e+00	1.298471e+00	1.479547e+03	3.383955e+01
1.375900e+00	1.348583e+00	8.744943e+01	6.391232e+02
1.496467e+00	1.241968e+00	2.277712e+02	2.285831e+02
1.366381e+00	1.358035e+00	9.252721e+02	3.393426e+02
1.398069e+00	1.327202e+00	4.367215e+02	8.099557e+00
1.401659e+00	1.324239e+00	1.659147e+02	1.781293e+03
1.418639e+00	1.307909e+00	1.880003e+01	4.308956e+02
1.501288e+00	1.238490e+00	6.791803e+02	1.935411e+03
1.453423e+00	1.277789e+00	1.333514e+03	4.231482e+02
1.381353e+00	1.343368e+00	1.394791e+03	2.763818e+02
1.372631e+00	1.351551e+00	5.536559e+02	1.158581e+02
1.467362e+00	1.265949e+00	2.785126e+02	3.762619e+02
1.525534e+00	1.219391e+00	2.601852e+02	2.483309e+02
1.530388e+00	1.215534e+00	4.539837e+02	9.937374e+01
1.458636e+00	1.273225e+00	2.584436e+01	1.533270e+03
1.375055e+00	1.349305e+00	6.753772e+02	5.264545e+02
1.459776e+00	1.272160e+00	2.382669e+02	4.094396e+02
1.492897e+00	1.245040e+00	5.191908e+02	6.625450e+02
1.532643e+00	1.213587e+00	2.008060e+02	1.414693e+02
1.599459e+00	1.165852e+00	1.948439e+02	1.389211e+03
1.439140e+00	1.290018e+00	1.180822e+02	5.982912e+02
1.484336e+00	1.252001e+00	1.577228e+02	5.210109e+02
1.547698e+00	1.202689e+00	1.007651e+02	9.435357e+02
1.553620e+00	1.198408e+00	2.713019e+02	4.924690e+02
1.496193e+00	1.242268e+00	2.152853e+02	1.207503e+03
1.514693e+00	1.227929e+00	9.346444e+01	9.476281e+02
1.439164e+00	1.289911e+00	1.094056e+02	3.812218e+02
1.418172e+00	1.308869e+00	3.001184e+02	1.011674e+03
1.490988e+00	1.246621e+00	4.629253e+02	1.337316e+03
1.449737e+00	1.280819e+00	4.807195e+01	1.351600e+03
1.593517e+00	1.169806e+00	6.097120e+01	3.454439e+02
1.507393e+00	1.233285e+00	1.668511e+02	3.432524e+02
1.437234e+00	1.291700e+00	5.001415e+02	4.116757e+02
1.751752e+00	1.072105e+00	2.608250e+01	7.355673e+02
1.388848e+00	1.336234e+00	1.246541e+03	1.927976e+02
1.382611e+00	1.342076e+00	3.145587e+02	1.107062e+02
1.592974e+00	1.170253e+00	2.034255e+02	2.555255e+02
1.482449e+00	1.253155e+00	3.314091e+02	2.403566e+01
1.447751e+00	1.282572e+00	6.605046e+02	3.865445e+02
1.428174e+00	1.299676e+00	1.123361e+02	2.639590e+02
1.491897e+00	1.245848e+00	5.698739e+01	6.796305e+02
1.565090e+00	1.189943e+00	5.863266e+02	2.616023e+02
1.458429e+00	1.273306e+00	8.431778e+01	4.723656e+02
1.507022e+00	1.233763e+00	5.817271e+02	2.226995e+02
1.665988e+00	1.122222e+00	3.725167e+01	2.342311e+02
1.440141e+00	1.288925e+00	3.333026e+01	6.808097e+02
1.390441e+00	1.334422e+00	4.175104e+02	8.438326e+01
1.582864e+00	1.177262e+00	6.000453e+01	1.878416e+01
1.601145e+00	1.164494e+00	2.708836e+01	5.043805e+02
1.537743e+00	1.210034e+00	6.320746e+02	1.975525e+02
1.437468e+00	1.291579e+00	7.055414e+02	6.441086e+02
1.559722e+00	1.193964e+00	1.066162e+03	4.384727e+02
1.446617e+00	1.283260e+00	1.511647e+02	2.370551e+02
1.492695e+00	1.245060e+00	7.313640e+01	5.078722e+02
1.456514e+00	1.275046e+00	3.487768e+02	5.382360e+02
1.398251e+00	1.326964e+00	9.622105e+02	1.014431e+01
1.471730e+00	1.262396e+00	6.364900e+02	7.769460e+02
1.420810e+00	1.306357e+00	4.459205e+02	3.608134e+02
1.426994e+00	1.300879e+00	8.308087e+02	2.622833e+01
1.540454e+00	1.208173e+00	4.556708e+01	6.449001e+02
1.546948e+00	1.203318e+00	7.047745e+02	3.698836e+02
1.487874e+00	1.248869e+00	1.771918e+02	1.839107e+02
1.372220e+00	1.352473e+00	2.191926e+03	1.043439e+02
1.414881e+00	1.311848e+00	1.722920e+02	5.231425e+02
1.425378e+00	1.302245e+00	5.367660e+02	4.536842e+02
1.420358e+00	1.306563e+00	6.912447e+02	1.741391e+01
1.410470e+00	1.315716e+00	5.251798e+02	1.344533e+02
1.385964e+00	1.338763e+00	1.527002e+03	6.680745e+01
1.495990e+00	1.242253e+00	3.195191e+01	4.226986e+02
1.472911e+00	1.261193e+00	2.322493e+02	1.848709e+02
1.524726e+00	1.219866e+00	1.277185e+02	3.332479e+02
1.420081e+00	1.306825e+00	4.569719e+02	5.941887e+01
1.390563e+00	1.334575e+00	1.233539e+03	4.887660e+02
1.402369e+00	1.323331e+00	6.018355e+02	8.771677e+00
1.531079e+00	1.214851e+00	1.360573e+02	1.151505e+01
1.383191e+00	1.341449e+00	1.894609e+02	4.942922e+02
1.508176e+00	1.232565e+00	1.530249e+01	2.651354e+02
1.437309e+00	1.291708e+00	1.045381e+03	3.059323e+02
1.502984e+00	1.236681e+00	4.092752e+02	3.102908e+02
1.378042e+00	1.346382e+00	8.469761e+01	2.041498e+03
1.583013e+00	1.177323e+00	4.959930e+01	5.874283e+02
1.369834e+00	1.354568e+00	5.126265e+02	9.573767e+01
1.512851e+00	1.229203e+00	7.661653e+01	8.545516e+02
1.407964e+00	1.317954e+00	8.939161e+01	2.636655e+02
1.481442e+00	1.254017e+00	3.414841e+01	5.664277e+02
1.406754e+00	1.319216e+00	1.666722e+02	5.948224e+02
1.577191e+00	1.181392e+00	1.375272e+02	3.748792e+02
1.422408e+00	1.304592e+00	2.430468e+02	2.387333e+01
1.449217e+00	1.281313e+00	8.127282e+02	7.845102e+01
1.417353e+00	1.309400e+00	8.152589e+01	8.978937e+02
1.628508e+00	1.146592e+00	9.963917e+01	1.660977e+03
1.391252e+00	1.333758e+00	1.027865e+03	1.928000e+02
1.542993e+00	1.206042e+00	3.612147e+02	1.011886e+03
1.489850e+00	1.247241e+00	7.892938e+01	1.801386e+02
1.541649e+00	1.207149e+00	1.191337e+02	3.413135e+02
1.678330e+00	1.114936e+00	3.961906e+02	1.416264e+03
1.428062e+00	1.299974e+00	9.510138e+02	4.855425e+02
1.588220e+00	1.173709e+00	1.028233e+02	5.904099e+02
1.412710e+00	1.313717e+00	3.737844e+02	1.099090e+03
1.510784e+00	1.230591e+00	1.097836e+02	6.168297e+02
1.450338e+00	1.280392e+00	1.110627e+03	5.734979e+01
1.551720e+00	1.199728e+00	9.787836e+00	7.599878e+02
1.470911e+00	1.262689e+00	3.133415e+02	9.598422e+01
1.387317e+00	1.337556e+00	1.055560e+03	1.187482e+02
1.428928e+00	1.299164e+00	8.535434e+02	7.927304e+02
1.526308e+00	1.218641e+00	1.855857e+02	4.977791e+01
1.449030e+00	1.281125e+00	9.511118e+01	3.309469e+02
1.472268e+00	1.261904e+00	2.214928e+02	1.843766e+03
1.518328e+00	1.224745e+00	1.344270e+02	2.688567e+02
1.472268e+00	1.261489e+00	2.341465e+02	5.697375e+01
1.430081e+00	1.297947e+00	9.712637e+01	3.275486e+02
1.507848e+00	1.232962e+00	9.975935e+01	1.524377e+03
1.535139e+00	1.212366e+00	5.350139e+02	1.005346e+03
1.509313e+00	1.231825e+00	3.286020e+02	2.067639e+02
1.512030e+00	1.229641e+00	1.302974e+02	1.878763e+02
1.453173e+00	1.277908e+00	6.247106e+02	2.417855e+02
1.581371e+00	1.178557e+00	7.528754e+01	1.672999e+03
1.479678e+00	1.255656e+00	5.528767e+02	3.009917e+02
1.447993e+00	1.282280e+00	1.075725e+03	5.858204e+02
1.454535e+00	1.276754e+00	6.547393e+01	1.927771e+02
1.414505e+00	1.311999e+00	2.862022e+02	4.479241e+01
1.434638e+00	1.294075e+00	2.439130e+01	7.988548e+02
1.452947e+00	1.278196e+00	1.327203e+02	1.990551e+03
1.403373e+00	1.322272e+00	2.009208e+02	9.945806e+02
1.401405e+00	1.324282e+00	8.514202e+02	5.827706e+02
1.404268e+00	1.321417e+00	3.580870e+02	1.631541e+02
1.397541e+00	1.327802e+00	1.402362e+02	2.291992e+02
1.524508e+00	1.220040e+00	1.859896e+02	6.038651e+02
1.471886e+00	1.262029e+00	2.166271e+02	1.180246e+03
1.399632e+00	1.325748e+00	1.962571e+02	2.398362e+02
1.446671e+00	1.283505e+00	7.154476e+02	3.656630e+02
1.558968e+00	1.194501e+00	8.518876e+01	1.778914e+03
1.564724e+00	1.190484e+00	2.122662e+02	1.008068e+03
1.425420e+00	1.302086e+00	3.141399e+02	1.421391e+03
1.405989e+00	1.319868e+00	1.440058e+02	4.393118e+02
1.450525e+00	1.280331e+00	1.073878e+03	1.324469e+02
1.489314e+00	1.247738e+00	1.480984e+02	4.952136e+02
1.485299e+00	1.251221e+00	2.675022e+02	8.402594e+02
1.486174e+00	1.250434e+00	9.604617e+02	3.434350e+01
1.484908e+00	1.251195e+00	2.549009e+02	2.200622e+00
1.463038e+00	1.269965e+00	2.140241e+03	1.656119e+02
1.470944e+00	1.262858e+00	3.450282e+02	1.314390e+02
1.549612e+00	1.201081e+00	1.179227e+02	6.744644e+00
1.523563e+00	1.221005e+00	6.726275e+01	2.017196e+03
1.410700e+00	1.315534e+00	2.225711e+02	4.753053e+02
1.421464e+00	1.305740e+00	4.556455e+02	2.822002e+02
1.576963e+00	1.181517e+00	3.645889e+02	3.836513e+02
1.463806e+00	1.268702e+00	3.487843e+02	2.372534e+02
1.464774e+00	1.267887e+00	6.746009e+02	6.722000e+01
1.367455e+00	1.356632e+00	5.600355e+01	1.018381e+03
1.363998e+00	1.360260e+00	4.091081e+02	4.444778e+02
1.449851e+00	1.280627e+00	2.158824e+02	5.929909e+00
1.583126e+00	1.177012e+00	5.993825e+01	4.723669e+02
1.442866e+00	1.286606e+00	4.704735e+01	2.973267e+02
1.382788e+00	1.342037e+00	1.671463e+02	1.078399e+03
1.372398e+00	1.352157e+00	9.397387e+02	1.411186e+02
1.435415e+00	1.293246e+00	6.128338e+02	7.072320e+02
1.437693e+00	1.291239e+00	1.201755e+02	1.018973e+03
1.460543e+00	1.271485e+00	6.387050e+02	2.599958e+02
1.379502e+00	1.345077e+00	1.098654e+03	4.384294e+02
1.499209e+00	1.240023e+00	5.550867e+02	5.636053e+02
1.415789e+00	1.310967e+00	2.357673e+02	1.529031e+03
1.374525e+00	1.349893e+00	3.452125e+02	4.865157e+02
1.447867e+00	1.282221e+00	2.015817e+02	6.354558e+01
1.426061e+00	1.301851e+00	8.989504e+02	1.020857e+03
1.541246e+00	1.207420e+00	2.346348e+02	1.071054e+03
1.461125e+00	1.271330e+00	3.840813e+02	3.058416e+03
1.511155e+00	1.230326e+00	2.170085e+02	4.954844e+02
1.386855e+00	1.337786e+00	3.785098e+02	1.031237e+02
1.542285e+00	1.206896e+00	1.493844e+03	3.366380e+02
1.431443e+00	1.296827e+00	8.667439e+01	1.229626e+03
1.415001e+00	1.311680e+00	7.728704e+02	5.536137e+02
1.549039e+00	1.201718e+00	2.386709e+02	1.052931e+03
1.611513e+00	1.157626e+00	1.621623e+02	2.289826e+02
1.487468e+00	1.249352e+00	4.754471e+02	5.814390e+02
1.444845e+00	1.284868e+00	8.707513e+01	5.050682e+02
1.442624e+00	1.286897e+00	1.130319e+02	2.159234e+02
1.405597e+00	1.320348e+00	7.702892e+02	4.237222e+02
1.365279e+00	1.358720e+00	5.710055e+02	1.997509e+01
1.529070e+00	1.216689e+00	4.057556e+02	6.300647e+02
1.628618e+00	1.146598e+00	9.665207e+02	4.014088e+02
1.430483e+00	1.297694e+00	9.836258e+01	1.268998e+03
1.487077e+00	1.249458e+00	2.018775e+02	1.712193e+02
1.549467e+00	1.201455e+00	5.033776e+02	4.756899e+02
1.549414e+00	1.201617e+00	1.789069e+02	1.132870e+03
1.599756e+00	1.165860e+00	6.882538e+02	6.686129e+01
1.433234e+00	1.295270e+00	6.156411e+02	8.418002e+01
1.386091e+00	1.338840e+00	3.292373e+02	3.649477e+02
1.456582e+00	1.274640e+00	5.444938e+01	2.473419e+02
1.363165e+00	1.361105e+00	1.130728e+03	8.437292e+01
1.490769e+00	1.246798e+00	8.238384e+02	1.510933e+03
1.376873e+00	1.347628e+00	2.188109e+01	4.613924e+02
1.482073e+00	1.253668e+00	3.296193e+02	1.432020e+03
1.496566e+00	1.241985e+00	1.792475e+02	9.749427e+02
1.550663e+00	1.200374e+00	9.178281e+00	1.429925e+03
1.443452e+00	1.286240e+00	3.705154e+02	1.371455e+03
1.378196e+00	1.346323e+00	1.255744e+03	9.253626e+01
1.394504e+00	1.330661e+00	2.988505e+02	1.077496e+03
1.371799e+00	1.352402e+00	3.176750e+02	3.628934e+02
1.446606e+00	1.283384e+00	1.435965e+02	8.606893e+01
1.581390e+00	1.178468e+00	2.873156e+02	7.121048e+02
1.374491e+00	1.350010e+00	6.934435e+02	5.207591e+02
1.373281e+00	1.350811e+00	1.922565e+01	6.508530e+02
1.445963e+00	1.284288e+00	4.364354e+02	1.086476e+03
1.367037e+00	1.357173e+00	7.108706e+02	2.025995e+02
1.513659e+00	1.228352e+00	7.554579e+00	1.550058e+03
1.496392e+00	1.242039e+00	2.677669e+02	1.601275e+02
1.534684e+00	1.212244e+00	6.130520e+02	7.887427e+01
1.430136e+00	1.297927e+00	7.713824e+02	2.143254e+02
1.578572e+00	1.180398e+00	4.407646e+02	3.730633e+02
1.390411e+00	1.334420e+00	3.138351e+02	2.140461e+02
1.478915e+00	1.256097e+00	2.365414e+02	2.092480e+02
1.471645e+00	1.262278e+00	1.107387e+02	6.632253e+02
1.500529e+00	1.239106e+00	5.442510e+02	2.414631e+03
1.661697e+00	1.125014e+00	4.358259e+01	6.542206e+02
1.513306e+00	1.228577e+00	1.760352e+02	1.121433e+03
1.373844e+00	1.350571e+00	3.025673e+02	3.048503e+02
1.457451e+00	1.274201e+00	2.655769e+02	9.663682e+02
1.578081e+00	1.180720e+00	6.302692e+02	3.400748e+02
1.454782e+00	1.276893e+00	1.294577e+02	2.328488e+03
1.628462e+00	1.146546e+00	2.715121e+02	1.209249e+03
1.686734e+00	1.109631e+00	5.258598e+01	4.193882e+02
1.415377e+00	1.311431e+00	2.986279e+02	1.416536e+03
1.494166e+00	1.243784e+00	2.886215e+02	7.438589e+01
1.531027e+00	1.215293e+00	2.214689e+02	1.155345e+03
1.502920e+00	1.236791e+00	1.779816e+02	2.219485e+02
1.433649e+00	1.294708e+00	1.877449e+02	1.858850e+02
1.471892e+00	1.262058e+00	9.768695e+02	4.656114e+02
1.509887e+00	1.231634e+00	4.832145e+02	1.093616e+03
1.366618e+00	1.357570e+00	3.525711e+02	3.441328e+01
1.394370e+00	1.330728e+00	8.121577e+01	3.430179e+02
1.570952e+00	1.185529e+00	6.691923e+01	2.700096e+02
1.540206e+00	1.208099e+00	2.427646e+02	1.438261e+02
1.540871e+00	1.207778e+00	6.155119e+01	6.554737e+02
1.417281e+00	1.309689e+00	3.397109e+02	2.757685e+02
1.585888e+00	1.175249e+00	3.016912e+02	1.091413e+02
1.460832e+00	1.271385e+00	3.999915e+02	5.003970e+01
1.481988e+00	1.253731e+00	8.655935e+01	4.494569e+02
1.396670e+00	1.328449e+00	5.540926e+02	6.032552e+02
1.436146e+00	1.292570e+00	4.331377e+02	5.062420e+02
1.467377e+00	1.265878e+00	1.465451e+02	1.417982e+03
1.380773e+00	1.343997e+00	6.504920e+02	7.327183e+02
1.434667e+00	1.293915e+00	4.146202e+02	8.933254e+02
1.483790e+00	1.252073e+00	4.056555e+01	9.737444e+00
1.572104e+00	1.184954e+00	1.902343e+02	1.741375e+02
1.640962e+00	1.138065e+00	5.092322e+01	4.715904e+02
1.593548e+00	1.169819e+00	1.048032e+01	5.500551e+02
1.469953e+00	1.263752e+00	4.886248e+02	1.167834e+01
1.400975e+00	1.324623e+00	1.597295e+02	7.254707e+02
1.398638e+00	1.326854e+00	2.025173e+02	1.637365e+02
1.383576e+00	1.341377e+00	1.816889e+03	5.696276e+02
1.409388e+00	1.316687e+00	5.779522e+02	4.653982e+01
1.381698e+00	1.342596e+00	5.110047e+01	2.468755e+02
1.448057e+00	1.282330e+00	4.932532e+02	6.317064e+02
1.378578e+00	1.345718e+00	3.086178e+01	7.380577e+02
1.447269e+00	1.282864e+00	6.754764e+02	4.169558e+02
1.556190e+00	1.196492e+00	4.505790e+02	6.516810e+02
1.481294e+00	1.254137e+00	4.694992e+02	9.883559e+01
1.448244e+00	1.282104e+00	1.215278e+02	4.241657e+02
1.510758e+00	1.230610e+00	2.960509e+02	1.099847e+02
1.409250e+00	1.316688e+00	2.366642e+02	1.494112e+02
1.490330e+00	1.247012e+00	2.648465e+02	1.427318e+02
1.527971e+00	1.217297e+00	2.119590e+02	2.259354e+02
1.395161e+00	1.330207e+00	1.073637e+03	4.093925e+02
1.493106e+00	1.244915e+00	1.196760e+03	2.166172e+02
1.413410e+00	1.313048e+00	1.586923e+02	2.421533e+02
1.436320e+00	1.292279e+00	1.339647e+02	3.896416e+02
1.557333e+00	1.195456e+00	2.087428e+02	1.315015e+02
1.437617e+00	1.291614e+00	1.249243e+02	1.580653e+03
1.495736e+00	1.242519e+00	1.762619e+02	5.539009e+02
1.432519e+00	1.295838e+00	4.989161e+01	5.100804e+02
1.493727e+00	1.244132e+00	6.669492e+01	6.446224e+02
1.546469e+00	1.203472e+00	1.518625e+02	5.863658e+01
1.391107e+00	1.333937e+00	4.518383e+01	9.666367e+02
1.410618e+00	1.315805e+00	3.725845e+02	1.112428e+03
1.525377e+00	1.219280e+00	9.790327e+01	2.823501e+02
1.484586e+00	1.251724e+00	3.479483e+01	9.361830e+02
1.395778e+00	1.329490e+00	1.142171e+03	1.203272e+02
1.521046e+00	1.222485e+00	4.616632e+01	5.097472e+02
1.392157e+00	1.332870e+00	6.951772e+02	2.144282e+02
1.559505e+00	1.194166e+00	2.114924e+02	1.137085e+03
1.534623e+00	1.212476e+00	3.200795e+02	1.218257e+02
1.376537e+00	1.348015e+00	2.955642e+02	8.105841e+02
1.683831e+00	1.111609e+00	1.671560e+02	4.581801e+02
1.481414e+00	1.254205e+00	1.599490e+02	6.259929e+02
1.532332e+00	1.214200e+00	1.205130e+02	2.890968e+02
1.401957e+00	1.323479e+00	2.022605e+02	6.648630e+01
1.548240e+00	1.202307e+00	7.655399e+01	7.140795e+02
1.426414e+00	1.301488e+00	4.061293e+02	2.589272e+02
1.371459e+00	1.353064e+00	2.995768e+02	8.760945e+02
1.559970e+00	1.193919e+00	6.284238e+02	7.938212e+02
1.393363e+00	1.331975e+00	1.363643e+02	8.793899e+02
1.428617e+00	1.299304e+00	2.036948e+02	1.094605e+03
1.470394e+00	1.263337e+00	5.572315e+02	4.062343e+02
1.584155e+00	1.176510e+00	1.695496e+01	8.644564e+02
1.616266e+00	1.154451e+00	7.325720e+01	6.582076e+02
1.609158e+00	1.159227e+00	2.089974e+02	5.056791e+02
1.537328e+00	1.210759e+00	1.702321e+02	1.960426e+03
1.552383e+00	1.199234e+00	3.000807e+02	6.243914e+02
1.494522e+00	1.243462e+00	3.857615e+02	9.617986e+01
1.372814e+00	1.351558e+00	5.068294e+02	1.813140e+02
1.670179e+00	1.119884e+00	1.534716e+02	2.209747e+02
1.494673e+00	1.243414e+00	3.637013e+02	8.902660e+02
1.484098e+00	1.251911e+00	4.087524e+02	4.437453e+02
1.494887e+00	1.243006e+00	2.031425e+02	1.931443e+02
1.507974e+00	1.233010e+00	5.322848e+02	7.249293e+02
1.429013e+00	1.299006e+00	1.807034e+02	2.498064e+02
1.640092e+00	1.138937e+00	1.466287e+02	1.666365e+03
1.651993e+00	1.131278e+00	3.386121e+02	2.343456e+02
1.462833e+00	1.269913e+00	2.622523e+02	1.359205e+03
1.420796e+00	1.306093e+00	1.945022e+02	1.479806e+02
1.550743e+00	1.200412e+00	3.420649e+02	2.839588e+01
1.535907e+00	1.211217e+00	4.708815e+02	1.200157e+02
1.362282e+00	1.362160e+00	4.860327e+02	2.615552e+03
1.451507e+00	1.279140e+00	1.185831e+02	2.182767e+02
1.479113e+00	1.255980e+00	2.796001e+02	3.394942e+02
1.661713e+00	1.125153e+00	6.791753e+01	1.109628e+03
1.531071e+00	1.214940e+00	3.006451e+02	2.124592e+01
1.549779e+00	1.201203e+00	1.654692e+02	1.041439e+03
1.441457e+00	1.287616e+00	2.805212e+02	3.056506e+02
1.415982e+00	1.310843e+00	4.601173e+02	8.203339e+01
1.402996e+00	1.322309e+00	1.292422e+02	2.004368e+02
1.661244e+00	1.125387e+00	5.968439e+01	4.390462e+01
1.468007e+00	1.265485e+00	2.248378e+02	6.108776e+02
1.471989e+00	1.262025e+00	6.090091e+02	4.189919e+02
1.447932e+00	1.282511e+00	5.753457e+02	9.324502e+01
1.417693e+00	1.309136e+00	9.069159e+01	4.400128e+02
1.427375e+00	1.300317e+00	3.986389e+02	6.079034e+02
1.458205e+00	1.273755e+00	6.617834e+02	1.000111e+03
1.413052e+00	1.313382e+00	2.131777e+02	9.827743e+02
1.430024e+00	1.298334e+00	6.908652e+02	3.970111e+02
1.536574e+00	1.211119e+00	3.818186e+02	8.227370e+01
1.447511e+00	1.282782e+00	4.933432e+01	1.657783e+03
1.399678e+00	1.325859e+00	1.279373e+02	1.153007e+03
1.524221e+00	1.220470e+00	2.877159e+01	9.358791e+02
1.514287e+00	1.227978e+00	5.066125e+02	9.868860e+02
1.381455e+00	1.343229e+00	1.153969e+03	5.351323e+02
1.611168e+00	1.157749e+00	3.687584e+02	6.218437e+02
1.390586e+00	1.334506e+00	1.081238e+02	1.255679e+03
1.366989e+00	1.357456e+00	1.923069e+03	6.631473e+02
1.456672e+00	1.274755e+00	2.563414e+02	2.275931e+02
1.477275e+00	1.257539e+00	4.378035e+02	6.678098e+02
1.426069e+00	1.301928e+00	1.735844e+02	1.292281e+03
1.387204e+00	1.337643e+00	1.035402e+03	3.196179e+02
1.392658e+00	1.332322e+00	1.278940e+02	7.894042e+02
1.579954e+00	1.179478e+00	1.781502e+01	1.388124e+03
1.478320e+00	1.256640e+00	6.071790e+02	6.441674e+02
1.525199e+00	1.219704e+00	3.389582e+01	1.103278e+03
1.372731e+00	1.351601e+00	2.482204e+02	6.485908e+02
1.370936e+00	1.353340e+00	6.098828e+02	1.105937e+03
1.504126e+00	1.236125e+00	8.801447e+02	1.067740e+00
1.536927e+00	1.210710e+00	3.351670e+02	1.843574e+02
1.494909e+00	1.243065e+00	2.099323e+02	1.259383e+02
1.506414e+00	1.234449e+00	2.787043e+02	2.248026e+03
1.381015e+00	1.343529e+00	3.109965e+02	9.132065e+02
1.439837e+00	1.289449e+00	1.106867e+03	1.137846e+03
1.724771e+00	1.087410e+00	2.773268e+02	9.448661e+02
1.451058e+00	1.279622e+00	2.535980e+02	1.923002e+02
1.362571e+00	1.361343e+00	1.574553e+02	4.212287e+02
1.508868e+00	1.232101e+00	2.024480e+02	1.618325e+02
1.372934e+00	1.351400e+00	9.466078e+02	1.059848e+02
1.365827e+00	1.358453e+00	2.859750e+02	8.600284e+02
1.400843e+00	1.324494e+00	2.063414e+02	4.161821e+01
1.491047e+00	1.246407e+00	5.612052e+01	5.717927e+02
1.607398e+00	1.160611e+00	4.151092e+02	7.425622e+01
1.557583e+00	1.195210e+00	1.640885e+02	7.135122e+02
1.469295e+00	1.264180e+00	1.461430e+02	4.389989e+02
1.497178e+00	1.241602e+00	2.964681e+02	1.119781e+03
1.387934e+00	1.336736e+00	4.951018e+02	4.205802e+02
1.378616e+00	1.345831e+00	2.114276e+02	1.089593e+02
1.387164e+00	1.337964e+00	1.298587e+03	4.051703e+02
1.498406e+00	1.240538e+00	9.032317e+01	6.710277e+02
1.462974e+00	1.269552e+00	3.994489e+02	4.826158e+01
1.517330e+00	1.225709e+00	4.857805e+02	2.502919e+02
1.432102e+00	1.296230e+00	3.277510e+02	1.223400e+02
1.480504e+00	1.254974e+00	4.374505e+01	9.695266e+02
1.557787e+00	1.195193e+00	4.640186e+01	6.163728e+02
1.439661e+00	1.289360e+00	3.162638e+02	1.040748e+02
1.486138e+00	1.250552e+00	1.302838e+02	6.540212e+02
1.557601e+00	1.195247e+00	1.831406e+02	4.517610e+02
1.478609e+00	1.256505e+00	4.944090e+01	7.365633e+02
1.445782e+00	1.284258e+00	4.448540e+02	1.357678e+03
1.520883e+00	1.222927e+00	3.132874e+02	2.505589e+02
1.499681e+00	1.239585e+00	4.577081e+02	9.760359e+02
1.447404e+00	1.282733e+00	1.615602e+02	1.408130e+02
1.473034e+00	1.261032e+00	2.185046e+01	6.262121e+02
1.362365e+00	1.361776e+00	1.110157e+03	7.176010e+01
1.489226e+00	1.247877e+00	2.184085e+02	5.537856e+01
1.481521e+00	1.254107e+00	6.982976e+02	3.896896e+02
1.585588e+00	1.175546e+00	3.997094e+01	7.963474e+02
1.393983e+00	1.331098e+00	6.940623e+02	3.662049e+01
1.420948e+00	1.306277e+00	8.853622e+01	1.464936e+03
1.372891e+00	1.351579e+00	6.123982e+02	5.485742e+02
1.416197e+00	1.310408e+00	4.238773e+02	1.773780e+01
1.395380e+00	1.330024e+00	1.047651e+03	1.729148e+02
1.386818e+00	1.338190e+00	6.287152e+02	2.429996e+02
1.598941e+00	1.166185e+00	1.911713e+01	4.713121e+02
1.515372e+00	1.227255e+00	2.646633e+02	1.026192e+03
1.589546e+00	1.172559e+00	1.856907e+02	1.246065e+02
1.514675e+00	1.227888e+00	2.925833e+02	9.754431e+02
1.519354e+00	1.224042e+00	3.514497e+02	1.075455e+03
1.446853e+00	1.283504e+00	1.522662e+02	1.554989e+03
1.499499e+00	1.239674e+00	1.835451e+02	1.146070e+03
1.634079e+00	1.142874e+00	3.437875e+01	4.234967e+02
1.626989e+00	1.147487e+00	9.946761e+01	6.119836e+02
1.538015e+00	1.209809e+00	3.083282e+02	6.498761e+01
1.384177e+00	1.340442e+00	1.118633e+03	2.364658e+02
1.371711e+00	1.352857e+00	1.573486e+03	1.927037e+02
1.546893e+00	1.203294e+00	1.500308e+02	1.613382e+03
1.394219e+00	1.331036e+00	2.441522e+02	1.336695e+03
1.479296e+00	1.256100e+00	1.328394e+03	8.273019e+02
1.579861e+00	1.179531e+00	2.032089e+02	2.109134e+03
1.629088e+00	1.146097e+00	8.424120e+01	1.389482e+03
1.661309e+00	1.125474e+00	5.056663e+02	6.452379e+02
1.551243e+00	1.199943e+00	5.966522e+02	2.441150e+02
1.413701e+00	1.312999e+00	1.638019e+03	1.826628e+02
1.428647e+00	1.299232e+00	3.568029e+02	3.963539e+01
1.551102e+00	1.200052e+00	3.526946e+02	1.936583e+01
1.380210e+00	1.344343e+00	4.101353e+02	3.658484e+02
1.524335e+00	1.219971e+00	5.514610e+01	3.500969e+02
1.374878e+00	1.349416e+00	6.181230e+02	5.313832e+02
1.412733e+00	1.313544e+00	1.067452e+02	4.093494e+02
1.529350e+00	1.216328e+00	7.067862e+01	6.259581e+02
1.461837e+00	1.270660e+00	1.584243e+01	7.298509e+02
1.524593e+00	1.220040e+00	7.494035e+02	1.159203e+02
1.422341e+00	1.305023e+00	1.410729e+02	6.233921e+02
1.632412e+00	1.143785e+00	3.332043e+01	6.545352e+02
