# m1_source_msun	m2_source_msun	lambda_1	lambda_2  (run C01:IMRPhenomPv2_NRTidal:LowSpin)
1.692689e+00	1.570897e+00	4.374712e+02	4.853152e+02
1.873951e+00	1.453092e+00	1.592267e+02	2.579203e+03
1.687163e+00	1.591420e+00	6.818338e+02	2.299844e+02
1.688701e+00	1.581601e+00	2.687562e+02	2.976815e+02
1.682939e+00	1.594318e+00	3.968975e+02	2.297309e+02
1.778923e+00	1.555829e+00	7.082130e+01	6.363371e+02
1.828012e+00	1.501537e+00	2.142281e+02	3.348815e+02
1.679547e+00	1.627374e+00	1.948722e+02	1.705129e+02
1.677658e+00	1.631439e+00	2.651266e+03	2.949595e+02
1.766082e+00	1.529568e+00	7.292361e+01	1.156451e+02
1.842383e+00	1.460153e+00	2.521816e+02	2.904610e+02
1.828025e+00	1.468217e+00	6.749973e+01	3.428060e+02
1.847729e+00	1.487937e+00	2.906816e+01	4.607358e+02
1.755550e+00	1.523167e+00	2.707900e+01	3.038564e+02
1.698136e+00	1.608824e+00	7.319818e+02	1.767438e+02
1.694923e+00	1.641744e+00	1.000965e+03	1.133810e+02
1.721759e+00	1.596634e+00	3.544203e+02	5.140228e+02
1.702319e+00	1.585431e+00	1.850433e+03	1.244374e+03
1.707146e+00	1.575583e+00	1.247124e+02	5.620984e+02
1.819588e+00	1.538455e+00	3.036609e+01	2.370641e+03
1.798211e+00	1.535973e+00	2.856778e+02	7.137013e+01
1.801463e+00	1.526099e+00	3.527575e+01	3.087963e+02
1.679131e+00	1.606117e+00	3.384927e+02	1.680756e+03
1.706483e+00	1.558803e+00	3.180889e+03	2.442004e+02
1.769048e+00	1.575802e+00	2.708936e+02	3.917049e+02
1.811955e+00	1.476930e+00	1.703410e+01	7.358380e+02
1.715483e+00	1.620471e+00	6.290212e+02	3.964854e+02
1.766576e+00	1.530073e+00	3.752708e+02	6.029071e+02
1.808767e+00	1.538701e+00	1.078500e+03	1.793388e+03
1.743263e+00	1.540089e+00	5.513087e+02	1.036593e+03
1.894915e+00	1.485754e+00	1.001389e+02	3.729615e+01
1.720530e+00	1.632097e+00	7.403250e+01	6.125541e+02
1.833213e+00	1.466559e+00	2.658897e+01	6.824196e+02
1.701047e+00	1.565631e+00	3.565360e+01	1.192278e+03
1.854780e+00	1.467675e+00	3.479533e+02	3.035157e+02
1.668280e+00	1.640183e+00	1.497982e+02	4.574475e+02
1.786833e+00	1.538239e+00	4.756713e+02	1.710498e+02
2.081280e+00	1.334453e+00	8.287367e+01	5.854531e+02
1.791680e+00	1.529071e+00	1.862636e+02	1.733248e+03
1.747831e+00	1.554569e+00	2.507371e+02	2.362938e+02
1.747883e+00	1.570844e+00	7.095354e+02	8.529695e+01
1.843120e+00	1.457777e+00	6.789623e+02	1.039438e+03
1.700201e+00	1.614691e+00	9.038338e+01	5.643267e+02
1.740613e+00	1.553876e+00	2.439366e+01	8.009684e+02
1.723426e+00	1.603445e+00	1.877137e+02	3.401170e+03
1.906267e+00	1.414295e+00	4.535297e+00	2.469537e+02
1.659519e+00	1.659060e+00	5.628627e+02	1.451205e+02
1.641239e+00	1.606712e+00	1.042394e+03	1.274825e+03
1.814963e+00	1.485750e+00	5.707947e+02	2.432748e+03
1.675976e+00	1.613580e+00	1.719007e+03	8.945945e+02
1.768663e+00	1.558465e+00	7.737524e+02	3.023706e+03
1.740937e+00	1.602806e+00	2.693334e+00	8.099496e+02
1.738683e+00	1.531826e+00	1.570465e+02	3.862269e+02
1.709867e+00	1.622036e+00	8.588887e+02	4.698844e+01
1.736536e+00	1.599089e+00	1.516391e+03	3.385695e+02
1.722918e+00	1.548049e+00	7.659811e+02	3.265634e+02
1.697582e+00	1.648831e+00	8.660838e+02	5.850284e+02
1.801071e+00	1.525676e+00	6.154613e+01	9.853163e+01
1.749677e+00	1.533704e+00	4.820741e+02	4.404750e+01
1.757592e+00	1.527064e+00	3.597977e+02	4.039788e+02
1.817852e+00	1.520687e+00	3.673243e+01	2.186300e+02
1.747077e+00	1.571733e+00	5.291352e+02	1.686596e+03
1.727422e+00	1.595875e+00	2.591897e+02	8.481114e+00
1.672701e+00	1.664072e+00	4.684649e+02	2.284818e+02
1.669935e+00	1.659041e+00	1.369779e+02	7.406021e+02
1.819182e+00	1.488029e+00	1.263030e+01	1.250160e+03
1.778498e+00	1.540994e+00	2.053628e+03	9.601555e+01
1.733653e+00	1.635965e+00	7.578465e+01	1.050197e+03
1.808238e+00	1.513369e+00	5.859530e+01	3.604238e+02
1.783219e+00	1.532548e+00	2.696458e+02	6.229176e+02
1.816182e+00	1.496369e+00	3.215784e+01	2.649633e+03
1.667501e+00	1.629659e+00	5.047444e+02	1.267550e+02
1.702749e+00	1.570533e+00	1.561760e+02	5.345714e+02
1.701864e+00	1.548764e+00	9.055935e+02	2.992979e+02
1.830285e+00	1.512527e+00	1.337892e+01	9.833283e+02
1.912209e+00	1.429834e+00	3.078648e+02	5.064507e+02
1.693003e+00	1.642260e+00	4.537401e+02	2.882477e+02
1.747057e+00	1.567256e+00	5.378398e+01	4.207615e+02
1.681367e+00	1.588262e+00	1.117090e+03	8.393970e+02
1.858494e+00	1.448071e+00	8.074967e+01	6.717088e+02
1.693103e+00	1.599950e+00	5.738644e+02	1.800714e+02
1.903578e+00	1.418874e+00	4.920124e+02	2.459987e+02
1.888874e+00	1.453585e+00	1.330300e+02	9.282511e+02
1.664374e+00	1.657635e+00	1.729429e+02	3.444994e+02
1.780027e+00	1.502473e+00	1.542189e+03	4.073462e+02
1.649522e+00	1.631342e+00	1.241415e+02	1.746701e+02
1.696394e+00	1.602840e+00	1.731830e+02	3.203632e+02
1.711936e+00	1.551483e+00	9.042923e+01	6.318611e+02
1.801883e+00	1.468556e+00	2.336558e+02	5.632148e+02
1.908786e+00	1.434831e+00	2.987939e+02	4.887631e+02
1.704432e+00	1.616500e+00	1.618785e+02	1.927571e+02
1.861536e+00	1.454464e+00	4.849415e+01	3.266031e+02
1.867194e+00	1.491407e+00	5.044575e+02	2.301297e+02
1.821948e+00	1.481534e+00	2.110346e+01	2.811844e+02
1.752367e+00	1.514100e+00	3.932570e+02	6.534927e+02
1.893951e+00	1.447850e+00	1.713046e+02	5.663905e+02
1.653290e+00	1.645068e+00	7.971345e+02	4.395589e+02
1.702649e+00	1.590584e+00	1.177837e+01	3.643396e+02
1.781053e+00	1.542354e+00	1.455175e+02	6.049350e+02
1.867966e+00	1.454856e+00	1.778849e+02	3.484540e+03
1.714791e+00	1.567545e+00	3.253785e+02	9.988240e+02
1.718165e+00	1.586386e+00	1.017969e+03	6.063974e+02
1.893350e+00	1.408071e+00	9.825072e+01	2.284345e+02
1.934986e+00	1.415083e+00	4.052428e+01	4.850598e+02
1.820578e+00	1.474034e+00	9.461151e+02	2.717825e+02
1.776335e+00	1.546138e+00	4.018270e+02	7.847278e+02
1.816411e+00	1.461250e+00	2.378894e+02	7.599046e+02
1.846033e+00	1.492853e+00	1.066177e+02	4.937367e+02
1.781749e+00	1.562884e+00	3.410827e+02	5.042308e+02
1.756586e+00	1.598227e+00	1.088541e+03	8.941577e+02
1.783952e+00	1.514698e+00	3.164659e+02	8.610050e+01
1.771537e+00	1.499774e+00	4.640761e+01	2.420601e+02
1.760431e+00	1.533391e+00	6.277047e+02	2.213041e+02
1.730073e+00	1.564206e+00	3.630743e+02	1.278410e+01
1.693969e+00	1.571954e+00	8.481573e+02	1.414081e+03
1.825043e+00	1.540125e+00	5.764218e+02	6.077959e+02
1.859392e+00	1.527755e+00	2.573315e+01	1.951151e+02
1.733895e+00	1.567648e+00	1.678620e+03	1.409228e+02
1.740516e+00	1.575431e+00	2.485294e+02	5.048845e+02
1.720387e+00	1.585590e+00	1.428342e+02	5.808329e+02
1.665372e+00	1.634148e+00	1.080530e+03	3.301586e+01
1.741856e+00	1.552357e+00	2.354755e+02	2.779743e+02
1.751287e+00	1.527351e+00	2.382821e+01	7.024019e+02
1.700709e+00	1.622163e+00	1.446304e+02	4.674759e+02
1.930154e+00	1.464383e+00	1.023398e+03	8.557738e+01
1.784760e+00	1.504256e+00	4.699602e+02	4.230969e+01
1.703473e+00	1.593063e+00	2.332719e+02	3.944337e+02
1.965096e+00	1.427110e+00	9.030495e+01	1.373743e+03
1.917969e+00	1.411118e+00	9.824600e+01	3.129085e+03
1.683405e+00	1.631434e+00	2.350693e+01	8.339542e+02
1.736203e+00	1.530214e+00	1.643179e+02	7.541461e+02
1.650101e+00	1.627898e+00	1.488687e+02	1.079712e+02
1.830309e+00	1.456051e+00	3.156056e+00	8.316032e+02
1.770111e+00	1.527725e+00	3.291682e+02	4.243158e+02
1.732286e+00	1.558234e+00	7.692885e+02	4.134376e+02
1.840886e+00	1.491956e+00	1.854207e+02	9.629690e+02
1.898272e+00	1.471661e+00	2.911491e+02	1.743468e+02
1.716826e+00	1.545710e+00	8.482670e+02	1.928784e+02
1.823964e+00	1.505148e+00	7.097065e+02	5.228371e+02
1.653655e+00	1.609294e+00	3.648648e+02	8.195689e+01
1.688894e+00	1.587423e+00	2.222988e+02	8.148562e+02
1.709623e+00	1.569000e+00	1.290553e+03	8.807121e+02
1.744390e+00	1.558223e+00	6.471422e+02	3.052957e+02
1.838590e+00	1.511994e+00	4.114135e+02	2.430061e+02
1.731228e+00	1.557072e+00	9.395097e+01	5.541518e+02
1.663974e+00	1.579031e+00	1.282865e+03	3.383848e+02
1.850057e+00	1.483504e+00	4.388596e+02	3.413648e+03
1.794304e+00	1.527427e+00	4.967513e+02	2.442678e+03
1.882634e+00	1.452661e+00	1.034302e+02	7.965908e+01
1.683373e+00	1.629766e+00	2.011485e+03	2.318924e+03
2.061223e+00	1.363916e+00	1.533716e+02	2.289722e+03
1.860225e+00	1.498740e+00	5.746209e+02	2.817182e+03
1.709343e+00	1.579845e+00	2.455077e+02	4.653010e+02
1.779265e+00	1.584845e+00	2.672217e+01	6.826522e+02
1.713681e+00	1.636582e+00	3.444496e+02	4.645460e+02
1.743617e+00	1.578003e+00	2.715112e+02	3.083308e+02
1.702794e+00	1.595840e+00	1.326006e+03	9.535256e+02
1.689410e+00	1.584951e+00	4.330240e+02	9.151034e+02
1.772110e+00	1.517212e+00	3.761074e+02	2.139141e+02
1.826401e+00	1.496891e+00	5.818764e+00	2.717392e+02
1.712987e+00	1.618654e+00	3.599540e+02	1.327504e+02
1.742510e+00	1.545448e+00	1.219700e+02	3.183271e+02
1.701468e+00	1.568768e+00	1.192638e+01	2.119218e+03
1.691102e+00	1.568652e+00	9.506560e+01	2.175734e+03
1.665735e+00	1.623072e+00	7.625909e+02	5.061699e+02
1.767601e+00	1.525410e+00	2.640934e+01	1.391733e+03
1.842256e+00	1.500520e+00	7.461965e+02	1.600654e+03
1.732219e+00	1.567903e+00	6.523224e+00	5.938194e+01
1.889839e+00	1.473535e+00	1.439395e+01	1.388761e+03
1.782951e+00	1.538837e+00	8.305132e+01	1.014434e+02
1.800475e+00	1.462881e+00	1.846512e+02	3.147622e+01
1.910714e+00	1.465521e+00	3.237543e+02	5.408138e+02
1.789011e+00	1.515709e+00	3.231673e+02	4.005898e+02
1.743991e+00	1.597825e+00	1.555035e+02	3.241806e+02
1.811588e+00	1.491347e+00	1.158716e+01	1.957996e+03
1.644071e+00	1.616895e+00	4.984156e+02	1.876395e+02
1.788053e+00	1.571586e+00	1.261447e+03	2.227632e+02
1.923412e+00	1.467593e+00	1.216694e+02	8.073765e+02
1.849892e+00	1.488269e+00	2.450946e+02	1.314338e+03
1.730996e+00	1.593823e+00	2.795796e+02	1.883068e+02
1.935719e+00	1.381496e+00	1.089583e+01	2.218472e+02
1.696403e+00	1.560275e+00	4.808107e+02	1.228778e+01
1.659886e+00	1.628223e+00	9.600426e+02	5.586427e+02
1.667487e+00	1.616788e+00	5.798181e+02	3.510721e+02
1.678655e+00	1.604885e+00	5.159568e+02	6.899781e+02
1.765518e+00	1.588896e+00	1.463838e+03	7.814389e+02
1.725526e+00	1.636850e+00	1.398486e+02	2.298945e+02
1.845754e+00	1.437166e+00	1.273253e+02	2.489983e+03
1.771010e+00	1.501999e+00	7.334249e+02	8.533183e+02
1.782013e+00	1.557374e+00	1.505839e+02	9.934632e+00
1.832534e+00	1.482054e+00	9.369816e+01	4.531297e+02
1.767473e+00	1.576766e+00	4.902514e+02	9.705581e+01
1.634919e+00	1.629366e+00	1.250195e+02	1.158431e+02
1.805326e+00	1.502333e+00	3.291595e+02	2.252296e+03
1.810764e+00	1.478125e+00	1.508359e+02	6.390573e+02
1.645962e+00	1.641769e+00	3.569609e+02	2.665862e+02
1.834500e+00	1.515363e+00	6.124949e+01	1.253390e+02
1.859423e+00	1.460335e+00	3.767029e+02	1.005735e+03
1.722859e+00	1.543302e+00	1.690504e+02	4.953427e+02
1.945156e+00	1.413436e+00	3.775363e+02	2.997932e+02
1.666889e+00	1.633092e+00	2.711975e+03	6.842573e+02
1.870992e+00	1.497374e+00	1.232687e+02	4.331449e+02
1.807164e+00	1.540395e+00	3.473430e+02	1.122281e+03
1.875030e+00	1.453899e+00	1.450370e+02	6.599727e+02
1.942059e+00	1.453136e+00	5.499578e+01	7.748800e+02
1.659679e+00	1.643471e+00	1.787382e+02	1.285092e+02
1.778872e+00	1.500696e+00	1.133736e+01	4.454707e+01
1.828118e+00	1.499902e+00	1.085143e+02	4.047466e+02
1.744310e+00	1.585846e+00	2.051491e+01	7.729043e+02
1.681087e+00	1.674670e+00	1.669210e+01	1.701701e+03
1.661685e+00	1.627550e+00	1.541082e+03	5.409743e+02
1.744790e+00	1.544548e+00	2.542560e+02	3.888098e+01
1.693817e+00	1.613510e+00	4.160639e+01	2.758325e+02
1.738035e+00	1.575244e+00	3.720884e+02	3.938130e+02
1.722578e+00	1.569946e+00	1.272225e+03	2.112718e+03
1.685622e+00	1.618414e+00	2.819199e+02	7.842121e+01
1.755688e+00	1.529782e+00	2.834888e+02	5.238562e+02
1.668910e+00	1.624602e+00	7.346321e+01	8.001442e+02
1.942850e+00	1.424057e+00	3.879892e+02	6.065653e+01
1.744675e+00	1.553505e+00	6.042846e+02	8.196849e+01
1.712308e+00	1.568100e+00	2.146115e+03	1.780575e+03
1.711172e+00	1.635997e+00	5.185258e+02	3.209609e+01
1.880742e+00	1.448914e+00	2.626646e+02	3.739762e+03
1.709460e+00	1.569774e+00	5.490876e+02	5.147995e+02
1.670874e+00	1.600365e+00	5.024185e+01	6.106320e+02
1.849413e+00	1.438413e+00	3.365709e+02	7.449448e+02
1.721645e+00	1.601256e+00	6.160749e+02	7.157951e+02
1.876256e+00	1.482721e+00	7.028608e+02	9.532328e+02
1.834199e+00	1.520870e+00	5.930438e+02	2.658429e+01
1.825196e+00	1.472019e+00	3.207635e+02	1.420360e+03
1.656773e+00	1.611742e+00	1.032815e+03	2.395981e+03
1.811131e+00	1.556663e+00	1.490142e+03	8.279260e+02
1.748820e+00	1.590107e+00	4.275674e+02	9.740633e+00
1.829589e+00	1.525942e+00	3.738048e+02	1.726836e+02
1.689414e+00	1.578053e+00	1.948519e+02	4.075793e+01
1.884813e+00	1.395380e+00	6.399912e+01	1.833524e+02
1.748824e+00	1.608051e+00	3.782441e+02	6.618938e+02
1.815994e+00	1.484278e+00	7.305416e+02	9.109232e+02
1.725851e+00	1.556344e+00	2.728035e+01	6.037743e+02
1.687782e+00	1.634056e+00	2.631318e+02	1.275234e+03
1.893932e+00	1.468673e+00	6.640858e+02	3.612231e+02
1.689676e+00	1.632949e+00	4.945808e+02	3.411625e+02
1.793511e+00	1.511526e+00	5.049689e+02	5.823620e+02
1.755023e+00	1.562566e+00	1.693820e+02	1.407692e+02
1.738179e+00	1.581639e+00	5.626003e+02	3.916595e+02
1.767793e+00	1.490243e+00	8.514117e+00	7.495996e+02
1.712898e+00	1.564983e+00	4.581817e+02	8.562908e+01
1.811209e+00	1.551685e+00	1.039717e+03	1.191419e+03
1.658765e+00	1.619254e+00	2.568803e+03	1.781708e+02
1.954585e+00	1.371172e+00	5.915435e+01	1.129115e+02
1.703973e+00	1.605338e+00	6.309948e+02	1.946682e+00
1.895770e+00	1.418096e+00	9.604905e+02	1.888505e+02
1.667737e+00	1.622823e+00	4.530350e+02	1.564458e+02
1.868908e+00	1.494377e+00	2.919986e+02	1.772640e+02
1.965629e+00	1.397268e+00	1.590265e+03	2.588722e+03
1.752186e+00	1.568065e+00	1.592562e+02	2.902667e+03
1.864146e+00	1.468447e+00	6.630746e+01	4.354312e+02
1.683333e+00	1.641110e+00	3.561632e+02	3.257298e+02
1.743165e+00	1.576344e+00	8.768485e+00	1.836840e+02
1.741289e+00	1.537560e+00	4.024424e+02	5.076945e+02
1.835709e+00	1.497472e+00	1.745808e+02	2.355324e+01
1.867005e+00	1.475520e+00	9.692733e+01	2.073268e+02
1.845474e+00	1.473449e+00	4.243970e+02	3.286941e+03
1.790659e+00	1.508026e+00	1.777939e+02	1.599632e+02
1.902722e+00	1.444598e+00	2.928006e+02	6.374058e+01
1.669127e+00	1.662181e+00	2.943190e+02	1.994293e+02
1.736350e+00	1.584689e+00	2.694498e+02	9.441276e+01
1.814377e+00	1.542420e+00	6.155485e+02	2.550927e+02
1.822815e+00	1.492867e+00	3.290851e+01	2.419557e+01
1.696231e+00	1.649929e+00	9.224068e+02	1.281733e+03
1.680069e+00	1.640677e+00	1.900888e+03	4.787118e+02
1.692042e+00	1.600909e+00	2.583555e+02	1.067622e+03
1.854528e+00	1.518352e+00	2.763211e+02	3.160693e+02
1.867939e+00	1.448521e+00	2.080579e+02	1.469510e+02
1.675035e+00	1.665488e+00	6.087439e+02	1.761144e+02
1.920169e+00	1.433490e+00	2.659079e+02	2.365721e+02
1.788743e+00	1.526820e+00	2.876964e+01	1.366426e+02
1.801195e+00	1.532293e+00	3.756963e+02	2.393660e+01
1.773719e+00	1.526592e+00	1.254761e+01	5.963185e+02
1.733659e+00	1.531088e+00	8.108254e+01	3.569929e+02
1.675083e+00	1.623035e+00	7.388805e+01	2.593201e+02
1.640090e+00	1.618796e+00	7.837447e+02	5.448585e+02
1.747967e+00	1.554934e+00	3.038210e+02	5.028699e+01
1.643493e+00	1.621286e+00	1.285409e+02	5.553489e+02
1.772878e+00	1.531714e+00	9.689872e+01	7.225530e+02
1.808848e+00	1.513663e+00	1.850859e+01	5.232241e+02
1.889643e+00	1.479170e+00	3.310694e+02	9.839415e+02
1.765552e+00	1.521750e+00	7.532024e+02	5.956821e+01
1.684200e+00	1.605391e+00	2.948210e+02	3.244476e+02
1.750308e+00	1.563061e+00	1.656807e+02	2.800743e+03
1.724366e+00	1.593977e+00	9.449476e+02	9.417131e+02
1.774572e+00	1.518344e+00	4.149446e+02	3.282138e+03
1.731851e+00	1.538397e+00	8.976322e+02	2.798939e+03
1.884964e+00	1.470145e+00	2.979456e+02	5.829897e+02
1.838627e+00	1.485619e+00	6.711990e+02	2.069594e+03
1.705530e+00	1.620431e+00	4.052879e+02	2.630928e+02
1.774415e+00	1.528172e+00	1.599131e+00	6.650924e+02
1.690997e+00	1.600565e+00	1.564616e+02	5.077999e+02
1.675225e+00	1.630126e+00	4.404861e+02	4.024172e+01
1.830218e+00	1.535246e+00	1.994001e+02	3.500260e+02
1.749239e+00	1.562507e+00	3.722547e+02	2.180911e+02
1.732315e+00	1.552727e+00	5.890640e+02	2.827312e+03
1.740956e+00	1.527770e+00	1.657526e+02	1.357074e+03
1.710360e+00	1.627672e+00	2.178456e+02	6.369694e+02
1.788541e+00	1.526847e+00	3.374697e+02	1.244839e+03
1.692284e+00	1.604389e+00	6.452213e+01	3.272003e+01
1.833452e+00	1.485707e+00	1.240636e+02	1.005003e+03
1.714372e+00	1.611981e+00	5.719990e+02	1.181098e+02
1.686097e+00	1.603896e+00	2.702613e+02	2.675934e+02
1.708607e+00	1.597272e+00	3.288123e+02	1.047358e+03
1.743054e+00	1.509354e+00	7.100137e+02	1.608703e+01
1.862861e+00	1.474272e+00	1.028299e+02	2.226005e+02
1.686437e+00	1.590713e+00	3.064875e+01	8.395684e+02
1.737322e+00	1.618349e+00	2.377248e+03	2.682992e+02
1.720753e+00	1.605293e+00	2.584703e+01	1.938706e+02
1.735413e+00	1.596483e+00	6.333734e+01	5.391760e+02
1.841275e+00	1.522717e+00	9.659647e+01	6.743567e+02
1.864325e+00	1.456237e+00	6.515899e+01	1.286728e+02
1.830930e+00	1.503033e+00	7.596306e+01	6.544714e+02
1.701236e+00	1.613376e+00	1.722215e+02	3.081544e+02
1.759960e+00	1.555306e+00	6.009850e+02	2.050532e+03
1.798657e+00	1.512840e+00	5.183950e+02	3.751904e+02
1.846943e+00	1.497485e+00	5.286318e+02	7.470819e+01
1.690818e+00	1.608483e+00	5.748106e+02	9.560600e+02
1.698791e+00	1.569172e+00	7.531502e+02	2.117168e+03
1.677540e+00	1.651676e+00	1.094802e+02	4.361893e+02
1.777721e+00	1.511019e+00	5.795008e+02	3.298804e+02
1.768145e+00	1.544154e+00	1.753084e+02	8.539875e+02
1.752587e+00	1.612599e+00	3.444923e+02	2.210678e+02
1.980489e+00	1.405973e+00	3.952724e+01	3.775600e+03
1.743589e+00	1.597474e+00	6.731934e+02	7.158369e+02
1.749128e+00	1.525563e+00	6.716711e+01	5.216469e+02
1.650196e+00	1.639389e+00	1.839917e+03	7.605739e+02
1.834321e+00	1.492367e+00	2.608012e+01	2.199017e+03
1.720434e+00	1.609991e+00	1.802053e+03	1.664602e+03
1.738741e+00	1.577271e+00	4.696279e+01	7.988009e+02
1.663581e+00	1.611673e+00	1.916102e+03	9.565471e+01
1.836894e+00	1.456945e+00	3.585580e+02	3.227235e+02
1.707240e+00	1.603517e+00	9.781065e+02	3.029593e+01
1.704843e+00	1.566584e+00	8.041487e+02	3.388517e+01
1.737941e+00	1.539426e+00	1.355749e+02	3.609708e+02
1.869063e+00	1.484563e+00	7.610793e+01	4.106146e+02
1.765076e+00	1.512421e+00	5.124331e+01	2.899252e+02
1.828103e+00	1.520028e+00	7.249881e+01	1.115336e+03
1.825224e+00	1.483279e+00	4.586007e+02	2.407252e+03
1.666494e+00	1.581102e+00	1.122348e+02	4.437649e+02
1.823059e+00	1.461897e+00	7.538885e+00	1.966189e+03
1.755212e+00	1.523477e+00	6.651910e+02	2.116479e+02
1.779230e+00	1.522446e+00	1.255681e+02	1.925902e+02
1.719259e+00	1.558785e+00	5.891031e+02	2.905760e+03
1.731524e+00	1.591548e+00	1.666697e+02	4.270940e+02
2.100184e+00	1.306975e+00	2.942007e+02	4.241008e+02
1.659711e+00	1.640293e+00	4.256030e+01	2.440102e+02
1.715802e+00	1.553682e+00	5.403006e+02	3.181784e+02
1.880745e+00	1.480785e+00	2.500168e+02	3.246584e+02
1.818649e+00	1.502305e+00	2.642121e+02	1.484649e+02
1.783420e+00	1.493227e+00	3.593584e+02	1.931148e+03
1.709855e+00	1.624222e+00	2.109626e+02	3.788732e+02
1.746373e+00	1.621780e+00	1.180258e+02	8.949862e+02
1.635851e+00	1.631084e+00	2.357990e+03	3.937015e+02
1.870776e+00	1.432996e+00	1.321051e+03	5.535491e+02
1.748796e+00	1.542725e+00	3.702006e+01	7.458915e+02
1.719320e+00	1.598133e+00	7.786155e+02	5.164360e+02
1.955203e+00	1.401501e+00	5.792978e+01	1.462216e+02
1.720947e+00	1.590797e+00	3.005461e+02	2.161557e+02
1.734638e+00	1.568046e+00	1.861949e+03	3.359345e+02
2.015962e+00	1.372498e+00	1.525110e+02	6.929082e+00
1.786017e+00	1.559388e+00	3.356334e+02	2.351579e+02
1.846082e+00	1.460632e+00	6.361280e+01	6.271369e+02
1.747034e+00	1.609241e+00	2.650394e+02	2.800501e+02
1.780178e+00	1.526615e+00	2.835960e+02	3.094687e+02
1.649637e+00	1.642413e+00	1.488538e+02	3.238635e+01
1.828274e+00	1.457688e+00	2.621820e+01	6.774655e+02
1.792440e+00	1.527414e+00	2.479250e+03	4.050984e+02
1.832541e+00	1.465025e+00	8.509717e+01	4.609790e+02
1.867376e+00	1.464587e+00	1.579827e+01	5.146753e+02
1.815174e+00	1.513560e+00	4.809413e+02	2.064044e+03
1.806822e+00	1.518712e+00	1.637648e+02	3.033375e+02
1.677213e+00	1.634038e+00	1.049727e+03	7.019414e+02
1.731314e+00	1.536502e+00	1.957607e+01	4.988653e+02
1.652832e+00	1.636815e+00	9.052330e+02	3.992758e+02
1.694446e+00	1.676688e+00	9.971628e+02	1.484197e+02
1.720698e+00	1.586657e+00	9.657719e+02	1.534719e+02
1.644894e+00	1.632023e+00	6.938416e+02	2.329496e+03
1.720474e+00	1.556610e+00	7.219315e+02	3.159334e+02
1.696656e+00	1.627739e+00	1.208166e+03	1.702512e+03
1.720724e+00	1.578788e+00	2.473907e+02	2.516375e+02
1.647162e+00	1.620454e+00	2.804588e+01	6.946270e+02
1.785735e+00	1.503523e+00	1.297230e+02	2.512382e+02
1.805491e+00	1.507699e+00	2.896526e+01	2.168189e+02
1.757135e+00	1.568445e+00	4.222839e+02	2.591381e+02
1.653792e+00	1.653124e+00	2.885169e+02	8.141288e+01
1.808628e+00	1.494060e+00	1.751253e+03	3.119225e+02
1.666583e+00	1.614122e+00	7.367894e+01	3.865061e+02
1.752466e+00	1.583196e+00	7.590463e+01	7.772914e+02
1.728506e+00	1.569403e+00	1.651672e+01	4.012960e+02
1.735981e+00	1.608200e+00	3.289944e+02	2.263347e+02
1.671500e+00	1.625963e+00	8.884228e+02	4.851182e+02
1.782156e+00	1.492710e+00	1.309295e+02	3.132681e+02
1.755977e+00	1.545348e+00	1.384008e+02	3.636147e+02
1.998991e+00	1.378758e+00	5.642200e+00	3.871144e+02
1.914681e+00	1.411327e+00	1.617801e+02	4.281755e+02
1.725889e+00	1.574067e+00	1.003259e+01	2.797000e+02
1.804615e+00	1.518154e+00	1.297335e+03	2.917361e+02
1.675517e+00	1.589417e+00	2.360517e+02	4.216719e+02
1.905779e+00	1.428016e+00	3.682808e+02	1.373615e+02
1.799855e+00	1.544604e+00	1.749354e+02	2.964612e+02
1.674020e+00	1.599556e+00	3.173778e+03	5.846573e+02
1.664423e+00	1.600023e+00	2.853645e+02	4.595206e+02
1.872405e+00	1.429115e+00	2.755992e+02	4.856196e+02
1.883754e+00	1.442937e+00	1.321051e+03	5.535491e+02
1.672985e+00	1.635100e+00	2.403893e+03	2.085846e+02
1.712965e+00	1.555552e+00	2.116181e+02	5.216547e+01
1.879119e+00	1.435363e+00	2.582222e+00	8.681043e+02
1.748317e+00	1.540699e+00	1.866065e+02	2.861756e+02
1.720289e+00	1.591384e+00	2.326606e+02	4.227744e+02
1.776090e+00	1.546045e+00	1.929713e+02	8.769798e+01
1.743207e+00	1.524965e+00	6.577736e+01	2.525870e+02
1.992009e+00	1.406370e+00	1.080488e+02	1.614458e+02
1.663873e+00	1.576976e+00	3.026965e+02	5.112658e+02
1.769545e+00	1.475310e+00	1.287218e+02	8.545160e+02
1.783326e+00	1.565382e+00	3.418236e+02	2.152924e+02
1.903196e+00	1.465002e+00	2.278699e+02	1.087492e+03
1.676381e+00	1.607993e+00	1.565384e+03	2.402123e+02
1.714080e+00	1.581451e+00	7.391962e+01	1.864100e+02
1.663791e+00	1.596121e+00	2.926952e+02	7.688029e+02
1.710069e+00	1.614325e+00	9.346603e+01	1.105993e+03
1.718676e+00	1.612061e+00	1.137304e+02	2.744485e+02
1.848325e+00	1.471063e+00	1.114674e+02	5.970649e+02
1.719200e+00	1.656459e+00	4.762919e+01	6.978463e+02
1.837464e+00	1.507360e+00	1.024891e+02	3.115429e+02
1.836484e+00	1.452129e+00	1.219684e+02	1.162578e+03
1.704850e+00	1.640687e+00	1.102055e+02	5.878042e+02
1.645233e+00	1.637319e+00	3.296172e+02	2.659177e+02
1.764039e+00	1.559550e+00	7.968876e+02	1.869180e+01
