# m1_source_msun	m2_source_msun	lambda_1	lambda_2  (run C01:IMRPhenomPv2_NRTidal:LowSpin)
1.677397e+00	1.592648e+00	3.112745e+02	4.760038e+01
1.801770e+00	1.525732e+00	1.035422e+03	1.993904e+03
1.670511e+00	1.616098e+00	3.276454e+02	4.004289e+01
1.876179e+00	1.435202e+00	2.220398e+02	6.816081e+02
1.813738e+00	1.509700e+00	2.091225e+02	1.354719e+02
1.692319e+00	1.598308e+00	1.332306e+03	3.306346e+02
1.882226e+00	1.490151e+00	1.535573e+03	1.258426e+03
1.836203e+00	1.503089e+00	1.839243e+03	7.462135e+02
1.676006e+00	1.611561e+00	1.486604e+03	4.830336e+02
1.757298e+00	1.528864e+00	8.543228e+01	2.441434e+02
1.678564e+00	1.612435e+00	4.817200e+02	4.685549e+02
1.742249e+00	1.533342e+00	1.147188e+02	7.256273e+02
1.702475e+00	1.627654e+00	3.363807e+02	1.163769e+02
1.761585e+00	1.552138e+00	7.942211e+02	6.086831e+02
1.707543e+00	1.594352e+00	8.871881e+02	1.721106e+02
1.987472e+00	1.400393e+00	3.560571e+02	5.117067e+02
1.773047e+00	1.584680e+00	3.325951e+02	9.557751e+01
1.738761e+00	1.514277e+00	5.826835e+02	1.872007e+02
1.699571e+00	1.563511e+00	2.860657e+02	4.077827e+02
1.846348e+00	1.494093e+00	1.761389e+02	5.846288e+02
1.691436e+00	1.568643e+00	1.839655e+03	9.798766e+02
1.717395e+00	1.550432e+00	1.267665e+03	4.727075e+02
1.937615e+00	1.407915e+00	5.050603e+02	4.513135e+03
1.800659e+00	1.473908e+00	1.406639e+01	1.684358e+03
1.879865e+00	1.497187e+00	1.801809e+02	3.849264e+03
1.832228e+00	1.573146e+00	7.474450e+02	6.271731e+01
1.702230e+00	1.566923e+00	4.364965e+02	6.881765e+02
1.787732e+00	1.496657e+00	5.001229e+02	1.673178e+02
1.861750e+00	1.454631e+00	4.849415e+01	3.266031e+02
1.684074e+00	1.575255e+00	5.593109e+02	4.867022e+02
1.913462e+00	1.420433e+00	1.512962e+02	1.003930e+03
1.688342e+00	1.647047e+00	4.115021e+02	2.665957e+01
1.689495e+00	1.600756e+00	9.078315e+01	2.377747e+03
1.827926e+00	1.532084e+00	8.601570e+02	2.075174e+03
1.760187e+00	1.577592e+00	2.357031e+01	1.284343e+03
1.781343e+00	1.580619e+00	4.270210e+02	6.011700e+02
1.725030e+00	1.607964e+00	5.811869e+02	1.517168e+03
1.747672e+00	1.561155e+00	6.471422e+02	3.052957e+02
1.741936e+00	1.558071e+00	2.934486e+02	9.205699e+01
1.754893e+00	1.520826e+00	2.078718e+03	5.089195e+02
1.741048e+00	1.527443e+00	1.875518e+03	1.595813e+03
1.835703e+00	1.460865e+00	5.325639e+02	2.085540e+01
1.802982e+00	1.523403e+00	1.971633e+02	2.241450e+02
1.706157e+00	1.560338e+00	8.430045e+02	1.970945e+03
1.649341e+00	1.626103e+00	2.935988e+02	6.676152e+02
1.889253e+00	1.424199e+00	2.466458e+02	2.496657e+03
1.766494e+00	1.512814e+00	1.285327e+03	2.174698e+03
1.685592e+00	1.627711e+00	8.757376e+02	9.293631e+01
1.838282e+00	1.462899e+00	2.251287e+01	2.499793e+01
1.707889e+00	1.638712e+00	4.838864e+01	1.690444e+02
1.741416e+00	1.545815e+00	7.921191e+02	9.144958e+01
1.749464e+00	1.518149e+00	6.318485e+02	1.245349e+02
1.659905e+00	1.644449e+00	6.579928e+01	9.172434e+02
1.710748e+00	1.587274e+00	2.477280e+01	2.481734e+03
1.824802e+00	1.463404e+00	4.295802e+02	2.689603e+02
1.688449e+00	1.576132e+00	8.060181e+01	5.843587e+02
1.787638e+00	1.513779e+00	2.741824e+01	6.023287e+02
1.815053e+00	1.487261e+00	1.115218e+01	3.770476e+03
1.687990e+00	1.648639e+00	1.860939e+03	6.912523e+02
1.815483e+00	1.491295e+00	5.957360e+02	2.713895e+03
1.685072e+00	1.589058e+00	1.961002e+02	9.215293e+02
1.643914e+00	1.627632e+00	1.530891e+03	6.252700e+02
1.849646e+00	1.485738e+00	3.456686e+02	1.238708e+02
1.746873e+00	1.570872e+00	7.114278e+02	2.176093e+03
1.703948e+00	1.587799e+00	5.640617e+02	3.806262e+03
1.712995e+00	1.556610e+00	5.740017e+01	4.621486e+02
1.720816e+00	1.559671e+00	7.338111e+02	6.382313e+02
1.867818e+00	1.484201e+00	2.068202e+01	1.211986e+03
1.810294e+00	1.499530e+00	1.053536e+02	6.533900e+02
1.657196e+00	1.638733e+00	1.443510e+03	1.996204e+03
1.916817e+00	1.428381e+00	6.132896e+02	1.404046e+03
1.721631e+00	1.597777e+00	2.728081e+02	1.361693e+02
1.818548e+00	1.532738e+00	7.196483e+02	1.854810e+03
1.929497e+00	1.387257e+00	1.040152e+02	3.472507e+02
1.753910e+00	1.573314e+00	6.249053e+02	6.496346e+02
1.720830e+00	1.567177e+00	2.600868e+02	2.051787e+03
1.772137e+00	1.506563e+00	1.064991e+03	9.008421e+02
1.664615e+00	1.626298e+00	3.962327e+02	4.540551e+01
1.752444e+00	1.549051e+00	6.154191e+02	2.520164e+02
1.685894e+00	1.568601e+00	3.170240e+02	7.344516e+01
1.736536e+00	1.566136e+00	7.607006e+02	4.685964e+02
1.782087e+00	1.571809e+00	2.835271e+02	4.196599e+02
1.709559e+00	1.565963e+00	6.531404e+01	3.702608e+02
1.652850e+00	1.628513e+00	2.316688e+02	2.544424e+02
1.661919e+00	1.631677e+00	3.547238e+02	5.528781e+02
1.898869e+00	1.480110e+00	2.504959e+02	2.986356e+02
1.800266e+00	1.469087e+00	6.204511e+01	5.188802e+02
1.710177e+00	1.574735e+00	4.524032e+02	7.144693e+02
1.812996e+00	1.464080e+00	2.183506e+02	6.410254e+02
1.725462e+00	1.552659e+00	5.434236e+02	2.436860e+02
1.797041e+00	1.471773e+00	4.732693e+02	2.843395e+02
1.839059e+00	1.517484e+00	3.779695e+02	2.013908e+03
1.651794e+00	1.628475e+00	2.228803e+02	6.334757e+02
1.822310e+00	1.479905e+00	2.896987e+02	6.688667e+02
1.741065e+00	1.591000e+00	1.822390e+02	1.225809e+01
1.652452e+00	1.641436e+00	2.805022e+03	6.796854e+01
1.714584e+00	1.624519e+00	3.932001e+02	8.079214e+01
1.803781e+00	1.499828e+00	3.359876e+02	2.272585e+02
1.769821e+00	1.558212e+00	2.601514e+02	1.339270e+02
1.901768e+00	1.396086e+00	8.896308e+00	1.633207e+02
1.744169e+00	1.535991e+00	2.188219e+02	8.416385e+02
1.777613e+00	1.528451e+00	1.771506e+01	1.645751e+02
1.768999e+00	1.495606e+00	1.041121e+02	1.245540e+03
1.735000e+00	1.597284e+00	5.901177e+02	2.465192e+03
1.789122e+00	1.523230e+00	2.113556e+02	2.730967e+03
1.710672e+00	1.630575e+00	1.089487e+03	2.525941e+03
1.765861e+00	1.500992e+00	8.875467e+02	2.597788e+02
1.841790e+00	1.527248e+00	3.081388e+02	3.625438e+01
2.004407e+00	1.368883e+00	1.479454e+02	1.024723e+03
1.736109e+00	1.578815e+00	1.395571e+03	7.668976e+01
1.679653e+00	1.596314e+00	6.477149e+00	2.066301e+02
1.780203e+00	1.502425e+00	1.891047e+02	5.556203e+02
1.865846e+00	1.455681e+00	3.630318e+02	4.190376e+02
1.830959e+00	1.511285e+00	9.327869e+02	4.095134e+02
1.766063e+00	1.550086e+00	5.068322e+01	4.067328e+02
1.751837e+00	1.520665e+00	1.963881e+02	3.187389e+02
1.790445e+00	1.538735e+00	2.544225e+02	1.786379e+02
1.665466e+00	1.634001e+00	8.527219e+02	1.752315e+02
1.744814e+00	1.578410e+00	8.384275e+00	3.699424e+02
1.646886e+00	1.614164e+00	9.961437e+02	1.105385e+01
1.856699e+00	1.513945e+00	1.435300e+03	5.642243e+02
1.817008e+00	1.496514e+00	3.594452e+01	1.548448e+03
1.698851e+00	1.583880e+00	1.480052e+03	9.317802e+02
1.738461e+00	1.605255e+00	6.999778e+02	5.321746e+02
1.835064e+00	1.475381e+00	2.406741e+02	5.080175e+01
1.759357e+00	1.512113e+00	2.710990e+02	4.375736e+02
1.663124e+00	1.639390e+00	2.413117e+03	3.123614e+02
1.721767e+00	1.619364e+00	5.016170e+02	1.677217e+03
1.679288e+00	1.567352e+00	2.103143e+02	3.340698e+02
1.801122e+00	1.516907e+00	2.318605e+02	4.322439e+02
1.682557e+00	1.604684e+00	5.227115e+02	1.941476e+03
1.752710e+00	1.594381e+00	8.174326e+02	3.784119e+02
1.764195e+00	1.546149e+00	4.950205e+02	2.411166e+03
1.731011e+00	1.600609e+00	1.059125e+03	7.395890e+02
1.824004e+00	1.535877e+00	1.796385e+02	1.121349e+03
1.709295e+00	1.635800e+00	3.222891e+02	2.062725e+03
1.777240e+00	1.539192e+00	2.224672e+02	3.437213e+02
1.710894e+00	1.552680e+00	2.159234e+03	1.645596e+03
1.827714e+00	1.533747e+00	5.539288e+02	1.832808e+02
1.683779e+00	1.652819e+00	8.476336e+02	1.221494e+03
1.700755e+00	1.564638e+00	3.496171e+02	1.287651e+02
1.739159e+00	1.535161e+00	5.082322e+02	2.498896e+03
1.663571e+00	1.654328e+00	8.888391e+02	7.278246e+02
1.801594e+00	1.524256e+00	4.011136e+02	2.366772e+02
1.843494e+00	1.519484e+00	4.925821e+02	6.664001e+01
1.696106e+00	1.634710e+00	1.833038e+02	3.833704e+02
1.745866e+00	1.537387e+00	2.014298e+02	4.779253e+01
1.763968e+00	1.504474e+00	2.574610e+02	3.292221e+02
1.914283e+00	1.483730e+00	2.729371e+02	1.451012e+02
1.722986e+00	1.580651e+00	8.414819e+01	1.547568e+02
1.773670e+00	1.554462e+00	3.772109e+02	3.182331e+01
1.721938e+00	1.582348e+00	9.903428e+02	1.753944e+03
1.744063e+00	1.546183e+00	6.913690e+01	5.557505e+02
1.738037e+00	1.572690e+00	4.361616e+01	1.558060e+03
1.679943e+00	1.625379e+00	1.875310e+03	2.950052e+02
1.901176e+00	1.448022e+00	3.191694e+02	3.400451e+02
1.784400e+00	1.518881e+00	4.315189e+02	2.720111e+02
1.665378e+00	1.656933e+00	2.424732e+02	2.496965e+02
1.842797e+00	1.452813e+00	1.127207e+02	5.407964e+02
1.758577e+00	1.577174e+00	1.803361e+02	6.864713e+02
1.744361e+00	1.603615e+00	5.344046e+02	4.761300e+02
1.795749e+00	1.571595e+00	7.374263e+02	9.629804e+01
1.773039e+00	1.521458e+00	7.009203e+01	2.252927e+02
1.665263e+00	1.595510e+00	1.027568e+02	1.430070e+03
1.710663e+00	1.556366e+00	3.632524e+01	1.898195e+03
1.922851e+00	1.435958e+00	6.998960e+01	3.840343e+02
1.723873e+00	1.556606e+00	5.806077e+02	4.540861e+02
1.758397e+00	1.588571e+00	7.534179e+01	1.239544e+03
1.809241e+00	1.532536e+00	1.894893e+03	3.240769e+02
1.752052e+00	1.518867e+00	9.739860e+02	7.451631e+00
1.688365e+00	1.588274e+00	3.032863e+02	5.287866e+02
1.800892e+00	1.489138e+00	1.114682e+03	3.466080e+03
1.701327e+00	1.645834e+00	1.002310e+01	5.062816e+02
1.924085e+00	1.454076e+00	4.211259e+01	1.086693e+03
1.712860e+00	1.583739e+00	8.074137e+02	3.391322e+02
1.765425e+00	1.534533e+00	3.251899e+02	4.211960e+01
1.662151e+00	1.613107e+00	5.059177e+02	5.256484e+02
1.717377e+00	1.594185e+00	2.669315e+02	2.895643e+02
1.675431e+00	1.599722e+00	8.868419e+00	3.391941e+02
1.816919e+00	1.554624e+00	7.443892e+01	3.393873e+02
1.802578e+00	1.496035e+00	1.196392e+02	4.622318e+02
1.666457e+00	1.622168e+00	7.068128e+02	2.372120e+01
1.680073e+00	1.599412e+00	1.725509e+02	7.104034e+02
1.744443e+00	1.570766e+00	4.540854e+01	3.065359e+03
1.697184e+00	1.570357e+00	6.909147e+02	1.033618e+03
1.828998e+00	1.506226e+00	6.160797e+02	1.993930e+02
1.785574e+00	1.514051e+00	5.669011e+02	3.837574e+00
1.794901e+00	1.487554e+00	2.208901e+01	1.361567e+03
1.691331e+00	1.635200e+00	4.078978e+02	8.298954e+01
1.775779e+00	1.513665e+00	3.407950e+02	5.002542e+02
1.664393e+00	1.640393e+00	2.153116e+02	6.592859e+02
1.714103e+00	1.576778e+00	4.320122e+02	2.106323e+02
1.714845e+00	1.648287e+00	4.061161e+02	6.523081e+02
1.795882e+00	1.528804e+00	7.864039e+02	1.138596e+02
1.836649e+00	1.482948e+00	5.274070e+02	2.733125e+03
1.792206e+00	1.547687e+00	2.541255e+02	7.114848e+03
1.713650e+00	1.591071e+00	5.364538e+02	4.035994e+02
1.722320e+00	1.616434e+00	3.403765e+02	1.014934e+03
1.706787e+00	1.576488e+00	2.490054e+02	4.613005e+02
1.655583e+00	1.600569e+00	2.121206e+03	3.444180e+02
1.952103e+00	1.396085e+00	2.217959e+02	7.357356e+02
1.771841e+00	1.574129e+00	2.044575e+03	7.830838e+02
1.651537e+00	1.648022e+00	1.706481e+03	6.743179e+02
1.769437e+00	1.553014e+00	1.670401e+02	2.187557e+01
1.683008e+00	1.647456e+00	1.489912e+03	4.919690e+01
1.702271e+00	1.553309e+00	2.715037e+01	4.428527e+02
1.746775e+00	1.541886e+00	1.160544e+02	4.667566e+02
1.788498e+00	1.564855e+00	1.606410e+02	7.244197e+02
1.695475e+00	1.582765e+00	1.863141e+02	9.226260e+02
1.668663e+00	1.636243e+00	6.755189e+01	1.737104e+03
1.702917e+00	1.610262e+00	8.952305e+02	4.879958e+02
1.830129e+00	1.465004e+00	5.028469e+02	3.815496e+02
1.685923e+00	1.587418e+00	2.901305e+02	3.524814e+02
1.693000e+00	1.582649e+00	2.729610e+02	7.266870e+02
1.908458e+00	1.439849e+00	1.616982e+02	1.026180e+03
2.085116e+00	1.330325e+00	3.475488e+02	1.342113e+02
1.677530e+00	1.647406e+00	1.119299e+03	3.971638e+02
1.663774e+00	1.629953e+00	4.811848e+02	3.513512e+02
1.774208e+00	1.517673e+00	1.456108e+02	3.277834e+02
1.737717e+00	1.519773e+00	2.057065e+02	9.504111e+02
1.916304e+00	1.457834e+00	2.078846e+02	4.438198e+01
1.772886e+00	1.562808e+00	6.047320e+02	5.364634e+01
1.698514e+00	1.616951e+00	2.383171e+02	5.877884e+02
1.748095e+00	1.545822e+00	5.895446e+01	4.970512e+02
1.745187e+00	1.540745e+00	9.832960e+01	4.805521e+02
1.716059e+00	1.598859e+00	3.559213e+02	2.930000e+03
1.704029e+00	1.603576e+00	5.433182e+01	5.322619e+02
1.738539e+00	1.520506e+00	2.009165e+02	5.846263e+02
1.949964e+00	1.387687e+00	6.020526e+02	1.205847e+03
1.666299e+00	1.601462e+00	3.406227e+02	3.487265e+02
1.737792e+00	1.507240e+00	1.722983e+02	6.864628e+02
1.711738e+00	1.598232e+00	4.896936e+02	5.049174e+02
1.740959e+00	1.578626e+00	1.671775e+02	1.075659e+02
1.716575e+00	1.648626e+00	5.435674e+02	2.074215e+02
1.654922e+00	1.618533e+00	2.166495e+02	1.567209e+03
1.740640e+00	1.582209e+00	1.812639e+02	5.502404e+02
1.712942e+00	1.546836e+00	1.755266e+03	1.286305e+03
1.759518e+00	1.509820e+00	1.484431e+03	2.736062e+03
1.662463e+00	1.640940e+00	2.346242e+02	9.525306e+02
1.826531e+00	1.433280e+00	3.217089e+01	5.206200e+02
1.769754e+00	1.533946e+00	7.954632e+02	2.102653e+02
1.708071e+00	1.587079e+00	1.032832e+03	1.252823e+02
1.821172e+00	1.481932e+00	1.404526e+02	4.992888e+02
1.703314e+00	1.588771e+00	7.501038e+02	1.788756e+02
1.810783e+00	1.523043e+00	4.758852e+02	2.510458e+02
1.647890e+00	1.623635e+00	1.209691e+03	1.727642e+03
1.819347e+00	1.535891e+00	1.278326e+02	1.917146e+02
1.738372e+00	1.529832e+00	3.823304e+02	1.743196e+03
1.731711e+00	1.539737e+00	3.506453e+01	2.005530e+02
1.757298e+00	1.527630e+00	2.301594e+02	6.096084e+02
1.727282e+00	1.589538e+00	7.569331e+02	1.281371e+01
1.855917e+00	1.433586e+00	8.062089e+02	8.112205e+03
1.744159e+00	1.568639e+00	1.392887e+03	1.648058e+03
1.888780e+00	1.475060e+00	2.122550e+02	6.278013e+02
1.632203e+00	1.625601e+00	1.137487e+03	2.634245e+02
1.760075e+00	1.522990e+00	3.841550e+02	3.823117e+02
1.749775e+00	1.584538e+00	2.791068e+02	8.721110e+00
1.693210e+00	1.624712e+00	8.474000e+02	2.210818e+03
1.728345e+00	1.560588e+00	3.754398e+00	2.449164e+02
1.838183e+00	1.501919e+00	1.707688e+02	6.226292e+01
1.695660e+00	1.640551e+00	1.005402e+03	1.084658e+03
1.707958e+00	1.570828e+00	3.474443e+02	2.245885e+03
1.711372e+00	1.628008e+00	9.894102e+02	6.579151e+02
1.786494e+00	1.504545e+00	1.724479e+02	6.096884e+02
1.771542e+00	1.596657e+00	2.703404e+02	3.158105e+02
1.844076e+00	1.469216e+00	1.230044e+03	3.934866e+02
1.692890e+00	1.649592e+00	4.245449e+02	5.757495e+02
1.801458e+00	1.521362e+00	1.956516e+02	4.707416e+02
1.693128e+00	1.582339e+00	1.817076e+02	2.867415e+02
1.757667e+00	1.585695e+00	4.380788e+01	1.057484e+03
1.754924e+00	1.587580e+00	6.602289e+01	3.291510e+02
1.745187e+00	1.532106e+00	1.577488e+02	6.600868e+02
2.020306e+00	1.342758e+00	7.815334e+01	1.613915e+03
1.822900e+00	1.466937e+00	1.809826e+02	1.217814e+03
1.770717e+00	1.502566e+00	9.926821e+02	1.017246e+01
1.981875e+00	1.386563e+00	2.817910e+02	1.996768e+02
1.727084e+00	1.596207e+00	1.597517e+02	2.536779e+02
1.662703e+00	1.636292e+00	3.062918e+02	6.747734e+02
1.849642e+00	1.490912e+00	2.631453e+02	2.574793e+02
1.752861e+00	1.548932e+00	5.731353e+02	6.544271e+02
1.826424e+00	1.545978e+00	3.368330e+01	2.267020e+02
1.804178e+00	1.516714e+00	3.707788e+02	1.226594e+02
1.742561e+00	1.559875e+00	5.719268e+02	1.478615e+03
1.648628e+00	1.604870e+00	1.122386e+03	6.282523e+02
1.740719e+00	1.573427e+00	5.952975e+01	5.599707e+02
1.797908e+00	1.568639e+00	3.503310e+02	6.939736e+02
1.813063e+00	1.455333e+00	1.729072e+01	2.484428e+02
1.784187e+00	1.562161e+00	6.767019e+01	6.175873e+02
1.949766e+00	1.417922e+00	2.676946e+01	9.371865e+02
1.792414e+00	1.537161e+00	4.854403e+02	5.769921e+01
1.682133e+00	1.572454e+00	6.310674e+02	1.213941e+02
1.780060e+00	1.518966e+00	5.789563e+02	1.481889e+02
1.863129e+00	1.470478e+00	5.566811e+01	4.569780e+00
1.727955e+00	1.604765e+00	6.010323e+02	1.749115e+01
1.900467e+00	1.411578e+00	3.143643e+02	7.099496e+01
1.867416e+00	1.460684e+00	1.625043e+02	7.776525e+01
1.765935e+00	1.532477e+00	2.741566e+02	5.897254e+02
1.682859e+00	1.650089e+00	6.610124e+02	8.538703e+02
1.691300e+00	1.608099e+00	4.945569e+02	1.034995e+02
1.700519e+00	1.598298e+00	2.270733e+03	4.206461e+02
1.725670e+00	1.599995e+00	1.805024e+03	9.099901e+02
1.769787e+00	1.501146e+00	1.228262e+02	1.618983e+03
1.662292e+00	1.640176e+00	1.195939e+02	2.694554e+03
1.746262e+00	1.544235e+00	3.645086e+02	1.361275e+02
1.990488e+00	1.360726e+00	5.099793e+02	1.699501e+03
1.688599e+00	1.595141e+00	3.867624e+02	3.973658e+02
1.750135e+00	1.588459e+00	1.401979e+02	9.538509e+02
1.721259e+00	1.627068e+00	9.766537e+02	1.190804e+02
1.820067e+00	1.501717e+00	2.558258e+02	5.794261e+02
1.852412e+00	1.502332e+00	3.242998e+01	6.558378e+02
1.676040e+00	1.588226e+00	7.266176e+01	3.447076e+02
1.697597e+00	1.553263e+00	4.065446e+02	2.614513e+03
1.802747e+00	1.544561e+00	4.289407e+01	9.091288e+02
1.800228e+00	1.513935e+00	2.035659e+02	9.776403e+02
1.955251e+00	1.420834e+00	2.355653e+02	1.408384e+03
1.727716e+00	1.602705e+00	6.062139e+02	3.518924e+02
1.668622e+00	1.600869e+00	1.188609e+02	2.230837e+03
1.805955e+00	1.529830e+00	2.751251e+02	7.569250e+02
1.705263e+00	1.614571e+00	3.527836e+02	8.411581e+02
1.782858e+00	1.554905e+00	3.009846e+01	5.797127e+02
1.693110e+00	1.618715e+00	7.042350e+02	4.243461e+02
1.715989e+00	1.541866e+00	1.205417e+02	9.736315e+02
2.000943e+00	1.331238e+00	1.814675e+02	7.831049e+02
1.785330e+00	1.546233e+00	1.101587e+02	3.471369e+02
1.820070e+00	1.457003e+00	8.454178e+01	3.988322e+02
1.715741e+00	1.556969e+00	4.768729e+01	3.388393e+02
1.660861e+00	1.658188e+00	4.803852e+02	1.521920e+03
1.710570e+00	1.596550e+00	4.878380e+00	4.500308e+02
1.811123e+00	1.544071e+00	3.120865e+02	1.857589e+02
1.867773e+00	1.492823e+00	3.577952e+02	2.403344e+03
1.736447e+00	1.627692e+00	5.525799e+02	1.769579e+03
1.909081e+00	1.444228e+00	1.123435e+02	1.569294e+02
1.697078e+00	1.616867e+00	4.235422e+02	8.719157e+01
1.747349e+00	1.614526e+00	8.863414e+02	3.032786e+02
1.811684e+00	1.542976e+00	5.846827e+02	3.961842e+02
1.803226e+00	1.493864e+00	1.368603e+02	9.284841e+01
1.654263e+00	1.627625e+00	5.045116e+02	2.469103e+02
1.842646e+00	1.455410e+00	2.118636e+02	1.184392e+03
1.666351e+00	1.606261e+00	7.972289e+00	7.586749e+02
1.711740e+00	1.592605e+00	3.429007e+02	4.035315e+02
1.913524e+00	1.415205e+00	1.888156e+02	3.765605e+02
1.675398e+00	1.625965e+00	6.723871e+02	1.598555e+00
1.719386e+00	1.587971e+00	1.478679e+02	2.396522e+03
1.823983e+00	1.485588e+00	3.308419e+02	1.144540e+01
1.721229e+00	1.595210e+00	4.922323e+02	3.597065e+02
1.811442e+00	1.540324e+00	8.842543e+01	4.708866e+02
1.711156e+00	1.626545e+00	5.865997e+02	1.406824e+02
1.760373e+00	1.532356e+00	1.873703e+02	4.925029e+02
1.692672e+00	1.590401e+00	4.177645e+02	3.098613e+02
1.830894e+00	1.526245e+00	2.007219e+02	6.824953e+02
1.708769e+00	1.605265e+00	8.997005e+01	1.172305e+03
1.941538e+00	1.414968e+00	1.196605e+02	2.573877e+03
1.810259e+00	1.558407e+00	3.078019e+01	7.687432e+02
1.756431e+00	1.523542e+00	4.574021e+02	1.764565e+03
1.935320e+00	1.451645e+00	5.578816e+02	1.422799e+02
1.797441e+00	1.543142e+00	7.813562e+02	3.653059e+01
1.698090e+00	1.627269e+00	3.523957e+02	8.134022e+02
2.088645e+00	1.378182e+00	7.340189e+01	2.799920e+02
1.743668e+00	1.538217e+00	1.588870e+02	3.809868e+02
1.945256e+00	1.422453e+00	7.195933e+02	4.831592e+02
1.748107e+00	1.550618e+00	1.178435e+03	1.138291e+03
1.657729e+00	1.655553e+00	3.264930e+02	1.891283e+02
1.712720e+00	1.622226e+00	3.607279e+02	4.367556e+02
1.690077e+00	1.678953e+00	2.447725e+02	5.699514e+02
1.670805e+00	1.628161e+00	1.014018e+03	9.386506e+01
1.640951e+00	1.638024e+00	6.770113e+02	1.084148e+01
1.677596e+00	1.603054e+00	5.291944e+02	5.147741e+02
1.785962e+00	1.544352e+00	2.526042e+02	2.025131e+02
1.785392e+00	1.543298e+00	1.846166e+02	4.739880e+02
1.920083e+00	1.410026e+00	9.810324e+02	9.648388e+02
1.749604e+00	1.580800e+00	7.140708e+02	5.211613e+02
1.704446e+00	1.616905e+00	1.373936e+02	1.203500e+02
1.721119e+00	1.561346e+00	6.316133e+02	5.456264e+02
1.718821e+00	1.549787e+00	8.113593e+02	1.478193e+02
1.785276e+00	1.565622e+00	1.612349e+03	4.969331e+02
1.689554e+00	1.606338e+00	2.513424e+01	8.656606e+01
1.792623e+00	1.480613e+00	1.631973e+01	8.638892e+02
1.875100e+00	1.430700e+00	1.066260e+02	2.013518e+02
1.709031e+00	1.570972e+00	2.254101e+02	8.383063e+01
1.740503e+00	1.597493e+00	7.354150e+02	5.610576e+02
1.679514e+00	1.595567e+00	2.994600e+02	8.154748e+01
1.713939e+00	1.559241e+00	4.249848e+02	2.008686e+03
1.744545e+00	1.552680e+00	1.970035e+02	2.028508e+00
1.808847e+00	1.538176e+00	3.312507e+02	6.524438e+01
1.712337e+00	1.583273e+00	1.031702e+03	2.414791e+02
1.886301e+00	1.494285e+00	2.947607e+02	2.983816e+02
1.755603e+00	1.559562e+00	6.036843e+02	2.086459e+01
1.753714e+00	1.566324e+00	8.035057e+01	2.560717e+02
1.801119e+00	1.532159e+00	9.865716e+02	3.149482e+03
1.849933e+00	1.448531e+00	4.207862e+01	9.803177e+01
1.744867e+00	1.540734e+00	4.951298e+02	1.553493e+03
1.695909e+00	1.566832e+00	1.590738e+02	2.018465e+02
1.675696e+00	1.665980e+00	1.198384e+02	4.658783e+02
1.798791e+00	1.540170e+00	1.084524e+01	1.549615e+02
1.712639e+00	1.620235e+00	1.364751e+03	2.596361e+03
1.765520e+00	1.516348e+00	6.173323e+01	4.718811e+01
1.790898e+00	1.520834e+00	1.033463e+03	7.478665e+01
1.746958e+00	1.554621e+00	1.735047e+01	4.736391e+02
1.748924e+00	1.540254e+00	1.134676e+02	3.301478e+02
1.649509e+00	1.644906e+00	2.581618e+03	2.664171e+02
1.791739e+00	1.562731e+00	2.141688e+02	1.383631e+02
1.676142e+00	1.594041e+00	8.469401e+01	6.261722e+02
1.770906e+00	1.585078e+00	1.593075e+02	6.074727e+01
1.753983e+00	1.561880e+00	3.081143e+01	7.096983e+02
1.849124e+00	1.462657e+00	6.146273e+01	4.162706e+02
1.820253e+00	1.511749e+00	1.059105e+02	9.290844e+02
1.802983e+00	1.565286e+00	1.497623e+02	3.838994e+02
1.724273e+00	1.588324e+00	3.572538e+02	2.985915e+02
1.688008e+00	1.585843e+00	1.474410e+03	1.683754e+03
1.699490e+00	1.581750e+00	1.045636e+03	7.355463e+02
1.679915e+00	1.592991e+00	7.921296e+01	3.128336e+02
1.743691e+00	1.566354e+00	1.414251e+02	3.843898e+02
1.752570e+00	1.555272e+00	1.798682e+02	6.034943e+02
1.680707e+00	1.586099e+00	7.110769e+02	2.363246e+02
1.812834e+00	1.489140e+00	5.999318e+02	2.326117e+01
1.650473e+00	1.614344e+00	1.977711e+02	6.805274e+02
1.912869e+00	1.462656e+00	6.760842e+01	3.253254e+02
1.737383e+00	1.634440e+00	7.084874e+01	3.494086e+02
1.767033e+00	1.511813e+00	7.900783e+02	1.213084e+02
1.729067e+00	1.581292e+00	1.288888e+02	3.589683e+02
1.812388e+00	1.513900e+00	2.378064e+02	2.891734e+02
1.739374e+00	1.538190e+00	2.094332e+02	3.538810e+02
1.846901e+00	1.488770e+00	1.369035e+02	5.272115e+01
1.706057e+00	1.620970e+00	9.540332e+01	3.326551e+03
1.687765e+00	1.585791e+00	4.177645e+02	3.098613e+02
1.831022e+00	1.535201e+00	2.705982e+02	9.314957e+02
1.780693e+00	1.535881e+00	7.399453e+02	7.299224e+01
1.775784e+00	1.577104e+00	4.595903e+02	4.241807e+02
1.685332e+00	1.602739e+00	2.979441e+02	8.546137e+02
1.824528e+00	1.533498e+00	5.745319e+02	3.746544e+02
1.698892e+00	1.576075e+00	1.486217e+02	1.630253e+02
1.713894e+00	1.565772e+00	1.078383e+03	9.012392e+02
1.667689e+00	1.587147e+00	1.358242e+03	3.040200e+03
1.948769e+00	1.410158e+00	2.671435e+02	1.999075e+02
1.705911e+00	1.566113e+00	6.738682e+01	1.240882e+03
