0.1	0.5	1.8111440542993766e-10	3.3784541933751146e-6	3.6307805e-9
0.1	0.5	2.105348274702881e-10	3.7044291349804483e-6	3.9810717e-9
0.1	0.5	2.4428224109589655e-10	4.061857232670005e-6	4.3651583e-9
0.1	0.5	2.8294718263106253e-10	4.45377359777417e-6	4.7863009e-9
0.1	0.5	3.2719617196433265e-10	4.883506149773408e-6	5.2480746e-9
0.1	0.5	3.7778490794974115e-10	5.35470394877496e-6	5.7543994e-9
0.1	0.5	4.355663501056332e-10	5.871368092886124e-6	6.3095734e-9
0.1	0.5	5.015054917814204e-10	6.437886092298788e-6	6.9183097e-9
0.1	0.5	5.766917460667289e-10	7.059068595148708e-6	7.5857758e-9
0.1	0.5	6.623564021205295e-10	7.740190418044963e-6	8.3176377e-9
0.1	0.5	7.598896346361923e-10	8.487035756487135e-6	9.1201084e-9
0.1	0.5	8.708612104998774e-10	9.305946709115496e-6	1.e-8
0.1	0.5	9.970427890620979e-10	0.000010203877578234066	1.0964782e-8
0.1	0.5	1.1404327270187829e-9	0.00001118845328300711	1.2022644e-8
0.1	0.5	1.303287770454144e-9	0.000012268035803728146	1.3182567e-8
0.1	0.5	1.4881530789494109e-9	0.000013451793629859161	1.4454398e-8
0.1	0.5	1.697897051595891e-9	0.000014749778226025945	1.5848932e-8
0.1	0.5	1.9357577996997066e-9	0.000016173013414284548	1.7378008e-8
0.1	0.5	2.20538676910778e-9	0.000017733586716228543	1.9054607e-8
0.1	0.5	2.510903009024876e-9	0.000019444750907370916	2.0892961e-8
0.1	0.5	2.8583923128353152e-9	0.000021321045973174033	2.2908677e-8
0.1	0.5	3.252378983631543e-9	0.000023378401556810527	2.5118864e-8
0.1	0.5	3.6986525651422564e-9	0.000025634292727614178	2.7542287e-8
0.1	0.5	4.203971849051885e-9	0.000028107878087353345	3.0199517e-8
0.1	0.5	4.77595735560685e-9	0.00003082016754470816	3.3113112e-8
0.1	0.5	5.423189824117206e-9	0.000033794197534348046	3.6307805e-8
0.1	0.5	6.155331102289262e-9	0.0000370552296679275	3.9810717e-8
0.1	0.5	6.98325744416633e-9	0.000040630961326142296	4.3651583e-8
0.1	0.5	7.919202921142923e-9	0.00004455176533953234	4.7863009e-8
0.1	0.5	8.976930922062586e-9	0.000048850945434769706	5.2480746e-8
0.1	0.5	1.2253967717642073e-8	0.00005357381036219784	5.7543994e-8
0.1	0.5	1.1521550889666431e-8	0.00005873403021241253	6.3095734e-8
0.1	0.5	1.304536930267995e-8	0.0000644018870491005	6.9183097e-8
0.1	0.5	1.4765306965801374e-8	0.00007061673583936255	7.5857758e-8
0.1	0.5	1.6704953113072537e-8	0.00007743140411998254	8.3176377e-8
0.1	0.5	1.8890654771550436e-8	0.00008490382280871939	9.1201084e-8
0.1	0.5	2.1355914951884964e-8	0.00009309741917855972	1.e-7
0.1	0.5	2.413743017627644e-8	0.00010208180829531265	1.0964782e-7
0.1	0.5	2.7272286766909017e-8	0.00011193330872447546	1.2022644e-7
0.1	0.5	3.0808053658838314e-8	0.00012273563576943076	1.3182567e-7
0.1	0.5	3.478971715802612e-8	0.000134580557196342	1.4454398e-7
0.1	0.5	3.927891205530819e-8	0.00014756871519254933	1.5848932e-7
0.1	0.5	4.433092931923958e-8	0.00016181044858609194	1.7378008e-7
0.1	0.5	4.9582579983891207e-8	0.00017742870069054287	1.9054607e-7
0.1	0.5	5.547248917995006e-8	0.0001945544234436256	2.0892961e-7
0.1	0.5	6.246003712027309e-8	0.00021333183806814508	2.2908677e-7
0.1	0.5	7.057188482653358e-8	0.0002339209459349565	2.5118864e-7
0.1	0.5	7.971486195016808e-8	0.0002564973782376707	2.7542287e-7
0.1	0.5	9.00302287228175e-8	0.00028125300756899456	3.0199517e-7
0.1	0.5	1.0165720275768214e-7	0.00030839819565614047	3.3113112e-7
0.1	0.5	1.1475814764781745e-7	0.00033816362283094003	3.6307805e-7
0.1	0.5	1.295290617174871e-7	0.00037080230449705815	3.9810717e-7
0.1	0.5	1.4615512901561547e-7	0.00040659155627303684	4.3651583e-7
