8.343871054284432e-31	5.835835808937065e-18	4.7300002441134173e-15
8.343871054284432e-30	5.8655347189062105e-18	4.7600002456617044e-15
8.343871054284432e-29	6.05115290621337e-18	4.9100002534031456e-15
9.996122748202141e-28	8.612683891052157e-18	6.9900003607511158e-15
1.1565761857423964e-26	1.21765530873496e-17	9.900000510935058e-15
1.404413939830053e-25	3.3485520990211404e-17	2.7200001403781171e-14
4.808052429300533e-24	1.5740422283647048e-16	1.2700000655441942e-13
1.569639109221824e-22	8.538436616129294e-16	6.9300003576545405e-13
8.049770252767079e-21	7.751415501946941e-15	6.2950003248824421e-12
4.10419320769159e-20	1.946763548477479e-14	1.5810000815947805e-11
2.0083119339569756e-19	4.8906679991690134e-14	3.9720002049933392e-11
9.508708498496416e-19	1.228049927224161e-13	9.9760005148573874e-11
4.350378710085328e-18	3.085716745794204e-13	2.5060001293336623e-10
1.9149597132506253e-17	7.751415501946943e-13	6.2940003248308334e-10
8.058857637083626e-17	1.946763548477479e-12	1.5810000815947802e-9
3.2309781874560803e-16	4.891410471918242e-12	3.9720002049933386e-9
4.344595829156616e-16	6.157326509353063e-12	5.0000002580480085e-9
1.1854905903859565e-15	1.2287923999733896e-11	9.9760005148573876e-9
3.1665403713932896e-15	2.4516450179529502e-11	1.9900001027031074e-8
8.310826020406077e-15	4.8921529446674714e-11	3.9720002049933388e-8
2.1512317054808573e-14	9.76351665235654e-11	7.9240004089544844e-8
5.515216154297313e-14	1.9482484939759362e-10	1.5810000815947804e-7
7.218687650726471e-14	2.453129963451408e-10	1.9900001027031077e-7
1.345759004695974e-13	3.8883297877103577e-10	3.1550001628282932e-7
2.5023351904383703e-13	6.163266291346893e-10	5.0000002580480091e-7
3.411073622093111e-13	7.758840229439226e-10	6.294000324830834e-7
4.1603697652847925e-13	9.770941379848826e-10	7.9240004089544857e-7
5.667223310137743e-13	1.2302773454718469e-9	9.9760005148573873e-7
1.0508320773316629e-12	1.9497334394743934e-9	1.5810000815947801e-6
1.946352495435061e-12	3.0916565277880335e-9	2.5060001293336617e-6
3.6035609444345243e-12	4.9010626176582146e-9	3.972000204993339e-6
4.677524545481035e-12	6.171433491588408e-9	5.0000002580480093e-6
6.362821273277098e-12	7.766264956931515e-9	6.2940003248308336e-6
8.657798876128797e-12	9.785790834833398e-9	7.9240004089544855e-6
1.177229331916368e-11	1.231762290970304e-8	9.9760005148573869e-6
1.6010318914062605e-11	1.5517680458878456e-8	0.000012560000648216598
2.0677929949380127e-11	1.9534458032205366e-8	0.000015810000815947806
2.812132383047941e-11	2.459812218194465e-8	0.000019900001027031073
3.823310419725579e-11	3.0975963097818624e-8	0.000025060001293336617
4.9146226635582265e-11	3.900951824447244e-8	0.000031550001628282939
6.682531976050175e-11	4.9129421816458725e-8	0.000039720002049933376
9.087384316547402e-11	6.18628294657298e-8	0.000050000002580480082
1.2350581412034878e-10	7.788539139408373e-8	0.000062940003248308337
1.6795138468673516e-10	9.815489744802544e-8	0.000079240004089544845
2.1454488245521456e-10	1.2354746547164473e-7	0.000099760005148573862
2.3891559494050075e-10	1.3691197495776015e-7	0.000110500005702861
2.7179540364946313e-10	1.556222882383217e-7	0.000125600006482166
3.6952609134469564e-10	1.9601280579635944e-7	0.00015810000815947805
4.804747925912699e-10	2.468721891185209e-7	0.00019900001027031076
6.227336634375846e-10	3.109475873769521e-7	0.0002506000129333662
6.44791223551386e-10	3.191890348933899e-7	0.00025720001327398962
7.219679001742823e-10	4.968182154188482e-7	0.00040000002064384066
1.0415794678457239e-9	7.456653820503174e-7	0.00060000003096576104
1.5389072277149544e-9	1.2435676076830393e-6	0.0010000000516096018
5.582710635993851e-9	4.981992147324135e-6	0.0040000002064384072
1.4731476102970296e-8	9.972893967639017e-6	0.0080000004128768145
2.7216716028059465e-8	0.000014968993097198495	0.012000000619315223
4.2278642469813305e-8	0.000019970289536002575	0.016000000825753629
5.9510801511528056e-8	0.0000249752983385528	0.020000001032192034
7.868353016774915e-8	0.00002998401950484916	0.024000001238630445
9.967208343558582e-8	0.00003499571056214244	0.02800000144506885
1.2239880548542393e-7	0.00004001111398318187	0.032000001651507258
1.468438692969364e-7	0.000045029487295218213	0.036000001857945663
1.7299901361165373e-7	0.00005005008802550223	0.040000002064384067
2.0088076094651513e-7	0.00005507365864678317	0.044000002270822479
2.3053041759386837e-7	0.00006010019915906102	0.04800000247726089
2.619727673291224e-7	0.00006512896708958657	0.052000002683699295
2.9527390022003384e-7	0.00007016070491110902	0.0560000028901377
3.304751225589506e-7	0.00007519764004187609	0.060000003096576111
3.676425244136295e-7	0.00008023160528164621	0.064000003303014516
4.068339345933575e-7	0.00008526557052141636	0.068000003509452928
4.4812370442436113e-7	0.00009030696048867877	0.072000003715891325
4.915779239743969e-7	0.00009535577518343351	0.076000003922329723
5.372544220527519e-7	0.00010039716515069592	0.080000000000000000
