Mchirp_Msun,LambdaTilde
1.185871124241085095e+00,1.069556906304445931e+02
1.185875338209540164e+00,1.106677513975726725e+02
1.185879552177995455e+00,1.136625819329724010e+02
1.185883132652969740e+00,1.158590898495450858e+02
1.185883766146450524e+00,1.162135725137130891e+02
1.185887980114905593e+00,1.188207056680657274e+02
1.185892194083360884e+00,1.225679770285149601e+02
1.185896319018277856e+00,1.276651235638676383e+02
1.185896408051815953e+00,1.277735961627164727e+02
1.185900622020271244e+00,1.339758021776453063e+02
1.185903732904928898e+00,1.394711572781901907e+02
1.185904835988726314e+00,1.415806201508870856e+02
1.185909049957181605e+00,1.502729679123885376e+02
1.185909552055184779e+00,1.512771909925127432e+02
1.185913263925636452e+00,1.600145354159411113e+02
1.185914636730255545e+00,1.630832247068352956e+02
1.185917477894091743e+00,1.709977659411618731e+02
1.185919009439249105e+00,1.748892584211578480e+02
1.185921691862546812e+00,1.839351845131486414e+02
1.185922591487125199e+00,1.866952921354804005e+02
1.185925361930892485e+00,1.985013258498029529e+02
1.185925905831002103e+00,2.021246098561372264e+02
1.185927276273270881e+00,2.103073595641255054e+02
1.185928572047446394e+00,2.221133932784480578e+02
1.185929433108746212e+00,2.339194269927706102e+02
1.185930119799457172e+00,2.448164698980442324e+02
1.185930185777573476e+00,2.457254607070931343e+02
1.185931319956271768e+00,2.575314944214156867e+02
1.185932454336803277e+00,2.693375281357382391e+02
1.185933553443749622e+00,2.811435618500607916e+02
1.185934333767912241e+00,2.893493753688064203e+02
1.185934739007805216e+00,2.929495955643833440e+02
1.185936160100249825e+00,3.047556292787058965e+02
1.185937473403451792e+00,3.165616629930284489e+02
1.185938547736367532e+00,3.265067450379433467e+02
1.185938786107392007e+00,3.283676967073510014e+02
1.185940358566175856e+00,3.401737304216735538e+02
1.185941869959315387e+00,3.519797641359961062e+02
1.185942761704822601e+00,3.587545527075532732e+02
1.185943530447776784e+00,3.637857978503186587e+02
1.185945376630793247e+00,3.755918315646412111e+02
1.185946975673277670e+00,3.855647013201886466e+02
1.185947305444804645e+00,3.873978652789637636e+02
1.185949505732827092e+00,3.992038989932863160e+02
1.185951189641732961e+00,4.081000147539897966e+02
1.185951783696050255e+00,4.110099327076088684e+02
1.185954216174940790e+00,4.228159664219314209e+02
1.185955403610188030e+00,4.285712506614400468e+02
1.185956713211625546e+00,4.346220001362539733e+02
1.185959188204299020e+00,4.464280338505765258e+02
1.185959617578643099e+00,4.484850923031783054e+02
1.185961735673632278e+00,4.582340675648990782e+02
1.185963831547098390e+00,4.684970050100909589e+02
1.185964167493145593e+00,4.700401012792216306e+02
1.185966635116829870e+00,4.818461349935441831e+02
1.185968045515553460e+00,4.890770095216246887e+02
1.185969008762534305e+00,4.936521687078667355e+02
1.185971309820270880e+00,5.054582024221892880e+02
1.185972259484008751e+00,5.107427259046850168e+02
1.185973546259019962e+00,5.172642361365118404e+02
1.185975621056435392e+00,5.290702698508343929e+02
1.185976473452463820e+00,5.346016592414439401e+02
1.185977557604422472e+00,5.408763035651569453e+02
1.185979251084746444e+00,5.526823372794794977e+02
1.185980584518354863e+00,5.644883709938020502e+02
1.185980687420918889e+00,5.658799054896594498e+02
1.185981581207771862e+00,5.762944047081246026e+02
1.185982070021793122e+00,5.881004384224471551e+02
1.185982039203597571e+00,5.999064721367697075e+02
1.185981605135991490e+00,6.117125058510922599e+02
1.185981013979869658e+00,6.235185395654148124e+02
1.185980687420918889e+00,6.312832743404206894e+02
1.185980554844235701e+00,6.353245732797373648e+02
1.185980349043327831e+00,6.471306069940599173e+02
1.185980334273565306e+00,6.589366407083824697e+02
1.185980454026530628e+00,6.707426744227050222e+02
1.185980631600314306e+00,6.825487081370275746e+02
1.185980687420918889e+00,6.868210019773628119e+02
1.185980798964430205e+00,6.943547418513501270e+02
1.185980875466521089e+00,7.061607755656726795e+02
1.185980826700415047e+00,7.179668092799951182e+02
1.185980687420918889e+00,7.288016290288813934e+02
1.185980674838730042e+00,7.297728429943177844e+02
1.185980497935899658e+00,7.415788767086403368e+02
1.185980390723182731e+00,7.533849104229628892e+02
1.185980449145792592e+00,7.651909441372854417e+02
1.185980687420918889e+00,7.753205619636720485e+02
1.185980730431440477e+00,7.769969778516081078e+02
1.185981281804455278e+00,7.888030115659306603e+02
1.185982063664194008e+00,8.006090452802530990e+02
1.185983004541888874e+00,8.124150789945755378e+02
1.185984013373188706e+00,8.242211127088982039e+02
1.185984901389374180e+00,8.345154585580692128e+02
1.185985045080024447e+00,8.360271464232208700e+02
1.185986235502727082e+00,8.478331801375434225e+02
1.185987401740748570e+00,8.596392138518657475e+02
1.185988516343601251e+00,8.714452475661884137e+02
1.185989115357829249e+00,8.781978867639957116e+02
1.185989599128489447e+00,8.832512812805110798e+02
1.185990560139407402e+00,8.950573149948334049e+02
1.185991207992717067e+00,9.068633487091559573e+02
1.185991317960589653e+00,9.186693824234786234e+02
1.185990456750709576e+00,9.304754161378012896e+02
1.185989115357829249e+00,9.371778756349409605e+02
1.185987815260095557e+00,9.422814498521237283e+02
1.185984901389374180e+00,9.492421164234242497e+02
1.185982751159559756e+00,9.540874835664460534e+02
1.185980687420918889e+00,9.579762097525018589e+02
1.185976785696770230e+00,9.658935172807687195e+02
1.185976473452463820e+00,9.664829216041421205e+02
1.185972259484008751e+00,9.748514312978386442e+02
1.185970794078369028e+00,9.776995509950914993e+02
1.185968045515553460e+00,9.829933911034473795e+02
1.185964898691133751e+00,9.895055847094139381e+02
1.185963831547098390e+00,9.919720395757200322e+02
1.185960528604697473e+00,1.001311618423736377e+03
1.185959617578643321e+00,1.004407185241351499e+03
1.185957366982361982e+00,1.013117652138059043e+03
1.185955403610188030e+00,1.021592386943228917e+03
1.185954576701043095e+00,1.024923685852381823e+03
1.185951708888396627e+00,1.036729719566704262e+03
1.185951189641732961e+00,1.038983650851735774e+03
1.185948141458513128e+00,1.048535753281026700e+03
1.185946975673277670e+00,1.052320374148636120e+03
1.185942916052856733e+00,1.060341786995349366e+03
1.185942761704822601e+00,1.060671096602799480e+03
1.185938547736367532e+00,1.066049957985013179e+03
1.185934333767912241e+00,1.068692289473105347e+03
1.185930119799457172e+00,1.070044729900243055e+03
1.185925905831002103e+00,1.071127208574337828e+03
1.185923827410962916e+00,1.072147820709672033e+03
1.185921691862546812e+00,1.074488072660206853e+03
1.185918898045839942e+00,1.083953854423994471e+03
1.185918499930812109e+00,1.095759888138316910e+03
1.185918778779325278e+00,1.107565921852639576e+03
1.185918951199505633e+00,1.119371955566962242e+03
1.185918296845519970e+00,1.131177989281284681e+03
1.185917477894091743e+00,1.134745495577349857e+03
1.185913263925636452e+00,1.136325834996761841e+03
1.185909130328332228e+00,1.131177989281284681e+03
1.185909049957181383e+00,1.131085231240056601e+03
1.185904835988726314e+00,1.121998944645422171e+03
1.185903859887117218e+00,1.119371955566962242e+03
1.185900622020271022e+00,1.111034888003343895e+03
1.185899464349672749e+00,1.107565921852639576e+03
1.185896408051815953e+00,1.098966578989798791e+03
1.185895357486177026e+00,1.095759888138316910e+03
1.185892194083360884e+00,1.086960939588416750e+03
1.185891131982544033e+00,1.083953854423994471e+03
1.185887980114905593e+00,1.076039887500641271e+03
1.185886385805978049e+00,1.072147820709672033e+03
1.185883766146450524e+00,1.066560298297584950e+03
1.185880716805239432e+00,1.060341786995349366e+03
1.185879552177995455e+00,1.058270704692539084e+03
1.185875338209540164e+00,1.050930596985645252e+03
1.185873916843735776e+00,1.048535753281026700e+03
1.185871124241085095e+00,1.044270174355131303e+03
1.185866910272629804e+00,1.037803990661697298e+03
1.185866202576977280e+00,1.036729719566704262e+03
1.185862696304174735e+00,1.031778527425732364e+03
1.185858482335719666e+00,1.025462449365047860e+03
1.185858125755435255e+00,1.024923685852381823e+03
1.185854268367264375e+00,1.019393821910734687e+03
1.185850406027363135e+00,1.013117652138059043e+03
1.185850054398809306e+00,1.012574250676152587e+03
1.185845840430354237e+00,1.005634517229262883e+03
1.185843561477967434e+00,1.001311618423736377e+03
1.185841626461898946e+00,9.977754665169261443e+02
1.185837671735326060e+00,9.895055847094139381e+02
1.185837412493443876e+00,9.889836897735134471e+02
1.185833198524988807e+00,9.798166346219466050e+02
1.185832322116401549e+00,9.776995509950914993e+02
1.185828984556533516e+00,9.701423336436769205e+02
1.185827278064120804e+00,9.658935172807687195e+02
1.185824770588078447e+00,9.601212443855390575e+02
1.185822366117564419e+00,9.540874835664461671e+02
1.185820556619623378e+00,9.499406647329574298e+02
1.185817478493736088e+00,9.422814498521237283e+02
1.185816342651168087e+00,9.397202041947837188e+02
1.185812549150845996e+00,9.304754161378012896e+02
1.185812128682713018e+00,9.295481519962797847e+02
1.185807914714257727e+00,9.196438890046764527e+02
1.185807513381781808e+00,9.186693824234786234e+02
1.185803700745802658e+00,9.101294290544672094e+02
1.185802280589451030e+00,9.068633487091559573e+02
1.185799486777347589e+00,9.008746084419118461e+02
1.185796824271598826e+00,8.950573149948335185e+02
1.185795272808892298e+00,8.918620201621217802e+02
1.185791156237477662e+00,8.832512812805110798e+02
1.185791058840437229e+00,8.830570100610418649e+02
1.185786844871982160e+00,8.750932871210233088e+02
1.185784884963041019e+00,8.714452475661883000e+02
1.185782630903526869e+00,8.673654804909549512e+02
1.185778416935071800e+00,8.598388093341699232e+02
1.185778291089473191e+00,8.596392138518657475e+02
1.185774202966616730e+00,8.532736956269997108e+02
1.185770859491902751e+00,8.478331801375433088e+02
1.185769988998161439e+00,8.464210219250126102e+02
1.185765775029706370e+00,8.394099152666054806e+02
1.185764030457057361e+00,8.360271464232208700e+02
1.185761561061251079e+00,8.311420436016752546e+02
1.185758700026067869e+00,8.242211127088982039e+02
1.185757347092796010e+00,8.207679888659314429e+02
1.185754591768988231e+00,8.124150789945755378e+02
1.185753133124340941e+00,8.075703168184746801e+02
1.185751273158558439e+00,8.006090452802530990e+02
1.185748919155885872e+00,7.905811317707061789e+02
1.185748524640779289e+00,7.888030115659306603e+02
1.185746140785659986e+00,7.769969778516079941e+02
1.185744705187430803e+00,7.684643539365428069e+02
1.185744137468801362e+00,7.651909441372854417e+02
1.185742333466439868e+00,7.533849104229628892e+02
1.185740845602920368e+00,7.415788767086403368e+02
1.185740491218975512e+00,7.384548941300880642e+02
1.185739379959334983e+00,7.297728429943177844e+02
1.185737966448064284e+00,7.179668092799952319e+02
1.185736566322599383e+00,7.061607755656726795e+02
1.185736277250520221e+00,7.040315261619517742e+02
1.185734749193378068e+00,6.943547418513501270e+02
1.185732693127208526e+00,6.825487081370275746e+02
1.185732063282065152e+00,6.794567282286055843e+02
1.185730043417794422e+00,6.707426744227050222e+02
1.185727849313610083e+00,6.619385577281007045e+02
1.185727022439523770e+00,6.589366407083824697e+02
1.185723640510412791e+00,6.471306069940599173e+02
1.185723635345154792e+00,6.471134113009875364e+02
1.185719995134186133e+00,6.353245732797373648e+02
1.185719421376699723e+00,6.333950560375017176e+02
1.185716520264512353e+00,6.235185395654148124e+02
1.185715207408244432e+00,6.186510292124213493e+02
1.185713396987024160e+00,6.117125058510922599e+02
1.185710993439789362e+00,6.012248319188366850e+02
1.185710699482403818e+00,5.999064721367698212e+02
1.185708231196569873e+00,5.881004384224471551e+02
1.185706779471334293e+00,5.799292696823423512e+02
1.185706119756126053e+00,5.762944047081246026e+02
1.185704142423142482e+00,5.644883709938020502e+02
1.185702565502879002e+00,5.535744569229099170e+02
1.185702426268090415e+00,5.526823372794794977e+02
1.185700624615359633e+00,5.408763035651569453e+02
1.185699008579373048e+00,5.290702698508343929e+02
1.185698351534423933e+00,5.240776137090128941e+02
1.185697333393033626e+00,5.172642361365118404e+02
1.185695664787657089e+00,5.054582024221892880e+02
1.185694137565968864e+00,4.936938211289736955e+02
1.185694131245708993e+00,4.936521687078667355e+02
1.185692414264319483e+00,4.818461349935441831e+02
1.185690886735107474e+00,4.700401012792216306e+02
1.185689923597513573e+00,4.617374782303223810e+02
1.185689441763010166e+00,4.582340675648990782e+02
1.185687996569330327e+00,4.464280338505765258e+02
1.185686717981068394e+00,4.346220001362539733e+02
1.185685709629058504e+00,4.245515329849483237e+02
1.185685504489841335e+00,4.228159664219314777e+02
1.185684100292145216e+00,4.110099327076089253e+02
1.185682625570020132e+00,3.992038989932863160e+02
1.185681495660603435e+00,3.911266608573582175e+02
1.185680909223539636e+00,3.873978652789637636e+02
1.185678786486721092e+00,3.755918315646412111e+02
1.185677281692148144e+00,3.679289226548754641e+02
1.185676408954143835e+00,3.637857978503186587e+02
1.185673734097941301e+00,3.519797641359961062e+02
1.185673067723693075e+00,3.492299296832409823e+02
1.185670800539965875e+00,3.401737304216735538e+02
1.185668853755237784e+00,3.323706921310706548e+02
1.185667825132645792e+00,3.283676967073510014e+02
1.185664842775070005e+00,3.165616629930284489e+02
1.185664639786782715e+00,3.157722725163439463e+02
1.185661736693097268e+00,3.047556292787058965e+02
1.185660425818327646e+00,2.995380426199873796e+02
1.185658708710543907e+00,2.929495955643833440e+02
1.185656211849872355e+00,2.828126669811723559e+02
1.185655780549299987e+00,2.811435618500607916e+02
1.185652767330923174e+00,2.693375281357382391e+02
1.185651997881417286e+00,2.662307737843457289e+02
1.185649731191632306e+00,2.575314944214156867e+02
1.185647783912962216e+00,2.496493894386770478e+02
1.185646760850636694e+00,2.457254607070931627e+02
1.185643811424103466e+00,2.339194269927706102e+02
1.185643569944506925e+00,2.329389525923238580e+02
1.185640763211232684e+00,2.221133932784480578e+02
1.185639355976051856e+00,2.162644945097637219e+02
1.185637854436772054e+00,2.103073595641255054e+02
1.185635143651384116e+00,1.985013258498029529e+02
1.185635142007596787e+00,1.984937511976327187e+02
1.185632454049984519e+00,1.866952921354804005e+02
1.185630928039141496e+00,1.789729641415313495e+02
1.185630078685264710e+00,1.748892584211578480e+02
1.185627932230666648e+00,1.630832247068352956e+02
1.185626714070686427e+00,1.550446222145569379e+02
1.185626099028872282e+00,1.512771909925127432e+02
1.185624563348822491e+00,1.394711572781901907e+02
1.185623456576583301e+00,1.276651235638676383e+02
1.185622842081434980e+00,1.158590898495450858e+02
1.185622918040303730e+00,1.040530561352225334e+02
1.185624080520873536e+00,9.224702242089998094e+01
1.185626714070686427e+00,8.140559655501643022e+01
1.185626999272900051e+00,8.044098870657742850e+01
1.185630928039141496e+00,7.131685684098843581e+01
1.185632201949551323e+00,6.863495499225487606e+01
1.185635142007596787e+00,6.344599498133185023e+01
1.185639187030609332e+00,5.682892127793233072e+01
1.185639355976052078e+00,5.657501743690131946e+01
1.185643569944506925e+00,5.020122005215392136e+01
1.185647246877141958e+00,4.502288756360976407e+01
1.185647783912962216e+00,4.424507107032847131e+01
1.185651997881417286e+00,3.764311110709359554e+01
1.185654730753159303e+00,3.321685384928721874e+01
1.185656211849872355e+00,3.068369724223746786e+01
1.185660425818327646e+00,2.381191791483264097e+01
1.185662182009571408e+00,2.141082013496466629e+01
1.185664639786782715e+00,1.806804562332905206e+01
1.185668853755237784e+00,1.384958937237926513e+01
1.185673067723693075e+00,1.107261308539662359e+01
1.185676422846158706e+00,9.604786420642113853e+00
1.185677281692148144e+00,9.173807759785097105e+00
