R_km,M_sun
1.185209081029951683e+01,1.917411705128299282e+00
1.197083643116809526e+01,1.916092812391940514e+00
1.208958205203667546e+01,1.915514688204508209e+00
1.220832767290525567e+01,1.915547988754874531e+00
1.232707329377383587e+01,1.916070009257811124e+00
1.244581891464241252e+01,1.916971475312007289e+00
1.256456453551099273e+01,1.918158676508851856e+00
1.260656051094352570e+01,1.918646827694381551e+00
1.268331015637957293e+01,1.919519016906335418e+00
1.280205577724815313e+01,1.920987615625885159e+00
1.292080139811673334e+01,1.922523273682188671e+00
1.300389278861886133e+01,1.923603622114692602e+00
1.303954701898531354e+01,1.924069003412415935e+00
1.315829263985389197e+01,1.925575279991376343e+00
1.327703826072247040e+01,1.927053792639033425e+00
1.339578388159105060e+01,1.928513632851608817e+00
1.339961127237833516e+01,1.928560416535003874e+00
1.351452950245963081e+01,1.929947392299081521e+00
1.363327512332821101e+01,1.931408544298443886e+00
1.375202074419678944e+01,1.932933144024641114e+00
1.379500309975406935e+01,1.933517210955314702e+00
1.387076636506536786e+01,1.934534167284314821e+00
1.398951198593394807e+01,1.936246737809100615e+00
1.410825760680252827e+01,1.938123390457298534e+00
1.412866876021594287e+01,1.938474005375625975e+00
1.422700322767110848e+01,1.940174586170322346e+00
1.434574884853968690e+01,1.942452787891218557e+00
1.439236241359804680e+01,1.943430799795937025e+00
1.446449446940826888e+01,1.944985312602779404e+00
1.458324009027684554e+01,1.947781571958447255e+00
1.460746707659411747e+01,1.948387594216248075e+00
1.470198571114542574e+01,1.950864403966061422e+00
1.479110355299608948e+01,1.953344388636559348e+00
1.482073133201400594e+01,1.954222774981197119e+00
1.493947695288258437e+01,1.957856869596418470e+00
1.495374487720870249e+01,1.958301183056870398e+00
1.505822257375116280e+01,1.961793248349507079e+00
1.510161549023495020e+01,1.963257977477181448e+00
1.517696819461974655e+01,1.966005845022603449e+00
1.523805213869065511e+01,1.968214771897492721e+00
1.529571381548832321e+01,1.970477016812662630e+00
1.536621778261164550e+01,1.973171566317803549e+00
1.541445943635690341e+01,1.975177594222755406e+00
1.548846665003600620e+01,1.978128360738114822e+00
1.553320505722548361e+01,1.980072692088030717e+00
1.560618373352243538e+01,1.983085155158425650e+00
1.565195067809406027e+01,1.985148940946550145e+00
1.571926993802511063e+01,1.988041949578736922e+00
1.577069629896264225e+01,1.990472564264948785e+00
1.582567073660105628e+01,1.992998743999048195e+00
1.588944191983122067e+01,1.996276291999095953e+00
1.592203229167333589e+01,1.997955538419359245e+00
1.600566348681963547e+01,2.002912332839670295e+00
1.600818754069980088e+01,2.003087653866598927e+00
1.607553438954802161e+01,2.007869127259981568e+00
1.612693316156838108e+01,2.012430238028170670e+00
1.613132711377399886e+01,2.012825921680292396e+00
1.617552395411579269e+01,2.017782716100603668e+00
1.620984750818355025e+01,2.022739510520914497e+00
1.623755176603926742e+01,2.027696304941225769e+00
1.624567878243696128e+01,2.029237764037612912e+00
1.626555767918894091e+01,2.032653099361537041e+00
1.629950294978852554e+01,2.037609893781847870e+00
1.634237040673332331e+01,2.042566688202159142e+00
1.636442440330554149e+01,2.044604540372668922e+00
1.639942047021099469e+01,2.047523482622469970e+00
1.646625825776440166e+01,2.052480277042781243e+00
1.648317002417412169e+01,2.053679065650762858e+00
1.653659526103896482e+01,2.057437071463092515e+00
1.659792863984792533e+01,2.062393865883403343e+00
1.660191564504269834e+01,2.062768067454525678e+00
1.664783202172930743e+01,2.067350660303714172e+00
1.668301093020291148e+01,2.072307454724025888e+00
1.670575002598309311e+01,2.077264249144336716e+00
1.671857594049591000e+01,2.082221043564647989e+00
1.672066126591127855e+01,2.084299782431735082e+00
1.672350499833634174e+01,2.087177837984958817e+00
1.672134312482366170e+01,2.092134632405270533e+00
1.672066126591127855e+01,2.092504522794991217e+00
1.671252956397642109e+01,2.097091426825580918e+00
1.669627390119596910e+01,2.102048221245892190e+00
1.667082654484892146e+01,2.107005015666203462e+00
1.663351342649917086e+01,2.111961810086514291e+00
1.660191564504269834e+01,2.115046355623981356e+00
1.658128047033983421e+01,2.116918604506825563e+00
1.651166390914515958e+01,2.121875398927136835e+00
1.648317002417412169e+01,2.123602007496266264e+00
1.642681246672346518e+01,2.126832193347447664e+00
1.636442440330554149e+01,2.130210464321461217e+00
1.633526108511837904e+01,2.131788987767758936e+00
1.625005528468321003e+01,2.136745782188070208e+00
1.624567878243696128e+01,2.137055647331606245e+00
1.618292321192902961e+01,2.141702576608381037e+00
1.612980817879846285e+01,2.146659371028692309e+00
1.612693316156838108e+01,2.147023425695189669e+00
1.609087948582997285e+01,2.151616165449003137e+00
1.605427806127373813e+01,2.156572959869314410e+00
1.600818754069980088e+01,2.161529754289625238e+00
1.594109267773288607e+01,2.166486548709936510e+00
