R_km,M_sun
9.328727080619792389e+00,1.342933408857507338e+00
9.313868037720887116e+00,1.341602624649714137e+00
9.292332485102544837e+00,1.339433192805576267e+00
9.273407607522251794e+00,1.337263760961438619e+00
9.270250327479061525e+00,1.336863758303602268e+00
9.255309041326293951e+00,1.335094329117300749e+00
9.238982845098092866e+00,1.332924897273163101e+00
9.224424136660230644e+00,1.330755465429025231e+00
9.211773574338330661e+00,1.328654264975605015e+00
9.211329269275154275e+00,1.328586033584887360e+00
9.198444678222413629e+00,1.326416601740749712e+00
9.186846694734047247e+00,1.324247169896612064e+00
9.176375861078939877e+00,1.322077738052474194e+00
9.166906524947263435e+00,1.319908306208336324e+00
9.158338316792637102e+00,1.317738874364198676e+00
9.153296821197599797e+00,1.316330394166085993e+00
9.150324149073423285e+00,1.315569442520061028e+00
9.142603679875854539e+00,1.313400010675923379e+00
9.135544658773891769e+00,1.311230578831785287e+00
9.129027324107399366e+00,1.309061146987647639e+00
9.122920778352934690e+00,1.306891715143509991e+00
9.117080772776862574e+00,1.304722283299372121e+00
9.111350545908312171e+00,1.302552851455234251e+00
9.105564743290141649e+00,1.300383419611096603e+00
9.099555982331127169e+00,1.298213987766958954e+00
9.094820068056868934e+00,1.296612335141433592e+00
9.092915043912595863e+00,1.296044555922821084e+00
9.084891919598897303e+00,1.293875124078683214e+00
9.076026736374981141e+00,1.291705692234545566e+00
9.066237138102549054e+00,1.289536260390407918e+00
9.055495795809397563e+00,1.287366828546270048e+00
9.043832398830286223e+00,1.285197396702132178e+00
9.036343314916138070e+00,1.283909734530290336e+00
9.030420502483575973e+00,1.283027964857994530e+00
9.014803221446921810e+00,1.280858533013856881e+00
8.998581966350149841e+00,1.278689101169719011e+00
8.982028079274211763e+00,1.276519669325581141e+00
8.977866561775407206e+00,1.275989987818620941e+00
8.963096939804039209e+00,1.274350237481443493e+00
8.943686974960449731e+00,1.272180805637305845e+00
8.924822327635887120e+00,1.270011373793167975e+00
8.919389808634676342e+00,1.269379761182090727e+00
8.904337821207484183e+00,1.267841941949030105e+00
8.883917796942064626e+00,1.265672510104892456e+00
8.864561773688194535e+00,1.263503078260754586e+00
8.860913055493945478e+00,1.263084758241014960e+00
8.843559336624590372e+00,1.261333646416616938e+00
8.823010893191458592e+00,1.259164214572479068e+00
8.803336169107387477e+00,1.256994782728341420e+00
8.802436302353214614e+00,1.256894839348550841e+00
8.781157610940995895e+00,1.254825350884203550e+00
8.759345699713804834e+00,1.252655919040065902e+00
8.743959549212483751e+00,1.251118479470330502e+00
8.736733991279116651e+00,1.250486487195928031e+00
8.711619477414986434e+00,1.248317055351790383e+00
8.686250739394552056e+00,1.246147623507652513e+00
8.685482796071752887e+00,1.246083399521783708e+00
8.657016015180646562e+00,1.243978191663514865e+00
8.627180927824948498e+00,1.241808759819376995e+00
8.627006042931022023e+00,1.241796260540265928e+00
8.593996972871993378e+00,1.239639327975239347e+00
8.568529289790291159e+00,1.237981862902249874e+00
8.560303260300271333e+00,1.237469896131101477e+00
8.525844709640058028e+00,1.235300464286963829e+00
8.510052536649560295e+00,1.234280166409221779e+00
8.492399002740505409e+00,1.233131032442825958e+00
8.460767117554800265e+00,1.230961600598688310e+00
8.451575783508829431e+00,1.230287929751555875e+00
8.432111773381542719e+00,1.228792168754550440e+00
8.406556664195365514e+00,1.226622736910412792e+00
8.393099030368098568e+00,1.225335648229443963e+00
8.384456882957312729e+00,1.224453305066274922e+00
8.366143564163419200e+00,1.222283873222137274e+00
8.350956918464268242e+00,1.220114441377999404e+00
8.338907632439511275e+00,1.217945009533861755e+00
8.334622277227367704e+00,1.216898057796970800e+00
8.330289766508368388e+00,1.215775577689723885e+00
8.324898588865067950e+00,1.213606145845586237e+00
8.322459894251572621e+00,1.211436714001448367e+00
8.322955883421368384e+00,1.209267282157310719e+00
8.326356807825732176e+00,1.207097850313172849e+00
8.332596750335325098e+00,1.204928418469035201e+00
8.334622277227367704e+00,1.204429140300788736e+00
8.341634498037837631e+00,1.202758986624897330e+00
8.352900265425256876e+00,1.200589554780759682e+00
8.365790021899639939e+00,1.198420122936621812e+00
8.379630969196821155e+00,1.196250691092484164e+00
8.393099030368098568e+00,1.194170395472839985e+00
8.393610958448320503e+00,1.194081259248346294e+00
8.405511523665390783e+00,1.191911827404208646e+00
8.416028676580012302e+00,1.189742395560070776e+00
8.424859303534987021e+00,1.187572963715933128e+00
8.431873050260746183e+00,1.185403531871795257e+00
8.437094852097008157e+00,1.183234100027657609e+00
8.440671867588749322e+00,1.181064668183519739e+00
8.442834848328606867e+00,1.178895236339382091e+00
8.443862291458644975e+00,1.176725804495244221e+00
8.444052305061740427e+00,1.174556372651106351e+00
8.443703763844503385e+00,1.172386940806968703e+00
8.443106028185322742e+00,1.170217508962831054e+00
8.442535407321248186e+00,1.168048077118693184e+00
8.442256368361688246e+00,1.165878645274555314e+00
8.442525815888139107e+00,1.163709213430417666e+00
8.443599258419318687e+00,1.161539781586280018e+00
8.445738129691259033e+00,1.159370349742142148e+00
8.449217837685468524e+00,1.157200917898004278e+00
8.451575783508829431e+00,1.156188731567910688e+00
8.454152736142644287e+00,1.155031486053866630e+00
8.460829106606784222e+00,1.152862054209728981e+00
8.469801533185950859e+00,1.150692622365591111e+00
8.481500985137728321e+00,1.148523190521453241e+00
8.496403664005066858e+00,1.146353758677315593e+00
8.510052536649560295e+00,1.144736232196994941e+00
8.514824604272101638e+00,1.144184326833177945e+00
8.536831590217008880e+00,1.142014894989040075e+00
8.563354512217218328e+00,1.139845463144902205e+00
8.568529289790291159e+00,1.139462542206496343e+00
8.593086556563525491e+00,1.137676031300764556e+00
8.626328007009112397e+00,1.135506599456626686e+00
8.627006042931022023e+00,1.135463334984645911e+00
8.659062140068446212e+00,1.133337167612489038e+00
8.685482796071752887e+00,1.131598591686699296e+00
8.691494129180567185e+00,1.131167735768351168e+00
8.719640733180852976e+00,1.128998303924213520e+00
8.743959549212483751e+00,1.126938993520003818e+00
8.745114158445572272e+00,1.126828872080075650e+00
8.764570651518608813e+00,1.124659440235938002e+00
8.780857191106919757e+00,1.122490008391800131e+00
8.793955085497874080e+00,1.120320576547662483e+00
8.802436302353214614e+00,1.118502402549312658e+00
8.803943329163372411e+00,1.118151144703524613e+00
8.810970632154699445e+00,1.115981712859386965e+00
8.816356638579033955e+00,1.113812281015249095e+00
8.820643090714705536e+00,1.111642849171111447e+00
